"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"16","숙박업","03_11_03_P","3390000","3390000-214-2024-00001","2024-10-16","","01","영업/정상","01","영업","","","","","051 704 1704","3738.25","617-809","부산광역시 사상구 괘법동 559-5","부산광역시 사상구 새벽로223번길 20, 더스테이이안 3~25층 302호 등 79객실 (괘법동) (괘법동)","46972","엘모멘토 사상","2026-01-23 18:03:07","U","2026-01-25 02:40:00","숙박업(생활)","380611.672992238","186497.086051805","숙박업(생활)","0","0","3","25","0","0","0","67","","","","","0","0","N",
"17","숙박업","03_11_03_P","3390000","3390000-214-2024-00002","2024-10-21","","01","영업/정상","01","영업","","","","","15445552","5291.95","617-809","부산광역시 사상구 괘법동 559-5","부산광역시 사상구 새벽로223번길 20, 더스테이이안 3~25층 309호 등 111객실 (괘법동)","46972","에이치에비뉴 사상역점 레지던스호텔","2026-01-23 11:48:59","U","2026-01-25 02:40:00","숙박업(생활)","380611.672992238","186497.086051805","숙박업(생활)","0","0","3","25","0","0","0","111","","","","","0","0","N",
"18","숙박업","03_11_03_P","6520000","6520000-201-1996-10001","1996-08-10","","03","폐업","02","폐업","2026-01-23","","","","064 7820077","650.04","699-903","제주특별자치도 서귀포시 성산읍 성산리 237-1","제주특별자치도 서귀포시 성산읍 성산등용로 8","63643","성산여관","2026-01-23 11:56:08","U","2026-01-25 02:40:00","여관업","193754.875883399","-3513.5093898478","여관업","0","0","0","0","0","0","6","15","","","","","0","0","N",
"19","숙박업","03_11_03_P","6520000","6520000-201-1998-00004","1998-11-11","","01","영업/정상","01","영업","","","","","064 7324536","371.88","697-841","제주특별자치도 서귀포시 서귀동 202-10","제주특별자치도 서귀포시 태평로431번길 22","63595","장수각여관","2026-01-23 11:19:06","U","2026-01-25 02:40:00","여관업","159493.357601078","-27527.1476300573","여관업","0","0","0","0","0","0","8","7","","","","","0","0","N",
"20","숙박업","03_11_03_P","4741000","4741000-214-2012-00003","2012-06-18","","01","영업/정상","01","영업","","","","","063 322 5881","997.20","","전북특별자치도 무주군 설천면 삼공리 416-6 B동 1.2층 3.4호","전북특별자치도 무주군 설천면 구천동1로 83, B동 1.2층 3,4호","55557","무주펜션 나마스테","2026-01-23 10:52:02","U","2026-01-25 02:40:00","숙박업(생활)","270093.833458339","266991.011941625","숙박업(생활)","2","0","1","2","0","0","18","1","","","","","0","0","N",
"21","숙박업","03_11_03_P","4341000","4341000-201-2018-00002","2018-07-27","","01","영업/정상","01","영업","","","","","033 681 0605","588.24","","강원특별자치도 고성군 죽왕면 가진리 275","강원특별자치도 고성군 죽왕면 가향길 2-7","24744","가진275스테이","2026-01-23 11:51:53","U","2026-01-25 02:40:00","숙박업 기타","331505.83517085","542418.018079818","숙박업 기타","3","0","2","3","0","0","0","16","","","","자가","0","0","N",
"22","숙박업","03_11_03_P","4950000","4950000-214-2014-00001","2014-02-06","","01","영업/정상","01","영업","","","","","061 453 6262","524.44","534-851","전라남도 무안군 망운면 피서리 811-2 2.3층","전라남도 무안군 망운면 톱머리길 66-4 (2,3층)","58534","해양펜션","2026-01-23 15:22:05","U","2026-01-25 02:40:00","숙박업(생활)","143656.856088027","163496.595188995","숙박업(생활)","1","3","2","3","0","0","10","2","","","","","0","0","N",
"23","숙박업","03_11_03_P","3000000","3000000-214-2026-00005","2026-01-12","","01","영업/정상","01","영업","","","","","","596.25","110-826","서울특별시 종로구 숭인동 217-6 3~5층","서울특별시 종로구 난계로29길 65-14, 3~5층 (숭인동)","03115","N joystay HOSTEL (엔조이스테이 호스텔)","2026-01-23 10:46:10","U","2026-01-25 02:40:00","숙박업(생활)","201689.360291466","452306.010081257","숙박업(생활)","0","0","3","5","0","0","0","27","","","","","0","0","N",
"24","숙박업","03_11_03_P","3000000","3000000-214-2026-00004","2026-01-12","","01","영업/정상","01","영업","","","","","","554.17","110-320","서울특별시 종로구 낙원동 235-11","서울특별시 종로구 종로17길 48 (낙원동)","03140","Halfrest HOSTEL (하프레스트 호스텔)","2026-01-23 10:45:37","U","2026-01-25 02:40:00","숙박업(생활)","198906.525582464","452222.26053706","숙박업(생활)","0","0","1","5","0","0","0","21","","","","","0","0","N",
"25","숙박업","03_11_03_P","3000000","3000000-214-2026-00002","2026-01-06","","01","영업/정상","01","영업","","","","","","90.55","110-836","서울특별시 종로구 종로5가 257-1","서울특별시 종로구 종로 248-1, 5층 (종로5가)","03197","편안정 종로5가점","2026-01-23 10:44:48","U","2026-01-25 02:40:00","숙박업(생활)","200401.722939568","452062.956830205","숙박업(생활)","0","0","5","0","0","0","0","2","","","","","0","0","N",
"26","숙박업","03_11_03_P","4000000","4000000-214-2025-00005","2025-12-30","","01","영업/정상","01","영업","","","","","","1280.58","447-804","경기도 오산시 원동 768-11","경기도 오산시 대원로38번길 17 (원동)","18141","네잎크로바1차","2026-01-23 11:29:12","U","2026-01-25 02:40:00","숙박업(생활)","206401.134280141","404776.790956288","숙박업(생활)","9","0","1","9","0","0","41","0","","","","자가","0","0","N",
"27","숙박업","03_11_03_P","4000000","4000000-214-2025-00004","2025-12-30","","01","영업/정상","01","영업","","","","","","997.28","447-804","경기도 오산시 원동 783-26","경기도 오산시 원동로7번동길 9 (원동)","18142","웰츠타워","2026-01-23 11:29:29","U","2026-01-25 02:40:00","숙박업(생활)","206166.801478728","404633.526531912","숙박업(생활)","10","0","1","10","0","0","43","0","","","","자가","0","0","N",
"28","숙박업","03_11_03_P","3930000","3930000-214-2023-00002","2023-05-17","","01","영업/정상","01","영업","","","","","02  516 3393","4784.90","425-110","경기도 안산시 단원구 성곡동 838-7 마리나큐브","경기도 안산시 단원구 시화호수로 641, 마리나큐브 일부(166실)호 (성곡동)","15656","큐브스테이","2026-01-23 09:23:46","U","2026-01-25 02:40:00","숙박업(생활)","176790.273665573","422354.365300957","숙박업(생활)","28","0","6","28","0","0","0","166","","","","","0","0","N",
"29","숙박업","03_11_03_P","4580000","4580000-214-2024-00001","2024-03-29","","01","영업/정상","01","영업","","","","","0419511213","297.00","325-892","충청남도 서천군 서면 도둔리 991-14","충청남도 서천군 서면 홍원길 93","33603","홍원항 보물섬 펜션&민박","2026-01-23 16:08:29","U","2026-01-25 02:40:00","숙박업(생활)","155005.183345768","295123.797522858","숙박업(생활)","2","0","2","0","0","0","10","0","","","","자가","0","1","N",
"30","숙박업","03_11_03_P","3930000","3930000-214-2024-00005","2024-05-24","","01","영업/정상","01","영업","","","","","02 516 3393","6804.81","425-110","경기도 안산시 단원구 성곡동 839-9 라군 센트럴 스테이","경기도 안산시 단원구 엠티브이17로 35, 라군 센트럴 스테이 일부(371실)호 (성곡동)","15656","큐브스테이Ⅲ","2026-01-23 09:24:41","U","2026-01-25 02:40:00","숙박업(생활)","176853.87113145","422400.649180676","숙박업(생활)","23","0","5","23","0","0","0","371","","","","","0","0","N",
"31","숙박업","03_11_03_P","4060000","4060000-214-2024-00006","2024-05-09","","01","영업/정상","01","영업","","","","","031 9441417","9475.00","413-200","경기도 파주시 야당동 1079 케이힐스","경기도 파주시 심학산로 628, 케이힐스 7층~21층(각층의 일부호) (야당동)","10908","힐스더테라스","2026-01-23 16:11:39","U","2026-01-25 02:40:00","숙박업(생활)","178896.460953293","468256.964626115","숙박업(생활)","0","0","7","21","0","0","0","231","","","","임대","0","0","N",
"32","숙박업","03_11_03_P","3660000","3660000-201-2001-00009","2001-11-22","","01","영업/정상","01","영업","","","","","042 4712800","1828.62","302-830","대전광역시 서구 둔산동 1337","대전광역시 서구 대덕대로234번길 21 (둔산동)","35233","더호텔아리아","2026-01-23 17:53:09","U","2026-01-25 02:40:00","여관업","234120.130839537","317064.026694744","여관업","6","1","1","6","0","0","8","38","","","","","0","0","N",
"33","숙박업","03_11_03_P","4830000","4830000-201-2021-00001","2021-12-08","","01","영업/정상","01","영업","","","","","","3913.21","520-130","전라남도 나주시 송월동 1483 일부","전라남도 나주시 빛가람로 36, 일부 (송월동)","58261","유한회사 뉴나주씨티호텔","2026-01-23 15:41:21","U","2026-01-25 02:40:00","일반호텔","174181.834456736","168626.95197247","일반호텔","7","3","1","7","1","3","2","90","","","","","0","0","N",
"34","숙박업","03_11_03_P","3000000","3000000-214-2025-00008","2025-11-07","","01","영업/정상","01","영업","","","","","","233.59","110-111","서울특별시 종로구 관철동 19-1 BK종로","서울특별시 종로구 종로12길 14, BK종로 6층 (관철동)","03189","스테이 마루 종로","2026-01-23 10:51:12","U","2026-01-25 02:40:00","숙박업(생활)","198656.933623902","451906.850293023","숙박업(생활)","0","0","6","0","0","0","0","9","","","","임대","0","0","N",
"35","숙박업","03_11_03_P","5590000","5590000-214-2025-00001","2025-12-23","","01","영업/정상","01","영업","","","","","","281.59","482-832","경기도 양주시 백석읍 기산리 400-2 2층","경기도 양주시 백석읍 기산로 414-11, 2층","11518","마장호수펜션","2026-01-23 16:57:13","U","2026-01-25 02:40:00","숙박업(생활)","194374.425258811","474863.112436423","숙박업(생활)","0","0","2","2","0","0","0","5","","","","자가","0","0","N",
"36","숙박업","03_11_03_P","3930000","3930000-214-2025-00006","2025-11-27","","01","영업/정상","01","영업","","","","","02 5163393","6100.82","425-110","경기도 안산시 단원구 성곡동 839-16 아르네브큐브 생활형숙박시설","경기도 안산시 단원구 엠티브이17로 7, 아르네브큐브 일부(234실)호 (성곡동)","15656","큐브스테이Ⅴ","2026-01-23 09:18:37","U","2026-01-25 02:40:00","숙박업(생활)","176589.64930801","422495.600439359","숙박업(생활)","0","0","0","0","0","0","0","234","","","","","0","0","N",
"37","숙박업","03_11_03_P","3930000","3930000-214-2024-00001","2024-01-22","","01","영업/정상","01","영업","","","","","02  516 3393","1002.68","425-110","경기도 안산시 단원구 성곡동 845-5 마리나아일랜드","경기도 안산시 단원구 반달섬1로 88, 마리나아일랜드 일부(47실)호 (성곡동)","15656","아일랜드드림","2026-01-23 09:22:33","U","2026-01-25 02:40:00","숙박업(생활)","176718.988960123","422197.335994447","숙박업(생활)","28","0","10","28","0","0","0","47","","","","","0","0","N",
"38","숙박업","03_11_03_P","5340000","5340000-201-1996-00005","1996-12-30","","01","영업/정상","01","영업","","","","","055 835 0985","598.86","664-834","경상남도 사천시 벌리동 59-16","경상남도 사천시 중앙로 170-4 (벌리동)","52559","잠모텔","2026-01-23 13:35:40","U","2026-01-25 02:40:00","숙박업 기타","298665.104758205","160720.077794639","숙박업 기타","4","1","1","3","1","1","3","16","","","","자가","0","0","N",
"39","숙박업","03_11_03_P","4160000","4160000-214-2020-00028","2020-08-19","","03","폐업","02","폐업","2026-01-23","","","","031 582 0002","165.97","477-841","경기도 가평군 북면 제령리 533-4 외 1필지(533-7), A,B,C,D,부속1동","경기도 가평군 북면 꽃넘이길 37, A,B,C,D동, 꽃넘이길43,부속1동","12405","(주)혜성 오하브","2026-01-23 13:44:47","U","2026-01-25 02:40:00","숙박업(생활)","246290.577859465","488263.64011668","숙박업(생활)","2","0","1","2","0","0","1","2","","","","","0","0","N",
"40","숙박업","03_11_03_P","5530000","5530000-214-2025-00008","2025-09-26","","01","영업/정상","01","영업","","","","","","3623.81","445-922","경기도 화성시 향남읍 구문천리 925-8","경기도 화성시 향남읍 발안공단로 86, 191개호실","18623","트윈테라스A","2026-01-23 17:38:38","U","2026-01-25 02:40:00","숙박업(생활)","191910.421736856","398365.049748517","숙박업(생활)","0","0","0","0","0","0","0","68","","","","","0","3","N",
"41","숙박업","03_11_03_P","5530000","5530000-214-2025-00009","2025-09-26","","01","영업/정상","01","영업","","","","","","3896.16","445-922","경기도 화성시 향남읍 구문천리 925-6","경기도 화성시 향남읍 발안공단로 82, 135개호실","18623","트윈테라스B","2026-01-23 17:36:52","U","2026-01-25 02:40:00","숙박업(생활)","191956.572686377","398366.335136611","숙박업(생활)","0","0","0","0","0","0","0","22","","","","","0","3","N",
"42","숙박업","03_11_03_P","3630000","3630000-201-2017-00003","2017-08-18","","01","영업/정상","01","영업","","","","","062 9420060","3290.14","506-806","광주광역시 광산구 송정동 840-31","광주광역시 광산구 송정로1번길 28, 2~9층 (송정동)","62430","아우라호텔","2026-01-23 14:42:24","U","2026-01-25 02:40:00","숙박업 기타","181044.653189323","182156.905631682","숙박업 기타","10","0","2","9","0","0","0","60","","","","","0","0","N",
"43","숙박업","03_11_03_P","4160000","4160000-214-2015-00006","2015-07-01","","03","폐업","02","폐업","2026-01-23","","","","","329.14","477-842","경기도 가평군 북면 백둔리 89","경기도 가평군 북면 백둔로133번길 12-11","12406","갈라펜션","2026-01-23 15:17:51","U","2026-01-25 02:40:00","숙박업(생활)","242839.765130074","488401.924773384","숙박업(생활)","3","0","1","3","0","0","0","10","","","","임대","0","1","N",
"44","숙박업","03_11_03_P","3740000","5610000-201-2001-00004","2001-11-22","","01","영업/정상","01","영업","","","","","031 2067744","762.28","443-814","경기도 수원시 영통구 영통동 1010-2","경기도 수원시 영통구 청명남로34번길 8 (영통동)","16705","케이스테이(KSTAY)","2026-01-23 09:19:23","U","2026-01-25 02:40:00","여관업","206664.780149925","416716.66530618","여관업","0","0","6","7","0","0","0","25","","","","","0","0","N",
"45","숙박업","03_11_03_P","3080000","3080000-201-1986-00065","1986-07-19","","01","영업/정상","01","영업","","","","","070 78359393","179.48","142-878","서울특별시 강북구 수유동 230-24","서울특별시 강북구 도봉로83길 11 (수유동)","01073","봄스테이","2026-01-23 13:22:51","U","2026-01-25 02:40:00","숙박업 기타","202036.250270393","459450.316267345","숙박업 기타","4","1","1","4","0","0","0","15","","","","","0","0","N",
"46","숙박업","03_11_03_P","3740000","3770000-214-2020-00006","2020-10-30","","01","영업/정상","01","영업","","","","","","285.12","442-420","경기도 수원시 팔달구 장안동 22-3","경기도 수원시 팔달구 정조로905번길 17, 1,2층 (장안동)","16252","더 여관(THE YOGWAN)","2026-01-23 15:36:24","U","2026-01-25 02:40:00","숙박업(생활)","201146.970164841","420644.739634291","숙박업(생활)","0","0","0","0","0","0","0","9","","","","","0","0","N",
"47","숙박업","03_11_03_P","4741000","4741000-214-2018-00004","2018-07-24","","01","영업/정상","01","영업","","","","","063 3227009","389.40","","전북특별자치도 무주군 무풍면 삼거리 127-11","전북특별자치도 무주군 무풍면 구천동로 289-4","55563","문리버","2026-01-23 13:21:49","U","2026-01-25 02:40:00","숙박업(생활)","274097.889592368","264909.858466085","숙박업(생활)","0","0","1","2","0","0","6","0","","","","자가","0","0","N",
"48","숙박업","03_11_03_P","5080000","5080000-201-2025-00001","2025-02-20","","01","영업/정상","01","영업","","","","","","0.00","730-925","경상북도 구미시 원평동 1070-4 1,2,3,4층","경상북도 구미시 산업로 276-4, 1,2,3,4층 (원평동)","39232","레지던스쉼그리고여유","2026-01-23 10:35:18","U","2026-01-25 02:40:00","일반호텔","321478.969407598","292326.556103493","일반호텔","0","0","0","0","0","0","0","22","","","","","0","0","N",
"49","숙박업","03_11_03_P","3930000","3930000-214-2023-00004","2023-12-07","","01","영업/정상","01","영업","","","","","02  516 3393","3984.36","425-110","경기도 안산시 단원구 성곡동 838-1 아티스큐브 1차","경기도 안산시 단원구 시화호수로 615, 아티스큐브 1차 일부(132실)호 (성곡동)","15656","큐브스테이Ⅰ","2026-01-23 09:19:50","U","2026-01-25 02:40:00","숙박업(생활)","176567.922859283","422434.224410867","숙박업(생활)","28","0","6","28","0","0","0","132","","","","","0","0","N",
"50","숙박업","03_11_03_P","3000000","3000000-201-2014-00001","2014-01-24","","01","영업/정상","01","영업","","","","","02  22728077","2556.61","110-420","서울특별시 종로구 관수동 107","서울특별시 종로구 수표로18길 26 (관수동)","03192","(주)호텔리안","2026-01-23 11:09:52","U","2026-01-25 02:40:00","일반호텔","199132.024742224","451873.15032812","일반호텔","10","1","10","0","1","0","0","59","","","","자가","0","0","N",
"51","숙박업","03_11_03_P","3000000","3000000-201-2014-00003","2014-07-21","","01","영업/정상","01","영업","","","","","02  742 8080","3923.57","110-450","서울특별시 종로구 원남동 25-2 메이플레이스호텔","서울특별시 종로구 율곡로 179, 메이플레이스호텔 (원남동)","03081","메이플레이스 호텔 서울 동대문","2026-01-23 11:07:40","U","2026-01-25 02:40:00","관광호텔","","","관광호텔","0","0","2","13","0","0","0","107","","","","자가","0","0","N",
"52","숙박업","03_11_03_P","3000000","3000000-201-2001-00378","2001-05-02","","01","영업/정상","01","영업","","","","","02 7419906","1468.00","110-350","서울특별시 종로구 운니동 37-2 호텔 담","서울특별시 종로구 율곡로6길 19, 호텔 담 (운니동)","03131","호텔담","2026-01-23 11:08:47","U","2026-01-25 02:40:00","여관업","199011.636567934","452680.721848361","여관업","0","0","1","5","0","0","0","40","","","","","0","0","N",
"53","숙박업","03_11_03_P","3510500","3510500-214-2023-00003","2023-10-24","","03","폐업","02","폐업","2026-01-23","","","","031 4481110","1654.25","","인천광역시 미추홀구 주안동 261-3 해경스테이-A동","인천광역시 미추홀구 주안로61번길 8-13, 해경스테이 A, B동 일부호 (주안동)","22132","해경스테이 A,B동","2026-01-23 11:04:13","U","2026-01-25 02:40:00","숙박업(생활)","171329.020083367","440337.391114614","숙박업(생활)","0","0","0","0","0","0","0","49","","","","","0","0","N",
"54","숙박업","03_11_03_P","3280000","3280000-214-2023-00001","2023-11-23","","01","영업/정상","01","영업","","","","","","960.33","606-080","부산광역시 영도구 동삼동 1180","부산광역시 영도구 동삼오션로 58 (동삼동)","49128","영도 엘스테이","2026-01-23 11:00:24","U","2026-01-25 02:40:00","숙박업(생활)","389962.574770815","176440.395548715","숙박업(생활)","0","0","3","12","0","0","0","26","","","","","0","0","N",
