"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"11","종합여행업","03_12_03_P","3000000","CDFI2260042018000030","2018-05-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 종로2가 8-4","서울특별시 종로구 종로 65, 4층 402-2호 (종로2가)","03164","컨텐츠월드(주)","2026-01-23 17:45:55","U","2026-01-25 02:40:00","","198572.839145325","452022.373156033","종합여행업","","","0","","","서울보증보험(85,000,000)","","0","0","0","0","Contentsworld Co., Ltd.","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","116310032","20250509","20260508","","0","",
"12","종합여행업","03_12_03_P","3180000","CDFI2260042015000006","2015-01-16","","01","영업/정상","13","영업중","","","","","","","150-817","서울특별시 영등포구 대림동 812-26","서울특별시 영등포구 대림로29길 35 (대림동)","07415","(주)천안문여행사","2026-01-23 15:21:24","U","2026-01-25 02:40:00","","190739.909297509","443567.01841175","종합여행업","","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","20260126","20270126","","0","",
"13","종합여행업","03_12_03_P","3030000","CDFI2260042007000001","2007-01-22","","03","폐업","03","폐업","2025-12-01","","","","","","","서울특별시 성동구 행당동 17","서울특별시 성동구 살곶이길 200 (행당동, 행원스퀘어)","04764","(주)인디고에스앤티","2026-01-23 09:13:25","U","2026-01-25 02:40:00","","203684.127182478","450698.570810848","종합여행업","","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","350000000","20190915","20200915","","0","",
"14","종합여행업","03_12_03_P","4490000","CDFI2260042023000006","2023-06-19","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 동남구 신부동 489-1","충청남도 천안시 동남구 신부12길 19, 201호 (신부동)","31124","(주)여행아놀자","2026-01-23 10:13:12","U","2026-01-25 02:40:00","","214231.247956309","368563.891273545","종합여행업","","일반상업지역","12","기타","","서울보증보험","근린생활시설","7","5","0","0","","","0","0","","0","0","","0","618.54","","0","","","","","","","50000000","20250307","20260306","","619","",
"15","종합여행업","03_12_03_P","3210000","CDFI2260042024000051","2013-01-28","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 1605-3","서울특별시 서초구 효령로 345, 2층 (서초동)","06643","주식회사 오늘이엔엠","2026-01-23 12:00:32","U","2026-01-25 02:40:00","","201846.586838152","442752.888685325","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","ONEUL E&M co.,Ltd","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","350000000","20241231","20261230","","0","",
"16","종합여행업","03_12_03_P","3600000","CDFI2260042010000001","2010-06-28","","02","휴업","02","휴업","","2026-01-01","2026-12-31","","062-384-1616","","502-827","광주광역시 서구 치평동 1238-1 대우디오빌 2402호","광주광역시 서구 시청로 41 (치평동,대우디오빌 2402호)","","(주)신바람투어","2026-01-23 15:59:21","U","2026-01-25 02:40:00","","186356.028750731","183675.445751289","종합여행업","","","0","","","한국관광협회중앙회 관광공제회","","0","0","0","0","","","0","0","","0","0","","0","53.39","","0","","","","","","","200000000","20240628","20250628","","53","",
"17","종합여행업","03_12_03_P","3940000","CDFI2260042026000003","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 행신동 757-2 행신프라자","경기도 고양시 덕양구 용현로 27, 행신프라자 407호 (행신동)","10526","더올투어 유한회사","2026-01-23 09:37:21","U","2026-01-25 02:40:00","","185418.618480147","456999.242969898","종합여행업","","","0","","","서울보증보험(오천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260122","20270121","","0","",
"18","종합여행업","03_12_03_P","3220000","CDFI2260042026000005","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 청담동 7-20 403호","서울특별시 강남구 삼성로 763, 403호 (청담동)","06063","주식회사 모아앤코국제여행사","2026-01-23 13:16:11","U","2026-01-25 02:40:00","","204144.399558744","446743.865278612","종합여행업","","","0","","","관광공제회(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","20260122","20270122","","0","",
"19","종합여행업","03_12_03_P","3220000","CDFI2260042026000010","2026-01-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 142-31 3~5층, 7~8층","서울특별시 강남구 선릉로92길 36, 3~5층, 7~8층 (삼성동)","06160","주식회사 팬딩","2026-01-23 13:13:24","U","2026-01-25 02:40:00","","204496.322721933","444864.380973407","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","20260119","20270118","105441000","20260119","20270118","","0","",
"20","종합여행업","03_12_03_P","3220000","CDFI2260042026000013","2026-01-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 대치동 1005-4 2층","서울특별시 강남구 영동대로76길 12, 2층 (대치동)","06176","주식회사 더휴식","2026-01-23 13:09:19","U","2026-01-25 02:40:00","","205770.336679183","444889.929792427","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","182007504","20260120","20270119","","0","",
"21","종합여행업","03_12_03_P","4291000","CDFI2260042026000001","2026-01-21","","01","영업/정상","13","영업중","","","","","033-591-7646","","","강원특별자치도 정선군 사북읍 사북리 369-14","강원특별자치도 정선군 사북읍 사북중앙로 29-2, 2층","26153","주식회사 해인","2026-01-23 11:12:04","U","2026-01-25 02:40:00","","361282.109476209","415467.909131661","종합여행업","","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","98","","0","","","","","","","50000000","","","","98","",
"22","종합여행업","03_12_03_P","3010000","CDFI2260042026000003","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 태평로1가 76-3 오양수산빌딩","서울특별시 중구 세종대로21길 49, 오양수산빌딩 603호 (태평로1가)","04519","주식회사 토토부킹재팬","2026-01-23 13:39:00","U","2026-01-25 02:40:00","","197792.860310492","451842.045761983","종합여행업","","","0","","","서울보증보험(오천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","210000000","20260114","20270113","","0","",
"23","종합여행업","03_12_03_P","5670000","CDFI2260042011000004","2011-08-25","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 마산합포구 월남동5가 4-1 204-1호","경상남도 창원시 마산합포구 해안대로 7, 2층 204-1호 (월남동5가)","51744","(주)월드투어","2026-01-23 16:12:06","U","2026-01-25 02:40:00","","342008.212233289","187957.576328377","종합여행업","","","4","","","경상남도관광협회","교육연구시설","4","0","0","0","","","0","0","","0","0","","0","48.6","","0","","","","","","","231885728","20260128","20270127","","49","",
"24","종합여행업","03_12_03_P","3220000","CDFI2260042021000049","2021-02-03","","01","영업/정상","13","영업중","","","","","02-3470-4574","","","서울특별시 강남구 삼성동 52-1","서울특별시 강남구 삼성로 648 (삼성동)","06084","(주)미래아이앤지","2026-01-23 15:56:58","U","2026-01-25 02:40:00","","204437.7","446211.640000001","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","MiraeING. Co., Ltd","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","0","20250206","20260202","","0","",
"25","종합여행업","03_12_03_P","4050000","CDFI2260042025000019","2025-12-29","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 보정동 1289-2 유청프라자","경기도 용인시 기흥구 용구대로2469번길 40, 유청프라자 502호 (보정동)","16905","주식회사 엘스타트레이딩","2026-01-23 15:25:59","U","2026-01-25 02:40:00","","209281.098162045","423155.367688944","종합여행업","","","0","","","서울보증","","0","0","0","0","Lstar trading Co. Ltd","General travel businss","0","0","","0","0","","0","0","","0","","","","","","","0","20260105","20270104","","0","",
"26","종합여행업","03_12_03_P","3230000","CDFI2260042025000025","2025-10-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 방이동 62-8 석정빌딩","서울특별시 송파구 오금로13길 9, 석정빌딩 5층 5633호 (방이동)","05548","주식회사 용유국제여행사","2026-01-23 16:46:39","U","2026-01-25 02:40:00","","209540.814362969","445695.46525298","종합여행업","","","0","","","서울보증보험(오천만원)","","0","0","0","0","Yongyu International Travel Agency Co., Ltd","2025. 10. 20.","0","0","","0","0","","0","3.3","","0","","","","","","","50000000","20251117","20261116","","3","",
"27","종합여행업","03_12_03_P","3160000","CDFI2260042023000003","2023-02-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 구로동 187-10 코오롱싸이언스밸리1차","서울특별시 구로구 디지털로34길 43, 코오롱싸이언스밸리1차 405-4224호 (구로동)","08378","(주)유니프렌즈","2026-01-23 15:32:59","U","2026-01-25 02:40:00","","190980.657371441","442547.689997913","종합여행업","","","0","","","서울특별시관광협회","","0","0","0","0","","","0","0","","0","0","","0","23.15","","0","","","","","","","50000000","20260222","20270222","","23","",
"28","종합여행업","03_12_03_P","3530000","CDFI2260042024000001","2024-01-31","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 구월동 277 인향콤비타워","인천광역시 남동구 인주대로 670, 인향콤비타워 801-2호 (구월동)","21578","주식회사 오성글로벌코리아","2026-01-23 11:16:28","U","2026-01-25 02:40:00","","174395.989951704","438585.512283829","종합여행업","","일반주거지역","0","기타","","서울보증보험","근린생활시설","0","0","0","0","OSUNG GLOBAL KOREA","a Comprehensive Travel Industry","0","0","","0","0","","0","273.9","","0","","","","","","","110000000","20260201","20270131","","274","",
"29","종합여행업","03_12_03_P","3220000","CDFI2260042009000005","2009-07-21","","01","영업/정상","13","영업중","","","","","512-2222","","135-897","서울특별시 강남구 신사동 657-37 성산빌딩 4층","서울특별시 강남구 도산대로53길 39, 4층 (신사동)","06018","(주)풍월당","2026-01-23 15:54:58","U","2026-01-25 02:40:00","","203369.422927296","447066.772854997","종합여행업","","","0","","","서울보증보험(6천5백만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","20250209","20260208","0","20250209","20260208","","0","",
"30","종합여행업","03_12_03_P","3220000","CDFI2260042006000006","2006-10-17","","01","영업/정상","13","영업중","","","","","02-3445-9670","","","서울특별시 강남구 논현동 226-5 3층","서울특별시 강남구 언주로115길 16, 3층 (논현동)","06107","(주)베니카","2026-01-23 16:00:32","U","2026-01-25 02:40:00","","203050.990292352","445318.667583941","종합여행업","","","0","","","서울보증보험(5천만)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20250118","20260117","","0","",
"31","종합여행업","03_12_03_P","3220000","CDFI2260042020000043","2008-04-07","","01","영업/정상","13","영업중","","","","","02-3780-7200","","","서울특별시 강남구 대치동 1008-1","서울특별시 강남구 영동대로 324, 203호 (대치동)","06177","(주)인터비즈투어","2026-01-23 15:52:31","U","2026-01-25 02:40:00","","205834.057580829","444596.716943335","종합여행업","","","0","","","서울보증보험(6천5백만원)","","0","0","0","0","INTERBIZTOUR Co., Ltd.","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","0","20250227","20260226","","0","",
"32","종합여행업","03_12_03_P","4440000","CDFI2260042018000001","2018-01-22","","01","영업/정상","13","영업중","","","","","043-745-0075","","","충청북도 영동군 영동읍 계산리 669-20","충청북도 영동군 영동읍 계산로 34-2, 3층","29144","(주)대교여행사","2026-01-23 14:14:52","U","2026-01-25 02:40:00","","270152.091654858","297262.685907927","종합여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20250122","20260121","","0","",
"33","종합여행업","03_12_03_P","3210000","CDFI2260042025000015","2024-01-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 1435-17","서울특별시 서초구 남부순환로337가길 71 (서초동)","06723","마인즈그라운드 주식회사","2026-01-23 09:00:40","U","2026-01-25 02:40:00","","202113.831323632","442552.003028063","종합여행업","","","0","","","서울보증보험(5천만원)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20250112","20270111","","0","",
"34","종합여행업","03_12_03_P","5670000","CDFI2260042023000011","2023-11-16","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 의창구 사림동 166-2","경상남도 창원시 의창구 용동로83번안길 33, 1층 105호 (사림동)","51139","VIP 뷰티관광여행사","2026-01-23 13:32:18","U","2026-01-25 02:40:00","","354709.801629961","194649.299011974","종합여행업","","","0","","","서울보증보험주식회사","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","37.84","","0","","","","","","","50000000","20260121","20260720","","38","",
"35","종합여행업","03_12_03_P","3160000","CDFI2260042025000003","2025-01-23","","01","영업/정상","13","영업중","","","","","02-318-1664","","","서울특별시 구로구 구로동 614-50 구로 대명벨리온 지식산업센터","서울특별시 구로구 경인로53가길 10, 구로 대명벨리온 지식산업센터 1304호 (구로동)","08214","(주)로망스투어","2026-01-23 13:23:37","U","2026-01-25 02:40:00","","188832.235054987","444554.302462386","종합여행업","","","0","","","한국관광협회","","0","0","0","0","","","0","0","","0","0","","0","88","","0","","","","","20260124","20270124","50000000","20260124","20270124","","88","",
