"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","휴게실면적","사무실면적","탈의실면적","회원모집총인원","세부업종명","법인명",
"11","체력단련장업","10_42_01_P","4191000","CDFH3301062026000001","2026-01-19","","01","영업/정상","13","영업중","","","","","","248.99","","강원특별자치도 원주시 반곡동 1967-2 3층","강원특별자치도 원주시 봉황2길 17, 3층 (반곡동)","26463","해피짐 헬스&PT 원주 혁신점","2026-01-23 16:37:00","U","2026-01-25 02:40:00","","287785.382165369","425949.872084994","체력단련장업","사립","","1","0","1243.91","0","0","0","0","","",
"12","체력단련장업","10_42_01_P","3720000","CDFH3301062026000002","2026-01-19","","01","영업/정상","13","영업중","","","","","","292.32","","울산광역시 북구 화봉동 1486 울산송정 LH2단지","울산광역시 북구 박상진2로 82 (화봉동, 울산송정 LH2단지)","44236","아지트짐","2026-01-23 09:26:08","U","2026-01-25 02:40:00","","414107.447874543","235506.458048583","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"13","체력단련장업","10_42_01_P","3720000","CDFH3301062026000003","2026-01-20","","01","영업/정상","13","영업중","","","","","","294.71","","울산광역시 북구 화봉동 1491-2 울산송정엘에이치1단지","울산광역시 북구 박상진4로 56 (화봉동, 울산송정엘에이치1단지)","44236","아지트짐 송정점1","2026-01-23 09:26:27","U","2026-01-25 02:40:00","","414507.814094268","235916.266418879","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"14","체력단련장업","10_42_01_P","3040000","CDFH3301062024000006","2024-04-04","","03","폐업","03","폐업","2026-01-23","","","","0260325516","143.6","","서울특별시 광진구 군자동 2-2 동산빌딩","서울특별시 광진구 능동로 271, 동산빌딩 3층 (군자동)","04997","언제나 바디 습관 PT","2026-01-23 16:52:55","U","2026-01-25 02:40:00","","206785.674486245","450223.796869565","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"15","체력단련장업","10_42_01_P","3940000","CDFH3301062020000015","2020-10-08","","01","영업/정상","13","영업중","","","","","","292.8","","경기도 고양시 일산동구 마두동 798-3 금강프라자","경기도 고양시 일산동구 중앙로 1194, 금강프라자 501호 (마두동)","10414","더핏퍼스널트레이닝 PT&재활 마두점","2026-01-23 10:49:13","U","2026-01-25 02:40:00","","180280.480318551","461266.001561344","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"16","체력단련장업","10_42_01_P","3690000","CDFH3301062025000003","2025-06-25","","03","폐업","03","폐업","2026-01-21","","","","","","","울산광역시 중구 우정동 512-5 우정혁신타워 5층","울산광역시 중구 종가6길 21, 우정혁신타워 5층 503호,504호,505호,506호,507호,508호 (우정동)","44542","체크피트니스","2026-01-23 09:50:53","U","2026-01-25 02:40:00","","409544.673201307","231682.226849623","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"17","체력단련장업","10_42_01_P","3940000","CDFH3301062021000011","2021-04-09","","04","취소/말소/만료/정지/중지","35","직권말소","2026-01-23","","","","","206.32","","경기도 고양시 일산동구 장항동 864 메트로골드 301호","경기도 고양시 일산동구 중앙로1261번길 61, 메트로골드 301호 (장항동)","10402","운동을 하다","2026-01-23 15:16:34","U","2026-01-25 02:40:00","","179657.839433967","461692.079607674","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"18","체력단련장업","10_42_01_P","3180000","CDFH3301062021000006","2021-03-17","","01","영업/정상","13","영업중","","","","","02-3667-9977","495","","서울특별시 영등포구 문래동3가 55-3 홈플러스","서울특별시 영등포구 당산로 42, 홈플러스 지하 2층 (문래동3가)","07297","헬스보이짐 문래역점","2026-01-23 14:04:53","U","2026-01-25 02:40:00","","190729.506453391","446227.07504062","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"19","체력단련장업","10_42_01_P","3150000","CDFH3301062016000002","2016-03-10","","01","영업/정상","13","영업중","","","","","2668-3007","85","","서울특별시 강서구 염창동 282-26 3층","서울특별시 강서구 공항대로 621, 3층 (염창동)","07558","리얼코치PT 염창역점","2026-01-23 09:04:23","U","2026-01-25 02:40:00","","188783.060728518","449449.350136307","체력단련장업","사립","","1","1","717.57","0","0","0","0","","",
"20","체력단련장업","10_42_01_P","4950000","CDFH3301062022000003","2022-08-22","","01","영업/정상","13","영업중","","","","","061-801-7773","433.58","","전라남도 무안군 삼향읍 남악리 2276 상가동 201-1호","전라남도 무안군 삼향읍 남악2로22번길 30-33, 남악신도시 중흥에스클래스 퍼스트뷰 상가동 2층 201-1호","58567","중흥토건(주) 어뮤즈스파 남악점","2026-01-23 09:18:58","U","2026-01-25 02:40:00","","150462.084851778","145395.43976799","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"21","체력단련장업","10_42_01_P","4520000","CDFH3301062017000005","2017-08-24","","03","폐업","03","폐업","2025-10-21","","","","","506","","충청남도 아산시 탕정면 명암리 923-3","충청남도 아산시 탕정면 탕정면로8번길 92, 2층, 4층","31456","번 피트니스","2026-01-23 21:18:05","U","2026-01-25 02:40:00","","205501.282509465","366353.170834594","체력단련장업","사립","","1","0","1144.5","0","0","0","0","","",
