"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"21","미용업","05_18_01_P","4820000","4820000-211-2026-00002","2026-01-23","","01","영업/정상","01","영업","","","","","","69.64","540-954","전라남도 순천시 연향동 1365-10","전라남도 순천시 연향번영3길 10, 1층 (연향동)","57979","초이헤어","2026-01-23 16:06:22","I","2026-01-25 00:20:02","일반미용업","247172.14410355","160891.734856635","일반미용업","2","0","1","0","0","0","3","","","","","0","0","0","N",
"22","미용업","05_18_01_P","4820000","4820000-212-2026-00002","2026-01-23","","01","영업/정상","01","영업","","","","","","35.49","540-855","전라남도 순천시 해룡면 상삼리 632-1","전라남도 순천시 해룡면 기적의도서관1길 83, 1층","57982","무브브로우","2026-01-23 16:53:27","I","2026-01-25 00:20:02","피부미용업","248004.160650623","161279.882672203","피부미용업","3","0","1","0","0","0","0","","","","","0","0","1","N",
"23","미용업","05_18_01_P","3320000","3320000-220-2026-00001","2026-01-23","","01","영업/정상","01","영업","","","","","","73.50","616-822","부산광역시 북구 덕천동 420-3","부산광역시 북구 의성로115번길 68, 1층 (덕천동)","46574","희꽃뷰티","2026-01-23 09:26:57","I","2026-01-25 00:20:02","메이크업업","383377.128431346","192064.797866162","일반미용업, 화장ㆍ분장 미용업","0","0","1","1","0","0","2","","","","","0","0","2","N",
"24","미용업","05_18_01_P","3560000","3560000-211-2026-00010","2026-01-23","","01","영업/정상","01","영업","","","","","","24.10","404-824","인천광역시 서구 석남동 473-30 1층 일부호","인천광역시 서구 서달로137번길 12-13, 1층 일부호 (석남동)","22800","다온 염색방","2026-01-23 11:55:31","I","2026-01-25 00:20:02","일반미용업","171401.636741279","445512.001395458","일반미용업","0","0","0","0","0","0","5","","","","","0","0","0","N",
"25","미용업","05_18_01_P","3560000","3560000-222-2026-00002","2026-01-23","","01","영업/정상","01","영업","","","","","","34.88","404-230","인천광역시 서구 가정동 0 벨라미 루원 7층 713호","인천광역시 서구 염곡로464번길 30, 벨라미 루원 7층 713호 (가정동)","22883","NAILY(네일리)","2026-01-23 11:31:53","I","2026-01-25 00:20:02","네일아트업","","","네일미용업, 화장ㆍ분장 미용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"26","미용업","05_18_01_P","3620000","3620000-211-2026-00001","2026-01-23","","01","영업/정상","01","영업","","","","","","30.42","500-803","광주광역시 북구 동림동 234 죽림마을주공아파트 1층 상가동 102호","광주광역시 북구 유림로160번길 1, 죽림마을주공아파트 상가동동 1층 102호 (동림동)","61269","그날,헤어","2026-01-23 17:34:42","I","2026-01-25 00:20:02","일반미용업","187699.095922745","186451.65599461","일반미용업","0","0","1","0","0","0","3","","","","","0","0","0","N",
"27","미용업","05_18_01_P","3620000","3620000-215-2026-00002","2026-01-23","","01","영업/정상","01","영업","","","","","062 5733592","38.16","500-896","광주광역시 북구 양산동 921 1층","광주광역시 북구 양산택지로34번길 23-1, 1층 (양산동)","61072","율리스네일 양산점","2026-01-23 17:35:05","I","2026-01-25 00:20:02","네일아트업","189146.200923023","190023.50042286","네일미용업","0","0","1","0","0","0","5","","","","","0","0","0","N",
"28","미용업","05_18_01_P","5310000","5310000-211-2026-00002","2026-01-23","","01","영업/정상","01","영업","","","","","","51.98","660-031","경상남도 진주시 충무공동 240-4","경상남도 진주시 충의로89번길 33-9, 103호 (충무공동)","52853","윤헤어","2026-01-23 15:39:46","I","2026-01-25 00:20:02","일반미용업","305069.290367096","187090.729275857","일반미용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"29","미용업","05_18_01_P","5670000","5670156-212-2026-00002","2026-01-23","","01","영업/정상","01","영업","","","","","","30.45","631-860","경상남도 창원시 마산합포구 오동동 227-3","경상남도 창원시 마산합포구 합포로 75, 2층 (오동동)","51728","스킨비윤(Skin B yoon)","2026-01-23 10:39:49","I","2026-01-25 00:20:02","피부미용업","343722.065920097","190783.599210498","피부미용업","0","0","2","2","0","0","2","","","","","1","0","2","N",
"30","미용업","05_18_01_P","3400000","3400000-215-2026-00002","2026-01-23","","01","영업/정상","01","영업","","","","","","45.99","","부산광역시 기장군 일광읍 삼성리 781-5","부산광역시 기장군 일광읍 해빛로 39-8, 5층 502호","46048","연하뷰티네일","2026-01-23 14:35:57","I","2026-01-25 00:20:02","네일아트업","402256.108244782","198622.965971388","네일미용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"31","미용업","05_18_01_P","3430000","3430000-212-2026-00001","2026-01-23","","01","영업/정상","01","영업","","","","","","0.00","703-846","대구광역시 서구 평리동 1202-32","대구광역시 서구 평리로73길 21-55, 1층 101호 (평리동)","41831","나온뷰티","2026-01-23 11:21:12","I","2026-01-25 00:20:02","피부미용업","340921.645768138","264112.069130173","피부미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"32","미용업","05_18_01_P","3820000","3820000-211-2026-00003","2026-01-23","","01","영업/정상","01","영업","","","","","","20.00","480-842","경기도 의정부시 의정부동 153-5","경기도 의정부시 태평로 119, 1층 (의정부동)","11692","민아헤어","2026-01-23 11:47:03","I","2026-01-25 00:20:02","일반미용업","204453.729228333","471192.484205693","일반미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"33","미용업","05_18_01_P","3820000","3820000-213-2026-00005","2026-01-23","","01","영업/정상","01","영업","","","","","","43.00","480-828","경기도 의정부시 신곡동 73-28","경기도 의정부시 추동로124번길 22, 1층 101호 (신곡동)","11779","컬러인유","2026-01-23 17:40:54","I","2026-01-25 00:20:02","메이크업업","205923.931373142","471583.482922858","종합미용업","0","0","0","0","0","0","1","","","","","0","0","0","N",
"34","미용업","05_18_01_P","3700000","3700000-211-2026-00007","2026-01-23","","01","영업/정상","01","영업","","","","","","0.00","680-808","울산광역시 남구 무거동 629-12","울산광역시 남구 대학로84번길 9, 1층 (무거동)","44611","뮤토(MUTO)","2026-01-23 16:20:37","I","2026-01-25 00:20:02","일반미용업","404956.9454991","229295.729320637","일반미용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"35","미용업","05_18_01_P","3700000","3700000-215-2026-00005","2026-01-23","","01","영업/정상","01","영업","","","","","","0.00","680-808","울산광역시 남구 무거동 629-12","울산광역시 남구 대학로84번길 9, 1층 (무거동)","44611","뮤토(MUTO)","2026-01-23 16:24:30","I","2026-01-25 00:20:02","네일아트업","404956.9454991","229295.729320637","네일미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"36","미용업","05_18_01_P","3670000","3670000-211-2026-00005","2026-01-23","","01","영업/정상","01","영업","","","","","","0.00","305-363","대전광역시 유성구 용계동 664-4 스타타워 지상1층 114호","대전광역시 유성구 도안북로 85-31, 스타타워 지상1층 114호 (용계동)","34218","키주헤어(KIJU HAIR)","2026-01-23 14:47:56","I","2026-01-25 00:20:02","일반미용업","230235.510209816","314591.588083555","일반미용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"37","미용업","05_18_01_P","4010000","4010000-215-2026-00003","2026-01-23","","01","영업/정상","01","영업","","","","","","48.72","","경기도 시흥시 배곧동 234 배곧헤리움 어반크로스 1차","경기도 시흥시 서울대학로264번길 74, 배곧헤리움 어반크로스 1차 A동 104호 (배곧동)","15011","여움네일","2026-01-23 11:03:46","I","2026-01-25 00:20:02","네일아트업","175876.618141801","429375.168895899","네일미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"38","미용업","05_18_01_P","3370000","3370000-212-2026-00004","2026-01-23","","01","영업/정상","01","영업","","","","","","10.00","611-801","부산광역시 연제구 거제동 41-13","부산광역시 연제구 거제천로 105-1, 3층 일부호 (거제동)","47543","한즈에스테틱","2026-01-23 11:42:31","I","2026-01-25 00:20:02","피부미용업","388852.742452583","189124.959880928","피부미용업","0","0","3","0","0","0","0","","","","","0","0","1","N",
"39","미용업","05_18_01_P","3350000","3350000-213-2026-00004","2026-01-23","","01","영업/정상","01","영업","","","","","","146.35","609-839","부산광역시 금정구 장전동 299-39 경은빌딩","부산광역시 금정구 금정로60번길 26, 경은빌딩 3층 (장전동)","46292","헤이쥬","2026-01-23 11:00:17","I","2026-01-25 00:20:02","메이크업업","389984.644039381","194242.5971358","종합미용업","0","0","3","3","0","0","8","","","","","0","0","3","N",
"40","미용업","05_18_01_P","4040000","4040000-213-2026-00004","2026-01-23","","01","영업/정상","01","영업","","","","","","55.21","465-150","경기도 하남시 망월동 1125 미사역 파라곤 스퀘어","경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 지하1층 B202호 (망월동)","12912","리타임뷰티 하남미사점","2026-01-23 10:24:23","I","2026-01-25 00:20:02","피부미용업","217057.174856799","451355.879802577","종합미용업","0","0","0","0","0","0","0","","","","","0","0","3","N",
"41","미용업","05_18_01_P","3130000","3130000-211-2026-00010","2026-01-23","","01","영업/정상","01","영업","","","","","","35.00","121-846","서울특별시 마포구 성산동 209-1","서울특별시 마포구 월드컵북로 78, 1층 (성산동)","03978","예지헤어 오땡큐","2026-01-23 13:47:36","I","2026-01-25 00:20:02","일반미용업","192513.961688702","450966.302367257","일반미용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"42","미용업","05_18_01_P","3020000","3020000-213-2026-00001","2026-01-23","","01","영업/정상","01","영업","","","","","","14.83","140-013","서울특별시 용산구 한강로3가 98","서울특별시 용산구 서빙고로 17, 센트럴파크 몰동 B119호 (한강로3가)","04387","에뜨무아(ettemuah)","2026-01-23 15:48:24","I","2026-01-25 00:20:02","메이크업업","197056.728931087","447077.126289262","종합미용업","0","0","0","0","0","0","3","","","","임대","0","0","1","N",
"43","미용업","05_18_01_P","4751000","4751000-211-2026-00001","2026-01-23","","01","영업/정상","01","영업","","","","","","30.00","","전북특별자치도 장수군 번암면 노단리 1192-3","전북특별자치도 장수군 번암면 장수로 491","55659","준헤어","2026-01-23 16:20:42","I","2026-01-25 00:20:02","일반미용업","249260.571352829","225993.00372233","일반미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"44","미용업","05_18_01_P","4201000","4201000-213-2026-00004","2026-01-23","","01","영업/정상","01","영업","","","","","","29.00","","강원특별자치도 강릉시 포남동 1187-16","강원특별자치도 강릉시 하평길 50, 1층 (포남동)","25568","메종드네일","2026-01-23 17:21:47","I","2026-01-25 00:20:02","네일아트업","368574.931300053","475882.754224347","종합미용업","0","0","0","0","0","0","1","","","","","0","0","0","N",
"45","미용업","05_18_01_P","3990000","3990000-213-2026-00005","2026-01-23","","01","영업/정상","01","영업","","","","","","39.78","472-501","경기도 남양주시 별내동 823-2 미래타워 502호","경기도 남양주시 덕송2로 70-9, 미래타워 502호 (별내동)","12097","더 블랜크","2026-01-23 16:54:14","I","2026-01-25 00:20:02","메이크업업","210396.174605099","462826.523405145","종합미용업","5","0","0","0","0","0","2","","","","임대","0","0","0","N",
"46","미용업","05_18_01_P","4060000","4060000-215-2026-00004","2026-01-23","","01","영업/정상","01","영업","","","","","","25.77","413-190","경기도 파주시 와동동 1431","경기도 파주시 경의로 1224, 운정역 HB하우스토리시티 2층 209호 (와동동)","10896","아밍네일","2026-01-23 15:35:32","I","2026-01-25 00:20:02","네일아트업","178897.875124101","469367.729588471","네일미용업","18","6","2","2","0","0","2","","","","","0","0","0","N",
"47","미용업","05_18_01_P","4060000","4060000-219-2026-00001","2026-01-23","","01","영업/정상","01","영업","","","","","","32.80","413-100","경기도 파주시 동패동 2119 파주운정신도시 디에트르 더 퍼스트","경기도 파주시 초롱꽃로 130, 상가A동 203호 (동패동, 파주운정신도시 디에트르 더 퍼스트)","10888","로미뷰티","2026-01-23 10:59:32","I","2026-01-25 00:20:02","메이크업업","175194.002831386","467670.957273116","화장ㆍ분장 미용업","2","0","2","2","0","0","2","","","","","0","0","2","N",
"48","미용업","05_18_01_P","3200000","3200000-215-2026-00004","2026-01-23","","01","영업/정상","01","영업","","","","","","120.43","151-848","서울특별시 관악구 봉천동 853-3","서울특별시 관악구 남부순환로224길 5, 2층 201호 (봉천동)","08788","마루이네일 서울대입구역점","2026-01-23 14:46:40","I","2026-01-25 00:20:02","네일아트업","195815.52148014","442043.984868538","네일미용업","0","0","2","0","0","0","16","","","","임대","0","0","0","N",
"49","미용업","05_18_01_P","3250000","3250000-212-2018-00004","2018-03-16","","01","영업/정상","01","영업","","","","","","29.76","600-061","부산광역시 중구 신창동1가 35-4","부산광역시 중구 광복중앙로33번길 11-1, 3층 (신창동1가)","48947","더챠밍","2026-01-23 00:00:00","D","2026-01-25 02:30:00","피부미용업","384995.947999359","179998.596382734","피부미용업","3","0","3","3","0","0","1","","","","","0","0","1","N",
"50","미용업","05_18_01_P","3910000","3910038-211-2015-00012","2015-01-08","","01","영업/정상","01","영업","","","","","","33.82","","경기도 평택시 청북읍 옥길리 1159-2 골드테라스Ⅱ, 101호","경기도 평택시 청북읍 안청로2길 33-70, 골드테라스Ⅱ 101호","17808","수련헤어","2026-01-23 17:24:30","U","2026-01-25 02:40:00","일반미용업","192496.380201533","390740.255328728","일반미용업","5","2","1","1","0","0","3","","","","","0","0","0","N",
"51","미용업","05_18_01_P","6510000","6510000-211-2018-00059","2018-11-13","","03","폐업","02","폐업","2026-01-23","","","","","60.21","690-834","제주특별자치도 제주시 일도이동 1029-55","제주특별자치도 제주시 신선동길 1 (일도이동)","63268","헤어달로스","2026-01-23 16:20:15","U","2026-01-25 02:40:00","일반미용업","156444.050053415","1485.89335884379","일반미용업","0","0","1","1","0","0","3","","","","","0","0","0","N",
"52","미용업","05_18_01_P","3780000","3810000-218-2019-00006","2019-04-04","","03","폐업","02","폐업","2026-01-23","","","","","11.12","463-864","경기도 성남시 분당구 수내동 63-2 동신코아빌딩","경기도 성남시 분당구 돌마로 361, 동신코아빌딩 1층 일부(17호)호 (수내동)","13599","연두","2026-01-23 13:14:56","U","2026-01-25 02:40:00","네일아트업","210818.818495558","429844.390589942","피부미용업, 네일미용업","0","0","0","0","0","0","2","","","","","0","0","1","N",
"53","미용업","05_18_01_P","3220000","3220000-211-2023-00061","2023-07-31","","01","영업/정상","01","영업","","","","","","99.36","135-846","서울특별시 강남구 대치동 945-20 대치3차아이파크 오피스텔","서울특별시 강남구 영동대로85길 20, 대치3차아이파크 오피스텔 3층 304호,305호 (대치동)","06181","살롱드프레","2026-01-23 17:23:34","U","2026-01-25 02:40:00","일반미용업","205396.486468555","444983.028567001","일반미용업","0","0","3","3","0","0","1","","","","임대","0","0","6","N",
"54","미용업","05_18_01_P","3290000","3290000-204-2009-00036","2009-07-22","","03","폐업","02","폐업","2026-01-23","","","","051 893 5825","39.65","614-813","부산광역시 부산진구 개금동 171-23","부산광역시 부산진구 냉정로 219 (개금동, 2층)","47328","헤나헤어샵","2026-01-23 15:57:36","U","2026-01-25 02:40:00","일반미용업","384342.209923343","185428.433925698","미용업","3","1","2","2","0","0","4","","","","임대","0","0","0","N",
"55","미용업","05_18_01_P","4520000","4520000-211-2015-00032","2015-10-19","","03","폐업","02","폐업","2026-01-23","","","","041 534 5541","31.95","336-851","충청남도 아산시 배방읍 갈매리 510 배방자이1차아파트 상가동 103호","충청남도 아산시 배방읍 봉강천로 175, 상가동 1층 103호 (배방자이1차아파트)","31495","꼬모스헤어","2026-01-23 09:17:03","U","2026-01-25 02:40:00","일반미용업","207555.026515975","362893.130139267","일반미용업","0","0","1","1","0","0","3","","","","","0","0","0","N",
"56","미용업","05_18_01_P","3980000","3980000-213-2023-00012","2023-06-12","","01","영업/정상","01","영업","","","","","","24.00","471-833","경기도 구리시 인창동 450-3","경기도 구리시 동구릉로 149, 1층 2호 (인창동)","11914","마스터 테라피","2026-01-23 17:08:03","U","2026-01-25 02:40:00","피부미용업","212081.201795037","456643.124468164","종합미용업","0","0","0","0","0","0","1","","","","","0","0","1","N",
"57","미용업","05_18_01_P","4191000","4191000-219-2023-00001","2023-01-17","","01","영업/정상","01","영업","","","","","","18.16","","강원특별자치도 원주시 단구동 851-47","강원특별자치도 원주시 우러리길 17, 3층 303호 (단구동)","26400","이토록뷰티","2026-01-23 17:27:52","U","2026-01-25 02:40:00","메이크업업","284747.517401749","424024.033507137","화장ㆍ분장 미용업","5","0","3","3","0","0","0","","","","","0","0","1","N",
"58","미용업","05_18_01_P","3390000","3390000-211-2006-00016","2006-09-25","","01","영업/정상","01","영업","","","","","051 3265354","39.60","617-836","부산광역시 사상구 주례동 965-11","부산광역시 사상구 백양대로 504, 1층 (주례동)","46993","S.young","2026-01-23 16:44:53","U","2026-01-25 02:40:00","일반미용업","381930.533936544","185732.131500795","일반미용업","0","0","1","1","0","0","2","","","","","0","0","0","N",
"59","미용업","05_18_01_P","5670000","5670184-204-1985-00009","1985-05-24","","03","폐업","02","폐업","2026-01-23","","","","292-1876","39.44","630-818","경상남도 창원시 마산회원구 합성동 146-26","경상남도 창원시 마산회원구 합성동7길 19 (합성동)","51355","성모","2026-01-23 17:40:56","U","2026-01-25 02:40:00","일반미용업","344554.364002959","194897.157625046","미용업","0","0","0","0","0","0","5","","","","","0","0","0","N",
"60","미용업","05_18_01_P","5670000","5670140-213-2020-00009","2020-10-21","","01","영업/정상","01","영업","","","","","","68.54","642-832","경상남도 창원시 성산구 상남동 1-4 세인프라자 401호","경상남도 창원시 성산구 원이대로 654, 세인프라자 4층 401호 (상남동)","51495","다룸스튜디오","2026-01-23 17:24:24","U","2026-01-25 02:40:00","메이크업업","353325.391044735","192978.589868533","종합미용업","0","0","0","0","0","0","5","","","","","0","0","0","N",
"61","미용업","05_18_01_P","3520000","3520000-211-2006-00002","2006-05-30","","01","영업/정상","01","영업","","","","","032 8512326","186.48","406-081","인천광역시 연수구 송도동 3-4 센터프라자 202호","인천광역시 연수구 신송로 121 (송도동,센터프라자 202호)","21995","박승철헤어스투디오","2026-01-23 17:43:58","U","2026-01-25 02:40:00","일반미용업","169103.386186776","432640.070759202","일반미용업","0","0","2","2","","","13","","","","","","","","N",
