"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"11","건물위생관리업","09_30_04_P","4781000","4781000-206-2026-00001","2026-01-23","","01","영업/정상","01","영업","","","","","063 561 4054","22.70","","전북특별자치도 고창군 흥덕면 오호리 734-2","전북특별자치도 고창군 흥덕면 선운대로 3619-79","56413","주식회사 케이제이산업","2026-01-23 14:50:09","I","2026-01-25 00:20:02","건물위생관리업","171989.973685285","224093.244002575","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"12","건물위생관리업","09_30_04_P","5600000","5600000-206-2026-00002","2026-01-23","","01","영업/정상","01","영업","","","","","","30.40","487-899","경기도 포천시 영북면 자일리 1025-12","경기도 포천시 영북면 북원로 254-15, 1층","11102","본연","2026-01-23 15:37:41","I","2026-01-25 00:20:02","건물위생관리업","223756.230178648","513270.9785101","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"13","건물위생관리업","09_30_04_P","4090000","4090000-206-2026-00005","2026-01-23","","01","영업/정상","01","영업","","","","","","6.60","415-803","경기도 김포시 사우동 924 제우스프라자","경기도 김포시 김포대로 841, 제우스프라자 506-10호 (사우동)","10110","한결워크","2026-01-23 16:17:06","I","2026-01-25 00:20:02","건물위생관리업 기타","175213.489887007","457502.464191452","건물위생관리업 기타","0","0","0","0","0","0","","","","임대","0","0","N",
"14","건물위생관리업","09_30_04_P","5110000","5110000-206-2018-00002","2018-02-19","","01","영업/정상","01","영업","","","","","","39.60","742-070","경상북도 상주시 냉림동 251-10","경상북도 상주시 상산새싹길 46 (냉림동)","37179","에코클린시스템","2026-01-23 10:45:30","U","2026-01-25 02:40:00","건물위생관리업","304056.353389204","325069.999211154","건물위생관리업","4","0","1","1","0","0","","","","임대","0","1","N",
"15","건물위생관리업","09_30_04_P","3740000","3750000-206-2006-00001","2006-01-11","","03","폐업","02","폐업","2026-01-23","","","","031 2511265","18.13","440-849","경기도 수원시 장안구 조원동 763-21 401-1호","경기도 수원시 장안구 경수대로 862 (조원동,401-1호)","16286","삼도개발(주)","2026-01-23 14:13:55","U","2026-01-25 02:40:00","건물위생관리업","201172.470095989","421758.923349853","건물위생관리업","0","0","4","4","0","0","","","","","0","0","N",
"16","건물위생관리업","09_30_04_P","4800000","4800000-206-2019-00013","2019-11-12","","01","영업/정상","01","영업","","","","","","52.80","530-410","전라남도 목포시 대양동 317-1","전라남도 목포시 대박길 118-5, 1동 1층 (대양동)","58603","주식회사동일건설","2026-01-23 10:28:23","U","2026-01-25 02:40:00","건물위생관리업","146512.26487019","149164.43492115","건물위생관리업","0","0","","","","","","","","","0","0","N",
"17","건물위생관리업","09_30_04_P","5690000","5690000-206-2022-00004","2022-01-25","","01","영업/정상","01","영업","","","","","044 866 3112","4.00","339-862","세종특별자치시 연동면 응암리 55-7","세종특별자치시 연동면 높은정이길 13, 2층 202호","30067","토평건설","2026-01-23 11:10:52","U","2026-01-25 02:40:00","건물위생관리업","230614.109996974","339700.678645847","건물위생관리업","2","0","0","0","0","0","","","","","0","0","N",
"18","건물위생관리업","09_30_04_P","4050000","5620000-206-2026-00001","2026-01-19","","01","영업/정상","01","영업","","","","","","28.00","449-050","경기도 용인시 처인구 운학동 200-9","경기도 용인시 처인구 동부로 511-1, 1층 일부 (운학동)","17141","주식회사 패시브","2026-01-23 17:56:17","U","2026-01-25 02:40:00","건물위생관리업","222064.727840854","411011.703743929","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"19","건물위생관리업","09_30_04_P","3540000","3540000-206-2026-00001","2026-01-06","","01","영업/정상","01","영업","","","","","","28.13","403-849","인천광역시 부평구 십정동 489-6 1층 일부호","인천광역시 부평구 동암남로27번길 24, 1층 일부호 (십정동)","21438","청명클린텍","2026-01-23 17:10:56","U","2026-01-25 02:40:00","건물위생관리업","173957.201745718","441100.216130858","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"20","건물위생관리업","09_30_04_P","3680000","3680000-206-2026-00001","2026-01-08","","01","영업/정상","01","영업","","","","","042 7214272","40.00","306-819","대전광역시 대덕구 오정동 448-3 A동 201호","대전광역시 대덕구 대전로 1062, 2층 (오정동)","34433","그라운드코퍼레이션 주식회사","2026-01-23 13:46:17","U","2026-01-25 02:40:00","건물위생관리업","237292.882626145","316556.777864377","건물위생관리업","3","1","2","2","0","0","","","","임대","0","0","N",
"21","건물위생관리업","09_30_04_P","3700000","3700000-206-2023-00004","2023-04-05","","03","폐업","02","폐업","2026-01-23","","","","052 2238888","77.44","680-808","울산광역시 남구 무거동 622-9","울산광역시 남구 대학로 54, 2층 (무거동)","44611","원인력개발공사","2026-01-23 17:15:34","U","2026-01-25 02:40:00","건물위생관리업","404699.00768621","229049.87998848","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"22","건물위생관리업","09_30_04_P","3980000","3980000-206-2008-00002","2008-01-29","","01","영업/정상","01","영업","","","","","","89.10","471-829","경기도 구리시 인창동 127 농수산물도매시장 청과물동2층 52209호","경기도 구리시 동구릉로136번길 90 (인창동, 농수산물도매시장 청과물동2층 52209호)","11916","(주)맑은누리","2026-01-23 17:47:14","U","2026-01-25 02:40:00","건물위생관리업","212725.75420124","456631.757271041","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"23","건물위생관리업","09_30_04_P","5710000","5730000-206-2025-00014","2025-11-06","","01","영업/정상","01","영업","","","","","","18.00","361-801","충청북도 청주시 흥덕구 가경동 1416 청주센트럴시티(터미널복합)","충청북도 청주시 흥덕구 2순환로 1225, 청주센트럴시티(터미널복합) 3층 일부호 (가경동)","28396","(주)고감씨엠","2026-01-23 14:56:26","U","2026-01-25 02:40:00","건물위생관리업","238449.433440246","347396.698510935","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"24","건물위생관리업","09_30_04_P","3700000","3700000-206-2023-00002","2023-02-02","","03","폐업","02","폐업","2026-01-23","","","","0522570547","90.97","680-819","울산광역시 남구 선암동 592-16 인하엔지니어링","울산광역시 남구 두왕로22번길 9-16, 인하엔지니어링 1층 (선암동)","44774","인하엔지니어링(주)","2026-01-23 17:47:55","U","2026-01-25 02:40:00","건물위생관리업","","","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"25","건물위생관리업","09_30_04_P","5700000","5700000-206-2024-00003","2024-03-13","","01","영업/정상","01","영업","","","","","","32.80","469-101","경기도 여주시 상동 324-10","경기도 여주시 여흥로 164, 1층 (상동)","12629","건강과 환경","2026-01-23 14:16:50","U","2026-01-25 02:40:00","건물위생관리업","256809.693950561","421653.633587625","건물위생관리업","0","0","1","1","0","0","","","","임대","0","0","N",
"26","건물위생관리업","09_30_04_P","3640000","3640000-206-2016-00001","2016-04-28","","01","영업/정상","01","영업","","","","","042 672 2580","78.18","300-802","대전광역시 동구 가양동 154-4","대전광역시 동구 동대전로248번길 120, 1층 101호 (가양동)","34505","에코로","2026-01-23 11:38:56","U","2026-01-25 02:40:00","건물위생관리업","240617.66636084","316230.7854605","건물위생관리업","0","0","","","","","","","","","0","0","N",
"27","건물위생관리업","09_30_04_P","3830000","3850000-206-2021-00004","2021-04-16","","01","영업/정상","01","영업","","","","","031 422 5506","56.74","431-846","경기도 안양시 동안구 관양동 1488-35 인덕원 골드프라자 1104호","경기도 안양시 동안구 흥안대로 533, 인덕원 골드프라자 1104호 (관양동)","13951","(주)대영아이엔씨","2026-01-23 15:32:44","U","2026-01-25 02:40:00","건물위생관리업","197816.352504811","433277.88522269","건물위생관리업","","","","","","","","","","","","","N",
"28","건물위생관리업","09_30_04_P","3150000","3150000-206-2018-00001","2018-01-05","","01","영업/정상","01","영업","","","","","0216005439","31.00","157-846","서울특별시 강서구 방화동 247-221","서울특별시 강서구 방화대로31길 17, 1층 101호 (방화동)","07605","(주)자루서비스","2026-01-23 17:40:10","U","2026-01-25 02:40:00","건물위생관리업","183633.905271019","451749.711212405","건물위생관리업","0","0","1","1","","","","","","","0","0","N",
"29","건물위생관리업","09_30_04_P","5710000","5725000-206-2013-02013","2013-09-30","","01","영업/정상","01","영업","","","","","043 287 2141","52.50","361-150","충청북도 청주시 서원구 수곡동 681 , 1층","충청북도 청주시 서원구 수곡로89번길 8-1, 1층 (수곡동)","28685","(주)청담이엔지","2026-01-23 14:44:21","U","2026-01-25 02:40:00","건물위생관리업","242028.413616848","346602.468663148","건물위생관리업","0","0","1","1","0","0","","","","","","","N",
"30","건물위생관리업","09_30_04_P","3940000","3950000-206-2021-00003","2021-01-21","","01","영업/정상","01","영업","","","","","","63.99","412-809","경기도 고양시 덕양구 주교동 191-7","경기도 고양시 덕양구 고양대로1290번길 28, 3층 (주교동)","10454","유니스클린","2026-01-23 16:47:44","U","2026-01-25 02:40:00","건물위생관리업","184733.119557059","461521.715052907","건물위생관리업","0","0","","","","","","","","","0","0","N",
