"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"29","대기오염물질배출시설설치사업장","09_30_08_P","3910000","391000021202600001","2026-01-08","","01","영업/정상","11","영업","","","","","","","","경기도 평택시 모곡동 435-2","경기도 평택시 산단로 35-16, B동 일부 (모곡동)","17744","(주)강우건설 평택지점","2026-01-23 13:28:17","U","2026-01-25 02:40:00","","206582.689038627","393002.27611972","대기배출업소관리","","5종","","8","0","","240","8518101560",
"30","대기오염물질배출시설설치사업장","09_30_08_P","3510500","351050021202300004","2023-05-08","","01","영업/정상","11","영업","","","","","0328660602","","","인천광역시 미추홀구 도화동 1011 더샵 인천스카이타워 1단지","인천광역시 미추홀구 숙골로88번길 12, 110동 B2F호 (도화동, 더샵 인천스카이타워 1단지)","22101","앨리웨이 인천","2026-01-23 14:35:17","U","2026-01-25 02:40:00","비주거용 건물 임대업","170309.660233767","440927.748196756","대기배출업소관리","비주거용 건물 임대업","4종","","","0","","360","8358501377",
"31","대기오염물질배출시설설치사업장","09_30_08_P","4090000","409000021202000038","2020-05-15","","01","영업/정상","11","영업","","","","","031-998-9253","","","경기도 김포시 대곶면 송마리 8-35","경기도 김포시 대곶면 대곶북로 205-68","10039","(주)솔루션","2026-01-23 16:38:22","U","2026-01-25 02:40:00","놀이터용 장비 제조업","162672.989350792","462504.860141845","대기배출업소관리","놀이터용 장비 제조업","5종","조합놀이대 부속품","8","300","8","300","1378179977",
"32","대기오염물질배출시설설치사업장","09_30_08_P","3930000","393000021202000036","2020-06-01","","01","영업/정상","11","영업","","","","","031 4942683","","","경기도 안산시 단원구 성곡동 638-7","","","(주)원앤씨","2026-01-23 11:34:17","U","2026-01-25 02:40:00","그외 기타 분류안된 화학제품 제조업","","","대기배출업소관리","그외 기타 분류안된 화학제품 제조업","4종","","8","288","8","288","",
"33","대기오염물질배출시설설치사업장","09_30_08_P","5530000","553000021202100135","2021-10-21","","01","영업/정상","11","영업","","","","","031-831-5560","","","경기도 화성시 장안면 석포리 573-6 574-19,573-12,-15","경기도 화성시 장안면 무봉길 166-79","18574","(주)아이케이인더스트리","2026-01-23 09:43:01","U","2026-01-25 02:40:00","기타 인쇄관련 산업","184663.694572204","403525.155168372","대기배출업소관리","기타 인쇄관련 산업","5종","포장지","8","300","8","300","1438101611",
"34","대기오염물질배출시설설치사업장","09_30_08_P","5670000","567014021202500009","2025-12-05","","01","영업/정상","11","영업","","","","","","","","경상남도 창원시 성산구 신촌동 118-11","경상남도 창원시 성산구 공단로166번길 27-15 (신촌동)","51568","다온","2026-01-23 10:18:42","U","2026-01-25 02:40:00","도장 및 기타 피막 처리업","349640.914964826","191663.722594555","대기배출업소관리","도장 및 기타 피막 처리업","4종","표면처리","10","300","","0","1773501368",
"35","대기오염물질배출시설설치사업장","09_30_08_P","5350000","535000021202503164","2025-11-06","","01","영업/정상","11","영업","","","","","0553453881","","","경상남도 김해시 진례면 담안리 404-22","경상남도 김해시 진례면 고모로364번길 73-5","50875","도현이앤씨","2026-01-23 10:01:50","U","2026-01-25 02:40:00","기타 자동차부품 제조업","361620.670883741","196912.144400135","대기배출업소관리","기타 자동차부품 제조업","5종","자동차부품용 패드","","0","","0","6150445054",
"36","대기오염물질배출시설설치사업장","09_30_08_P","5350000","535000021202503171","2025-12-29","","01","영업/정상","11","영업","","","","","055-346-7754","","","경상남도 김해시 진영읍 의전리 347-4","경상남도 김해시 진영읍 서부로396번길 10","50870","오케이정밀","2026-01-23 17:17:05","U","2026-01-25 02:40:00","금속스프링 제조업","359438.413187044","197901.005857109","대기배출업소관리","금속스프링 제조업","5종","","","0","","0","5652502153",
"37","대기오염물질배출시설설치사업장","09_30_08_P","5710000","573500021202500010","2025-12-08","","01","영업/정상","11","영업","","","","","0432147767","","","충청북도 청주시 청원구 오창읍 가좌리 175-1","충청북도 청주시 청원구 오창읍 오창가좌4길 16","28105","(주)성신산전 2공장","2026-01-23 14:44:21","U","2026-01-25 02:40:00","전기회로 개폐, 보호 장치 제조업","233866.655160711","359409.936992014","대기배출업소관리","전기회로 개폐, 보호 장치 제조업","4종","","12","276","12","276","3178116302",
"38","대기오염물질배출시설설치사업장","09_30_08_P","4960000","496000021202300001","2023-03-02","","01","영업/정상","11","영업","","","","","061-324-7495","","","전라남도 함평군 대동면 백호리 1073-1","전라남도 함평군 대동면 동함평산단길 74-95","57141","오션앤팜테크(주)","2026-01-23 14:35:33","U","2026-01-25 02:40:00","","159071.436859131","173692.922454195","대기배출업소관리","","4종","","24","300","24","300","5078115513",
"39","대기오염물질배출시설설치사업장","09_30_08_P","5530000","553000021202300026","2023-03-10","","01","영업/정상","11","영업","","","","","","","","경기도 화성시 정남면 망월리 291-12 B동","경기도 화성시 정남면 정남동로325번길 10, B동","18514","현테크","2026-01-23 10:36:55","U","2026-01-25 02:40:00","플라스틱  적층, 도포 및 기타 표면처리 제품 제조업","200625.429174249","405232.04447113","대기배출업소관리","플라스틱  적층, 도포 및 기타 표면처리 제품 제조업","4종","플라스틱도장품","8","300","8","300","2380501915",
"40","대기오염물질배출시설설치사업장","09_30_08_P","4520000","452000021202400002","2024-01-25","","01","영업/정상","11","영업","","","","","","","","충청남도 아산시 탕정면 용두리 7","충청남도 아산시 탕정면 탕정테크노산단로 160-9","31449","한화이센셜(주)","2026-01-23 13:05:11","U","2026-01-25 02:40:00","그 외 기타 전자 부품 제조업","203433.70959569","369976.715267126","대기배출업소관리","그 외 기타 전자 부품 제조업","3종","","24","365","24","365","1048702238",
"41","대기오염물질배출시설설치사업장","09_30_08_P","6410000","641000001200401423","2008-01-21","","03","폐업","02","폐업","2026-01-23","","","","0314993200","","","경기도 시흥시 정왕동  1375-11 시화공단 3라 729","","","한국중전기(주)","2026-01-23 09:51:58","U","2026-01-25 02:40:00","","","","대기배출업소관리","전동기 및 발전기 제조업","5종","","12","300","0","0","",
"42","대기오염물질배출시설설치사업장","09_30_08_P","5530000","553000021201500289","2016-01-08","","01","영업/정상","11","영업","","","","","0313527150","","","경기도 화성시 정남면 보통리 141-39","경기도 화성시 정남면 세자로 286, 286-1","18516","(주)라비돌","2026-01-23 16:44:05","U","2026-01-25 02:40:00","골프장 운영업","198449.906260848","409841.049535703","대기배출업소관리","골프장 운영업","4종","","24","300","","300","1248123064",
"43","대기오염물질배출시설설치사업장","09_30_08_P","6430000","643000001202000045","2020-08-21","","01","영업/정상","01","영업","","","","","","","","충청북도 충주시 대소원면 본리 638번지","충청북도 충주시 대소원면 첨단산업1로 137","27466","에스제이지이브이 주식회사","2026-01-23 17:06:49","U","2026-01-25 02:40:00","","273973.021802609","387933.889277389","대기배출업소관리","그외 기타 자동차 부품 제조업","3종","수소연료전지 금속분리판","24","330","24","330","8438101763",
"44","대기오염물질배출시설설치사업장","09_30_08_P","3530000","353000021202100011","2021-07-07","","01","영업/정상","11","영업","","","","","032-422-8476","","","인천광역시 남동구 고잔동 141-12","인천광역시 남동구 청능대로484번길 28-14, B동 (고잔동)","21686","㈜제이엘이 인천고잔지점","2026-01-23 09:55:10","U","2026-01-25 02:40:00","금속원료 재생업","174577.801184168","432898.523705347","대기배출업소관리","금속원료 재생업","5종","","","0","","0","1318648786",
"45","대기오염물질배출시설설치사업장","09_30_08_P","4450000","445000021202100017","2021-07-30","","01","영업/정상","11","영업","","","","","070-7525-8346","","","충청북도 진천군 이월면 미잠리 554 삼목에스폼(주)","충청북도 진천군 이월면 중미로 539, 삼목에스폼(주)","27816","(주)진주","2026-01-23 16:22:41","U","2026-01-25 02:40:00","육상 금속 골조 구조재 제조업","241248.915493386","380961.695569902","대기배출업소관리","육상 금속 골조 구조재 제조업","4종","","8","240","8","240","3988103989",
"46","대기오염물질배출시설설치사업장","09_30_08_P","5380000","538000021202100016","2021-07-23","","01","영업/정상","11","영업","","","","","055-370-0978","","","경상남도 양산시 북정동 259-5","경상남도 양산시 양산대로 1077 (북정동)","50571","주식회사 디엔오토모티브 양산3공장","2026-01-23 14:30:40","U","2026-01-25 02:40:00","자동차 부품 제조업","385560.239851944","209335.869930849","대기배출업소관리","자동차 부품 제조업","1종","","22","22","300","300","5838501762",
"47","대기오염물질배출시설설치사업장","09_30_08_P","3180000","318000021202500002","2025-10-02","","01","영업/정상","11","영업","","","","","02-2090-8343","","","서울특별시 영등포구 여의도동 28-3 여의도파크센터","서울특별시 영등포구 여의대로 8, 여의도파크센터 (여의도동)","07320","(주)에이비디에셋","2026-01-23 12:21:23","U","2026-01-25 02:40:00","호텔업","192739.314354154","446552.469845648","대기배출업소관리","호텔업","4종","","","0","","365","1078694652",
"48","대기오염물질배출시설설치사업장","09_30_08_P","3020000","302000021202500007","2025-07-29","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-01-23","","","","","","","서울특별시 용산구 한강로1가 1-1","서울특별시 용산구 한강대로 237 (한강로1가)","04322","에코필(캠프킴 및 주변지역 토양정화시설)","2026-01-23 17:56:06","U","2026-01-25 02:40:00","토양 및 지하수 정화업","197496.659291506","448505.625404648","대기배출업소관리","토양 및 지하수 정화업","5종","","8","100","8","100","1358137118",
"49","대기오염물질배출시설설치사업장","09_30_08_P","3730000","373000021202500010","2025-07-30","","01","영업/정상","11","영업","","","","","","","","울산광역시 울주군 웅촌면 고연리 477-24","울산광역시 울주군 웅촌면 반계길 24","44968","주식회사 풀빅","2026-01-23 15:44:17","U","2026-01-25 02:40:00","","397065.707565947","218189.194016846","대기배출업소관리","","5종","","","0","","330","",
"50","대기오염물질배출시설설치사업장","09_30_08_P","4040000","404000021202200003","2022-12-30","","01","영업/정상","11","영업","","","","","02-428-4227","","","경기도 하남시 광암동 401-1","경기도 하남시 초광산단동로 6, 3,4,5층 (광암동)","12989","서하남서비스 기아오토큐","2026-01-23 16:47:58","U","2026-01-25 02:40:00","자동차 종합 수리업","215193.296037514","447354.17966373","대기배출업소관리","자동차 종합 수리업","4종","","8","300","7","300","4076200140",
"51","대기오염물질배출시설설치사업장","09_30_08_P","5450000","545000021202200002","2022-12-01","","01","영업/정상","11","영업","","","","","055-973-0022","","","경상남도 산청군 생비량면 도리 421","경상남도 산청군 생비량면 비량로161번길 145-14","52256","주식회사 세강","2026-01-23 15:47:20","U","2026-01-25 02:40:00","건설용 석재 채굴 및 쇄석 생산업","294932.374620818","207282.898038343","대기배출업소관리","건설용 석재 채굴 및 쇄석 생산업","4종","골재, 석분","8","300","","300","6138149865",
"52","대기오염물질배출시설설치사업장","09_30_08_P","4681000","468100021201600006","2016-04-25","","01","영업/정상","11","영업","","","","","850-5324","","","전북특별자치도 익산시 신동 272","전북특별자치도 익산시 익산대로 460 (신동, 원광대학교)","","원광대학교","2026-01-23 15:35:54","U","2026-01-25 02:40:00","","196147.777505417","274170.300974594","대기배출업소관리","","5종","","8","240","8","240","4038200258",
"53","대기오염물질배출시설설치사업장","09_30_08_P","4641000","465100021202000002","2020-09-28","","01","영업/정상","11","영업","","","","","","","","전북특별자치도 전주시 완산구 중앙동3가 23-2 예작스튜디오","전북특별자치도 전주시 완산구 전라감영4길 20-4, 예작스튜디오 3층 (중앙동3가)","55038","주식회사 전주호텔 더프라임","2026-01-23 14:44:40","U","2026-01-25 02:40:00","부동산업","213015.72911916","257466.376084386","대기배출업소관리","부동산업","4종","부동산업","24","365","24","365","6998700062",
"54","대기오염물질배출시설설치사업장","09_30_08_P","4610000","461000021202100005","2021-05-07","","01","영업/정상","11","영업","","","","","031-491-0761","","","충청남도 예산군 응봉면 주령리 406","충청남도 예산군 응봉면 산단1길 66","32446","삼보오토(주)","2026-01-23 13:18:59","U","2026-01-25 02:40:00","자동차 엔진용 부품 제조업","177796.505829552","352017.341900333","대기배출업소관리","자동차 엔진용 부품 제조업","3종","자동차부품(기어박스외)","24","300","24","300","1348192156",
"55","대기오염물질배출시설설치사업장","09_30_08_P","4090000","409000021202100046","2021-06-22","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-01-22","","","","031-998-4289","","","경기도 김포시 양촌읍 학운리 1810","경기도 김포시 양촌읍 삼도로 30 (학운리 1810)","10049","(주)엔우드","2026-01-23 09:17:32","U","2026-01-25 02:40:00","기타 건축용 나무제품 제조업","163196.306673389","455943.417776401","대기배출업소관리","기타 건축용 나무제품 제조업","4종","판재,집성판재","8","300","8","300","1378643760",
"56","대기오염물질배출시설설치사업장","09_30_08_P","5530000","553000021200000501","2005-06-20","","01","영업/정상","11","영업","","","","","031-357-0350","","","경기도 화성시 남양읍 무송리 470-19","경기도 화성시 남양읍 무하로 70-15","18279","두림야스카와(주)","2026-01-23 13:05:41","U","2026-01-25 02:40:00","산업용 로봇 제조업","186858.748870119","408731.916024367","대기배출업소관리","산업용 로봇 제조업","5종","","8","200","8","200","1348136509",
"57","대기오염물질배출시설설치사업장","09_30_08_P","5530000","553000021200300054","2005-10-24","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-01-22","","","","03135400830","","","경기도 화성시 양감면 대양리 698","경기도 화성시 양감면 제약단지로 176-14","","(주)팀내쇼날","2026-01-23 09:32:43","U","2026-01-25 02:40:00","","193547.267439289","398463.652816438","대기배출업소관리","","5종","","8","300","8","300","4091984500",
"58","대기오염물질배출시설설치사업장","09_30_08_P","5530000","553000021198600269","2003-01-02","","01","영업/정상","11","영업","","","","","031-352-2278","","","경기도 화성시 정남면 관항리 245-2","경기도 화성시 정남면 관항길 178-24","445-963","개나리벽지(주)","2026-01-23 15:00:52","U","2026-01-25 02:40:00","","197198.077390437","408576.595326302","대기배출업소관리","","4종","","24","250","24","250","2148712576",
"59","대기오염물질배출시설설치사업장","09_30_08_P","3910000","391000021198400004","1984-02-27","","01","영업/정상","11","영업","","","","","667-2201","","","경기도 평택시 진위면 가곡리 538-3","경기도 평택시 진위면 경기대로 1952","451-861","롯데웰푸드(주)평택공장","2026-01-23 15:28:41","U","2026-01-25 02:40:00","빵류 및 곡분과자 제조업","205787.798224382","401787.338893574","대기배출업소관리","빵류 및 곡분과자 제조업","3종","과자","20","260","24","365","1868100924",
"60","대기오염물질배출시설설치사업장","09_30_08_P","4520000","452000021201000038","2010-12-20","","01","영업/정상","11","영업","","","","","","","","충청남도 아산시 염치읍 서원리 81-26","충청남도 아산시 염치읍 아산로671번길 5-35","31441","(주)씨에스켐텍","2026-01-23 13:20:40","U","2026-01-25 02:40:00","치약, 비누 및 기타 세제 제조업","196727.377568534","370065.971903294","대기배출업소관리","치약, 비누 및 기타 세제 제조업","5종","고농축분말세제","8","230","8","230","1348617337",
