"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자산규모","부채총액","자본금","판매방식명",
"11","방문판매업","08_26_02_P","4181000","2007418016623236504","2007-05-29","","03","폐업","03","폐업처리","2026-01-20","","","","263-0404","","200-180","강원특별자치도 춘천시 석사동 ***번지 **호","강원특별자치도 춘천시 우석로 ** (석사동)","","춘천종합통신","2026-01-23 09:53:37","U","2026-01-25 02:40:00","","265728.294901271","484671.49061214","0","0","0","",
"12","방문판매업","08_26_02_P","3830000","2022385003723200002","2022-02-16","","03","폐업","03","폐업처리","2026-01-22","","","","031-459-6645","","","경기도 안양시 동안구 호계동 *** 에이스하이테크시티 범계","경기도 안양시 동안구 시민대로***번길 **, 에이스하이테크시티 범계 **층 ****호 (호계동)","14042","주식회사 지유네트워크","2026-01-23 12:54:54","U","2026-01-25 02:40:00","","194935.480263197","431676.995115037","276099232","137326272","138772976","",
"13","방문판매업","08_26_02_P","3560000","2024356028523200002","2020-01-31","","03","폐업","03","폐업처리","2026-01-22","","","","","","","인천광역시 서구 가좌동 *** 가재울역트루엘에코시티아파트","인천광역시 서구 열우물로***번길 **, ***동 ****호 (가좌동, 가재울역트루엘에코시티아파트)","22823","인셀덤 동암","2026-01-23 11:31:22","U","2026-01-25 02:40:00","","","","0","0","0","",
"14","방문판매업","08_26_02_P","3210000","2010321012123200009","2010-01-12","","03","폐업","03","폐업처리","2026-01-23","","","","031-242-0408","","137-070","서울특별시 서초구 서초동 ****번지 **호 두산베어스텔 ****호","서울특별시 서초구 강남대로 ***, ****호 (서초동,두산베어스텔)","","아이피윈","2026-01-23 15:19:09","U","2026-01-25 02:40:00","","202374.665","443842.38","0","0","0","",
"15","방문판매업","08_26_02_P","3210000","2020321015323200003","2020-01-28","","03","폐업","03","폐업처리","2026-01-23","","","","","","","서울특별시 서초구 양재동 *번지 **호 다보주택","서울특별시 서초구 강남대로**길 **, 다보주택 ***호 (양재동)","06742","인셀덤대박","2026-01-23 15:27:06","U","2026-01-25 02:40:00","","203407.851177453","442411.174973538","0","0","0","",
"16","방문판매업","08_26_02_P","5150000","2017515012723200001","2017-06-09","","03","폐업","03","폐업처리","2026-01-23","","","","054-861-0534","","","","경상북도 의성군 안계면 안계길 ***-*","37313","의성남양가정대리점","2026-01-23 10:37:29","U","2026-01-25 02:40:00","","328663.062198471","321550.304521509","13000000","10000000","40000000","",
"17","방문판매업","08_26_02_P","3230000","2023323029123200001","2018-05-11","","03","폐업","03","폐업처리","2026-01-22","","","","","","","서울특별시 송파구 잠실동 ***-* 유성빌딩 *층","서울특별시 송파구 백제고분로*길 *, 유성빌딩 *층 (잠실동)","05561","비엠케이(BMK) BATH MASTER KITCHEN","2026-01-23 13:04:06","U","2026-01-25 02:40:00","","207014.321859086","445254.66421973","0","0","0","",
"18","방문판매업","08_26_02_P","5100000","2020510023723200002","2014-06-12","","01","영업/정상","01","정상영업","","","","","054-337-3538","","","경상북도 영천시 금호읍 오계리 **-**","경상북도 영천시 금호읍 오계공단길 **-*","38882","(주)경천산업","2026-01-23 13:45:19","U","2026-01-25 02:40:00","","370480.956427969","269901.305835232","9446063100","5856451100","250000000","",
"19","방문판매업","08_26_02_P","4791000","2000479006823200005","2000-01-21","","03","폐업","03","폐업처리","2026-01-21","","","","063-581-4646","","","전북특별자치도 부안군 부안읍 서외리 ***번지 *호","전북특별자치도 부안군 부안읍 오리정로 **","56311","현대 신부안판매대리점","2026-01-23 14:27:09","U","2026-01-25 02:40:00","","175469.674412465","247090.889837874","0","0","0","",
"20","방문판매업","08_26_02_P","5670000","2022567057023200004","2022-08-19","","03","폐업","03","폐업처리","2026-01-23","","","","","","","경상남도 창원시 마산합포구 신포동*가 ** 롯데백화점 마산지점","경상남도 창원시 마산합포구 동서동로 **, 롯데백화점 마산지점 *호 (신포동*가)","51720","아모레무학특약점","2026-01-23 16:36:09","U","2026-01-25 02:40:00","","343212.800421554","190266.65987154","0","0","0","",
