"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"25","의원","01_01_02_P","3010000","PHMA120103010033041100007","2010-03-02","","01","영업/정상","13","영업중","","","","","02-2001-1140","","","서울특별시 중구 태평로2가 250 지상3층, 지하1,2층","서울특별시 중구 세종대로 67, 3층, 지하1,2층 (태평로2가)","04514","의료법인삼성의료재단 강북삼성태평로의원","2026-01-23 00:43:17","U","2026-01-25 02:40:00","의원","197761.440311167","451123.194550747","의원","159","0","0","5290","101 103 104 107 108 110 111 114 115 116 119 122 124","내과, 정신건강의학과, 외과, 심장혈관흉부외과, 성형외과, 산부인과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 가정의학과, 직업환경의학과","","","","0","0","","","0","",
"26","의원","01_01_02_P","3110000","PHMA120123110032041100016","2012-05-01","","01","영업/정상","13","영업중","","","","","02-354-8887","","","","서울특별시 은평구 연서로 130, 대지빌딩 3, 5, 7층 302, 502, 702호 (역촌동)","03398","엄마사랑한의원","2026-01-23 02:13:15","U","2026-01-25 02:40:00","한의원","192624.880996241","456445.22780372","한의원","4","9","16","455","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"27","의원","01_01_02_P","3130000","PHMA120193130033041100002","2019-01-07","","01","영업/정상","13","영업중","","","","","02-533-0060","","","서울특별시 마포구 동교동 165번지 1호 미래프라자","서울특별시 마포구 양화로 166, 미래프라자 5,7층 (동교동)","04050","제이필의원","2026-01-23 03:13:43","U","2026-01-25 02:40:00","의원","193229.092454258","450500.686573469","의원","7","0","0","707.5","122 114 108","성형외과, 피부과, 가정의학과","","","","0","0","","","0","",
"28","의원","01_01_02_P","3940000","PHMA120183940138041100025","2018-12-05","","01","영업/정상","13","영업중","","","","","02-371-3232","","","경기도 고양시 덕양구 삼송동 16번지 45호","경기도 고양시 덕양구 삼송로 190-5, 3층 (삼송동)","10590","삼송서울정형외과의원","2026-01-23 00:13:34","U","2026-01-25 02:40:00","의원","190657.823366782","461181.755525555","의원","1","0","0","350.5","120 109 106 105 104 101","내과, 외과, 정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"29","의원","01_01_02_P","3670000","PHMA120193670022041100008","2019-02-18","","01","영업/정상","13","영업중","","","","","042-381-1075","","","","대전광역시 유성구 도안대로 591, 2층 206,207,208호 (봉명동)","34179","송산한의원","2026-01-23 02:43:18","U","2026-01-25 02:40:00","한의원","230517.56341683","316979.395445547","한의원","3","7","7","379.89","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"30","의원","01_01_02_P","3110000","PHMA120193110032041100010","2019-03-07","","01","영업/정상","13","영업중","","","","","02-388-2500","","","","서울특별시 은평구 연서로 252, 세종빌딩 2층 (불광동)","03350","365더바른마취통증의학과의원","2026-01-23 02:13:15","U","2026-01-25 02:40:00","의원","193119.718313116","457463.914506829","의원","1","0","0","371","122 120 109 106 105","정형외과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"31","의원","01_01_02_P","5020000","PHMA120195020056041100001","2019-01-07","","01","영업/정상","13","영업중","","","","","054-282-7553","","","","경상북도 포항시 북구 중흥로 239, 1,2층 (죽도동)","37750","시원마취통증의학과의원","2026-01-23 00:13:42","U","2026-01-25 02:40:00","의원","412593.399368344","283057.167368493","의원","1","0","0","543.9","120 109 106 105 101","내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"32","의원","01_01_02_P","4070000","PHMA120194070023041100002","2019-02-13","","01","영업/정상","13","영업중","","","","","031-8011-3875","","","경기도 이천시 마장면 오천리 56-75","경기도 이천시 마장면 오천로 49, 더퍼스트마장 4층 401~405호","17387","서울삼성내과의원","2026-01-23 02:13:33","U","2026-01-25 02:40:00","의원","231283.979983139","416824.327033356","의원","3","0","0","364.48","101 105 109 111 113 114","내과, 정형외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과","","","","0","0","","","0","",
"33","의원","01_01_02_P","4140000","PHMA120234140020041100001","2023-08-07","","01","영업/정상","13","영업중","","","","","031-835-1015","","","경기도 연천군 전곡읍 은대리 564-2","경기도 연천군 전곡읍 전곡로 185, 2층","11028","권준정형외과의원","2026-01-23 03:13:14","U","2026-01-25 02:40:00","의원","205794.627390989","502865.019321757","의원","1","0","0","356","106 105 101","내과, 정형외과, 신경외과","","","","0","0","","","0","",
"34","의원","01_01_02_P","4060000","PHMA120234060477041100002","2023-08-24","","01","영업/정상","13","영업중","","","","","031-953-2870","","","경기도 파주시 문산읍 선유리 663-2 대영프라자","경기도 파주시 문산읍 우계로457번길 41, 대영프라자 2층","10813","문산365치과의원","2026-01-23 02:43:43","U","2026-01-25 02:40:00","치과의원","181557.446583626","484015.290661758","치과의원","2","0","0","436.04","412 411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"35","의원","01_01_02_P","3080000","PHMA120233080033041100009","2020-03-05","","01","영업/정상","13","영업중","","","","","02-987-1111","","","서울특별시 강북구 미아동 734-258 백운M빌딩","서울특별시 강북구 삼양로 190, 백운M빌딩 2~4층 (미아동)","01174","서울넘버원정형외과의원","2026-01-23 03:13:15","U","2026-01-25 02:40:00","의원","201780.552952574","457611.140971336","의원","2","2","2","468.52","126 123 122 120 119 118 116 115 114 109 108 107 106 105 104 103 102 101","내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 성형외과, 마취통증의학과, 피부과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 예방의학과","","","","0","0","","","0","",
"36","의원","01_01_02_P","3470000","PHMA120063470022041100010","2006-03-14","","01","영업/정상","13","영업중","","","","","053-592-4901","","704-240","대구광역시 달서구 호림동 19번지 15호","대구광역시 달서구 성서공단로15길 40, 2,3,4층 (호림동)","42714","사단법인대한산업보건협회대구의원","2026-01-23 11:22:45","U","2026-01-25 02:40:00","의원","334609.650347275","260838.991213568","의원","10","0","0","1393.12","124 122 121 119 116 101","내과, 영상의학과, 진단검사의학과, 결핵과, 가정의학과, 직업환경의학과","","","","0","0","","","0","",
"37","의원","01_01_02_P","3420000","PHMA120003420023041200004","2000-04-10","","01","영업/정상","13","영업중","","","","","053-941-7582","","701-170","대구광역시 동구 봉무동 1539번지 5호","대구광역시 동구 팔공로 259, 201호 (봉무동)","41026","대경통증의학과의원","2026-01-23 02:13:25","U","2026-01-25 02:40:00","의원","347997.239924823","270334.512318398","의원","2","0","0","170.27","105 106 120 101 109","내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"38","의원","01_01_02_P","3420000","PHMA120133420023041100023","2013-09-02","","01","영업/정상","13","영업중","","","","","053-721-8990","","","대구광역시 동구 봉무동 1542-3","대구광역시 동구 팔공로51길 17, 3층 304호 (봉무동)","41026","손한의원","2026-01-23 00:13:23","U","2026-01-25 02:40:00","한의원","347834.127147516","270416.859762748","한의원","4","0","0","116.96","301 304 307 302 305 308 303 306 309","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과","","","","0","0","","","0","",
"39","의원","01_01_02_P","3440000","PHMA120033440024041100001","2003-04-02","","01","영업/정상","13","영업중","","","","","053-476-0075","","","대구광역시 남구 봉덕동 1071번지 효성타운 상가2동 1층 2호","대구광역시 남구 효성중앙길 37, 상가2동 1층 2호 (봉덕동, 효성타운)","42514","시현연합의원","2026-01-23 01:13:18","U","2026-01-25 02:40:00","의원","344701.712493697","260858.23809065","의원","1","0","0","205.65","104","외과","","","","0","0","","","0","",
"40","의원","01_01_02_P","4490000","PHMA120174490261041100024","2017-08-25","","01","영업/정상","13","영업중","","","","","041-572-1075","","","","충청남도 천안시 서북구 충무로 205, 다선빌딩 (쌍용동)","31180","미소로한의원","2026-01-23 11:23:05","U","2026-01-25 02:40:00","한의원","211433.310802075","366153.745468447","한의원","1","0","0","124.97","301 302 303 304 307","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 사상체질과","","","","0","0","","","0","",
"41","의원","01_01_02_P","4590000","PHMA120014590042041100001","2001-06-26","","01","영업/정상","13","영업중","","","","","041-943-8270","","","충청남도 청양군 청양읍 읍내리 177-19","충청남도 청양군 청양읍 중앙로 107","33331","청양해누리의원","2026-01-23 01:44:08","U","2026-01-25 02:40:00","의원","182225.735159876","327617.399129114","의원","1","0","0","177.36","107 101 111 105 114 109","내과, 정형외과, 심장혈관흉부외과, 마취통증의학과, 소아청소년과, 피부과","","","","0","0","","","0","",
"42","의원","01_01_02_P","4510000","PHMA120054510030041100013","2005-10-11","","01","영업/정상","13","영업중","","","","","041-935-8800","","","","충청남도 보령시 행복로 20 (대천동)","33453","현대성모외과의원","2026-01-23 13:46:19","U","2026-01-25 02:40:00","의원","163278.176362773","316946.604873779","의원","1","0","0","816.52","101 104 105 106 116 120","내과, 외과, 정형외과, 신경외과, 영상의학과, 재활의학과","","","","0","0","","","0","",
"43","의원","01_01_02_P","4070000","PHMA120044070023041100015","2004-12-08","","01","영업/정상","13","영업중","","","","","031-634-3600","","","","경기도 이천시 이섭대천로 1272 (창전동)","17363","금강메디컬의원","2026-01-23 03:43:37","U","2026-01-25 02:40:00","의원","239619.853481913","420307.979651494","의원","17","0","0","1663.15","124 122 119 116 114 110 108 105 101","내과, 정형외과, 성형외과, 산부인과, 피부과, 영상의학과, 진단검사의학과, 가정의학과, 직업환경의학과","","","","0","0","","","0","",
"44","의원","01_01_02_P","4070000","PHMA120114070023041100011","2011-09-30","","01","영업/정상","13","영업중","","","","","031-637-7585","","467-800","경기도 이천시 중리동 213번지 이천 라온팰리스 4층","경기도 이천시 중리천로 76, 4층 (중리동, 라온펠리스)","17374","본사랑정형외과의원","2026-01-23 02:13:34","U","2026-01-25 02:40:00","의원","239461.390091394","419701.557736528","의원","2","8","29","883.3","105 111 101 109 106","내과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과","","","","0","0","","","0","",
"45","의원","01_01_02_P","4060000","PHMA120154060023041100010","2015-06-22","","01","영업/정상","13","영업중","","","","","031-8070-1198","","","","경기도 파주시 후곡로 3, 2층 203호, 3층 304호 (금촌동)","10924","연세송내과의원","2026-01-23 02:13:36","U","2026-01-25 02:40:00","의원","180004.759913457","472766.041938237","의원","12","0","0","274.64","101 111 113","내과, 소아청소년과, 이비인후과","","","","0","0","","","0","",
"46","의원","01_01_02_P","3230000","PHMA120193230034041100023","2019-04-24","","01","영업/정상","13","영업중","","","","","02-6472-0001","","","서울특별시 송파구 방이동 110번지 3호","서울특별시 송파구 백제고분로 460, 5층 (방이동)","05641","송파굿정형외과의원","2026-01-23 11:13:24","U","2026-01-25 02:40:00","의원","209945.436745099","445478.456701177","의원","1","0","0","352.7","120 109 106 105","정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"47","의원","01_01_02_P","3500000","PHMA120193500020041100002","2019-04-11","","01","영업/정상","13","영업중","","","","","032-763-7575","","","인천광역시 동구 송림동 55번지 169호 씨티은행","인천광역시 동구 샛골로 151, 씨티은행 1층 (송림동)","22543","서울튼튼정형외과의원","2026-01-23 01:13:18","U","2026-01-25 02:40:00","의원","168445.416069753","441616.099024047","의원","2","0","0","356.42","120 109 106 105","정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"48","의원","01_01_02_P","3070000","PHMA120193070034041100007","2019-05-07","","01","영업/정상","13","영업중","","","","","02-941-8575","","","서울특별시 성북구 종암동 3-1192 종암대평빌딩","서울특별시 성북구 종암로 110, 종암대평빌딩 3층 (종암동)","02797","큰길한의원","2026-01-23 01:43:17","U","2026-01-25 02:40:00","한의원","202962.436870873","455305.889037499","한의원","2","0","0","265.64","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"49","의원","01_01_02_P","4090000","PHMA120194090023041100011","2019-03-22","","01","영업/정상","13","영업중","","","","","031-984-7975","","","경기도 김포시 구래동 6885번지 2호","경기도 김포시 김포한강8로 382, 4층 405-407호 (구래동)","10071","선마취통증의학과의원","2026-01-23 00:43:30","U","2026-01-25 02:40:00","의원","166979.003897802","460200.559820393","의원","1","0","0","333.94","120 109 106 105","정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"50","의원","01_01_02_P","3700000","PHMA120233700018041100010","2014-01-22","","01","영업/정상","13","영업중","","","","","0522977475","","","울산광역시 남구 삼산동 187-4","울산광역시 남구 돋질로 369, 3-4층 (삼산동)","44710","아주재활의학과의원","2026-01-23 03:13:16","U","2026-01-25 02:40:00","의원","412620.047380528","229681.868699782","의원","6","0","0","900.7","122 120 109 105","정형외과, 마취통증의학과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"51","의원","01_01_02_P","3000000","PHMA120233000034041100008","2023-06-07","","01","영업/정상","13","영업중","","","","","02-762-9007","","","서울특별시 종로구 종로5가 20-2 2층","서울특별시 종로구 종로 241-1, 2층 (종로5가)","03126","종로보령피부과의원","2026-01-23 01:13:33","U","2026-01-25 02:40:00","의원","200349.569785368","452115.859263607","의원","1","0","0","172.96","122 115 114 109 108 101","내과, 성형외과, 마취통증의학과, 피부과, 비뇨의학과, 가정의학과","","","","0","0","","","0","",
"52","의원","01_01_02_P","3220000","PHMA120233220033041100089","2023-06-12","","01","영업/정상","13","영업중","","","","","02-3442-0888","","","서울특별시 강남구 청담동 44-15 302호","서울특별시 강남구 학동로 413, 3층 302호 (청담동)","06069","연세신명마취통증의학과의원","2026-01-23 03:13:36","U","2026-01-25 02:40:00","의원","203924.633723523","446220.841825233","의원","1","0","0","224.39","109 105","정형외과, 마취통증의학과","","","","0","0","","","0","",
"53","의원","01_01_02_P","4040000","PHMA120234040023041100016","2023-06-13","","01","영업/정상","13","영업중","","","","","031-794-2756","","","경기도 하남시 덕풍동 321-2 신정프라자","경기도 하남시 하남대로 843, 신정프라자 3층 303-1호 (덕풍동)","12967","제일의원","2026-01-23 03:43:21","U","2026-01-25 02:40:00","의원","218010.31939636","448936.753466262","의원","2","0","0","10.03","110 101","내과, 산부인과","","","","0","0","","","0","",
