"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자산규모","부채총액","자본금","판매방식명",
"11","통신판매업","08_26_04_P","3360000","2026336018730200086","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 강서구 죽동동 ***-*","부산광역시 강서구 봉죽길***번길 ***-* (죽동동)","46708","700토마토","2026-01-23 19:37:30","I","2026-01-25 00:20:02","기타","370883.994440018","189930.572813697","0","0","0","인터넷",
"12","통신판매업","08_26_04_P","3360000","2026336018730200087","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 강서구 명지동 ****-** 상가동 *층 ***-B***호","부산광역시 강서구 명지오션시티*로 **, 상가동 *층 ***-B***호 (명지동)","46762","리뉴하우징","2026-01-23 19:38:47","I","2026-01-25 00:20:02","기타","373408.142786646","178196.072137215","0","0","0","인터넷",
"13","통신판매업","08_26_04_P","3360000","2026336018730200088","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 강서구 지사동 **** ***동 ****호","부산광역시 강서구 과학산단로***번길 **, ***동 ****호 (지사동, 협성 · DS 엘리시안)","46743","상상쿠지","2026-01-23 19:40:20","I","2026-01-25 00:20:02","기타","367451.087635747","184977.554702761","0","0","0","인터넷",
"14","통신판매업","08_26_04_P","3360000","2026336018730200089","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 강서구 대저*동 ***-***","부산광역시 강서구 대저중앙로***번길 *** (대저*동)","46702","엘에이치이글로벌(주)","2026-01-23 19:41:26","I","2026-01-25 00:20:02","종합몰","380398.343856131","192952.867193501","0","0","0","인터넷",
"15","통신판매업","08_26_04_P","5110000","2026511028730200018","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경상북도 상주시 인평동 ***","경상북도 상주시 병성천*길 ***-** (인평동)","37230","상주호동이곶감","2026-01-23 14:52:07","I","2026-01-25 00:20:02","건강/식품","304605.592622878","322661.542316918","0","0","0","인터넷",
"16","통신판매업","08_26_04_P","5110000","2026511028730200019","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경상북도 상주시 성동동 ***-*","경상북도 상주시 남문*길 **-* (성동동)","37193","단단네이처","2026-01-23 16:36:19","I","2026-01-25 00:20:02","건강/식품","304404.29758442","324301.328658227","0","0","0","인터넷",
"17","통신판매업","08_26_04_P","4430000","2026443014430200012","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","충청북도 옥천군 군북면 증약리 *** 주택","충청북도 옥천군 군북면 증약길 **-*, 주택","29001","환산삼현문중","2026-01-23 13:10:05","I","2026-01-25 00:20:02","건강/식품","246366.620038262","315619.287736498","0","0","0","인터넷",
"18","통신판매업","08_26_04_P","4430000","2026443014430200013","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","충청북도 옥천군 옥천읍 가풍리 ***","","","우주마켓","2026-01-23 13:10:29","I","2026-01-25 00:20:02","종합몰","252996.575622384","306353.182332753","0","0","0","인터넷",
"19","통신판매업","08_26_04_P","3570000","2026357020230200015","2026-01-22","","01","영업/정상","01","정상영업","","","","","","","","인천광역시 강화군 길상면 장흥리 ***-*","인천광역시 강화군 길상면 해안남로***번길 **-*","23052","리세스","2026-01-23 17:25:50","I","2026-01-25 00:20:02","레져/여행/공연","157109.369941559","456360.139783066","0","0","0","인터넷",
"20","통신판매업","08_26_04_P","3210000","2026321015330200365","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 서초구 잠원동 ** 한신잠원훼미리","서울특별시 서초구 잠원로 ***-**, *동 ***호 (잠원동, 한신잠원훼미리)","06516","조이","2026-01-23 09:52:45","I","2026-01-25 00:20:02","종합몰","201226.075930426","446331.380046658","0","0","0","인터넷",
"21","통신판매업","08_26_04_P","3210000","2026321015330200366","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 서초구 반포동 ***-* 태양빌딩","서울특별시 서초구 사평대로 ***-**, 태양빌딩 *층 (반포동)","06543","주식회사 양드레","2026-01-23 09:52:45","I","2026-01-25 00:20:02","종합몰","201636.501068483","444644.808793305","0","0","0","인터넷",
"22","통신판매업","08_26_04_P","4050000","2026564001830200564","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ****-* 세종프라자","경기도 용인시 수지구 현암로 ***, 세종프라자 *층 ***-J**호 (죽전동)","16880","월드바잉336","2026-01-23 11:22:50","I","2026-01-25 00:20:02","종합몰","210956.34433362","425506.249422966","0","0","0","인터넷",
"23","통신판매업","08_26_04_P","4050000","2026564001830200565","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ***-*","경기도 용인시 수지구 대지로 **, *층 ***-N**호 (죽전동)","16873","월드바잉703","2026-01-23 11:29:58","I","2026-01-25 00:20:02","종합몰","210009.059030465","425096.423013189","0","0","0","인터넷",
"24","통신판매업","08_26_04_P","4050000","2026564001830200566","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ****-* 건영타운","경기도 용인시 수지구 현암로 ***, 건영타운 *층 ***-A***호 (죽전동)","16876","월드바잉705","2026-01-23 11:34:37","I","2026-01-25 00:20:02","종합몰","211121.410692837","425555.502838459","0","0","0","인터넷",
"25","통신판매업","08_26_04_P","4050000","2026564001830200567","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 상현동 *** 만현마을*단지엘지자이아파트","경기도 용인시 수지구 만현로***번길 **, ***동 ***호 (상현동, 만현마을*단지엘지자이아파트)","16930","아르디(ARDI)","2026-01-23 11:40:07","I","2026-01-25 00:20:02","종합몰 의류/패션/잡화/뷰티","207961.804871769","422479.810596198","0","0","0","인터넷",
"26","통신판매업","08_26_04_P","4050000","2026564001830200568","2023-04-04","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ***","경기도 용인시 수지구 용구대로****번길 *, 코워크시티 용인수지점 S**호 (죽전동)","16866","핸드메이드 앱","2026-01-23 13:41:17","I","2026-01-25 00:20:02","기타","209672.025599037","425857.769482926","0","0","0","인터넷",
"27","통신판매업","08_26_04_P","4050000","2026564001830200578","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 상현동 *** 광교상떼빌파크뷰","경기도 용인시 수지구 상현로 **-**, ****동 ****호 (상현동, 광교상떼빌파크뷰)","16941","조아이","2026-01-23 17:02:54","I","2026-01-25 00:20:02","의류/패션/잡화/뷰티","206838.979431785","422015.624435081","0","0","0","인터넷",
"28","통신판매업","08_26_04_P","4050000","2026564001830200579","2023-10-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, 상가동 *층 ***호 (죽전동, 죽전퍼스트하임)","16872","주옥마켓","2026-01-23 17:09:59","I","2026-01-25 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"29","통신판매업","08_26_04_P","4050000","2026564001830200580","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 프라임조명","경기도 용인시 수지구 용구대로****번길 *, 프라임조명 ***-s***호 (죽전동)","16866","보니엠","2026-01-23 17:56:22","I","2026-01-25 00:20:02","종합몰","209672.025599037","425857.769482926","0","0","0","인터넷",
"30","통신판매업","08_26_04_P","3440000","2026344014930200049","2026-01-22","","01","영업/정상","01","정상영업","","","","","","","","대구광역시 남구 대명동 **-*","대구광역시 남구 대명로 ***, *층 s**호 (대명동)","42418","소울무드","2026-01-23 09:11:45","I","2026-01-25 00:20:02","의류/패션/잡화/뷰티","343560.927015861","261732.398322119","0","0","0","인터넷",
"31","통신판매업","08_26_04_P","3440000","2026344014930200050","2026-01-22","","01","영업/정상","01","정상영업","","","","","","","","대구광역시 남구 대명동 ****-*","대구광역시 남구 대명역*길 **, *층 ***호 (대명동)","42484","그로울(Growl)","2026-01-23 09:23:02","I","2026-01-25 00:20:02","종합몰","341506.831076988","260979.856407422","0","0","0","인터넷",
"32","통신판매업","08_26_04_P","3440000","2026344014930200051","2026-01-22","","01","영업/정상","01","정상영업","","","","","","","","대구광역시 남구 대명동 ****-*","대구광역시 남구 명덕로**길 **-**, ***호 (대명동)","42412","양말맛집","2026-01-23 09:29:18","I","2026-01-25 00:20:02","의류/패션/잡화/뷰티","343123.232549495","262687.975069244","0","0","0","인터넷",
"33","통신판매업","08_26_04_P","3440000","2026344014930200052","2026-01-22","","01","영업/정상","01","정상영업","","","","","","","","대구광역시 남구 대명동 ****-*","대구광역시 남구 대명로 **, *층 ***호 (대명동)","42484","케이나인","2026-01-23 09:35:55","I","2026-01-25 00:20:02","기타","341317.279972832","260991.856946422","0","0","0","인터넷",
"34","통신판매업","08_26_04_P","3440000","2026344014930200053","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","대구광역시 남구 봉덕동 ****-**","대구광역시 남구 효성로 **-*, *층 (봉덕동)","42515","라인제이(Line_ j)","2026-01-23 16:24:23","I","2026-01-25 00:20:02","종합몰 의류/패션/잡화/뷰티","344489.304989637","260708.866013622","0","0","0","인터넷",
"35","통신판매업","08_26_04_P","3180000","2026318025430200285","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 영등포구 영등포동*가 **-* 영포복합건물","서울특별시 영등포구 영중로**길 **, ***호 내 ***호 (영등포동*가)","07250","페이텍","2026-01-23 12:49:46","I","2026-01-25 00:20:02","기타","191622.624641084","446640.411524959","0","0","0","인터넷",
"36","통신판매업","08_26_04_P","3610000","2026361026130200048","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","광주광역시 남구 월산동 **-*","광주광역시 남구 독립로 ***, *층 (월산동)","61649","라미몰","2026-01-23 10:05:18","I","2026-01-25 00:20:02","종합몰","191080.817927319","182701.308566954","0","0","0","인터넷",
"37","통신판매업","08_26_04_P","3180000","2026318025430200286","2015-07-09","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 영등포구 여의도동 *** 브라이튼 여의도","서울특별시 영등포구 국제금융로 **, ***동 ****호 (여의도동, 브라이튼 여의도)","07339","디피마켓","2026-01-23 13:09:57","I","2026-01-25 00:20:02","기타","","","0","0","0","인터넷",
"38","통신판매업","08_26_04_P","3180000","2026318025430200287","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 영등포구 신길동 **-* 신길동경남아파트","서울특별시 영등포구 영등포로 ***, ***동 ****호 (신길동, 신길동경남아파트)","07318","애플마켓","2026-01-23 13:31:37","I","2026-01-25 00:20:02","종합몰","192724.160543399","445943.98592898","0","0","0","인터넷",
"39","통신판매업","08_26_04_P","3180000","2026318025430200288","2021-02-03","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 영등포구 당산동*가 *** 영등포구 별관청사","서울특별시 영등포구 선유동*로 **, *층 (당산동*가)","07256","꿈도미","2026-01-23 13:39:14","I","2026-01-25 00:20:02","기타","190591.147690249","447361.75201799","0","0","0","인터넷",
"40","통신판매업","08_26_04_P","3130000","2026313027830200243","2026-01-20","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 신수동 *** 밤섬경남아너스빌","서울특별시 마포구 독막로**길 **, ***동 상가 B***-***호 (신수동, 밤섬경남아너스빌)","04089","주식회사 제피로스","2026-01-23 14:44:42","I","2026-01-25 00:20:02","기타","194301.304865904","449388.053900946","0","0","0","인터넷",
"41","통신판매업","08_26_04_P","3130000","2026313027830200244","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 합정동 ***-* 평산빌딩","서울특별시 마포구 토정로 **, 평산빌딩 ***호 (합정동)","04085","리플로우글로벌","2026-01-23 14:17:37","I","2026-01-25 00:20:02","종합몰","192209.114974","449249.459202891","0","0","0","인터넷",
"42","통신판매업","08_26_04_P","3130000","2026313027830200245","2020-08-13","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 공덕동 *** 공덕 SK 리더스뷰","서울특별시 마포구 백범로**길 *, ***호 (공덕동, 공덕 SK 리더스뷰)","04147","주식회사 비엔비","2026-01-23 14:43:52","I","2026-01-25 00:20:02","교육/도서/완구/오락","195405.15774039","449263.217634202","0","0","0","인터넷",
"43","통신판매업","08_26_04_P","3130000","2026313027830200246","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 성산동 ***-* 신성빌딩","서울특별시 마포구 월드컵북로 ***, 신성빌딩 *층 (성산동)","03973","인테리어 비지니스 크루(IBC)","2026-01-23 14:42:17","I","2026-01-25 00:20:02","교육/도서/완구/오락","192334.269024897","451221.60281139","0","0","0","인터넷",
"44","통신판매업","08_26_04_P","3130000","2026313027830200247","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 합정동 ***-*","서울특별시 마포구 성지길 **-*, ***호 (합정동)","04083","이오스튜디오","2026-01-23 14:48:57","I","2026-01-25 00:20:02","의류/패션/잡화/뷰티 기타","192221.222444866","449424.800012071","0","0","0","인터넷",
"45","통신판매업","08_26_04_P","3130000","2026313027830200248","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 성산동 *** 성산*차 e편한세상","서울특별시 마포구 월드컵북로 ***, ***동 ***호 (성산동, 성산*차 e편한세상)","03941","데이앤디어","2026-01-23 15:00:24","I","2026-01-25 00:20:02","종합몰 교육/도서/완구/오락","191569.272934456","451946.072618348","0","0","0","인터넷",
"46","통신판매업","08_26_04_P","3130000","2026313027830200249","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 신수동 *** 밤섬경남아너스빌","서울특별시 마포구 독막로**길 **, ***동 상가 B***-***호 (신수동, 밤섬경남아너스빌)","04089","미소짓는집","2026-01-23 16:11:34","I","2026-01-25 00:20:02","종합몰","194301.304865904","449388.053900946","0","0","0","인터넷",
"47","통신판매업","08_26_04_P","3130000","2026313027830200250","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 합정동 *** 합정역","서울특별시 마포구 양화로 지하**, 합정역 ***-***호호 (합정동)","04027","꽃이오면(합정1호점)","2026-01-23 16:25:04","I","2026-01-25 00:20:02","기타","","","0","0","0","인터넷",
"48","통신판매업","08_26_04_P","3130000","2026313027830200251","2023-08-28","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 당인동 **-**","서울특별시 마포구 어울마당로*길 **, *층 (당인동)","04074","어스어스(earthus)","2026-01-23 16:56:35","I","2026-01-25 00:20:02","종합몰 의류/패션/잡화/뷰티","192839.597620231","449326.482305637","0","0","0","인터넷",
"49","통신판매업","08_26_04_P","3130000","2026313027830200252","2026-01-21","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 연남동 ***-** 평화빌라","서울특별시 마포구 성미산로**길 **, ***호 (연남동, 평화빌라)","03984","한중브릿지","2026-01-23 17:10:38","I","2026-01-25 00:20:02","종합몰","193159.063122424","451233.441173006","0","0","0","인터넷",
"50","통신판매업","08_26_04_P","3780000","2026378039430200337","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 성남시 분당구 수내동 ** 파크타운","경기도 성남시 분당구 내정로 ***, ***동 ****호 (수내동, 파크타운)","13599","헤이영","2026-01-23 09:40:27","I","2026-01-25 00:20:02","종합몰 의류/패션/잡화/뷰티","210454.211420942","429982.309642168","0","0","0","인터넷",
"51","통신판매업","08_26_04_P","3780000","2026378039430200338","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 성남시 분당구 서현동 ***-*","경기도 성남시 분당구 황새울로***번길 *-*, *층 비***호 (서현동)","13590","제이에스지게임즈","2026-01-23 10:20:36","I","2026-01-25 00:20:02","기타","210640.195321759","431506.636572613","0","0","0","인터넷",
"52","통신판매업","08_26_04_P","3780000","2026378039430200339","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 성남시 수정구 시흥동 ***","경기도 성남시 수정구 창업로 **, *층 ***호 (시흥동)","13449","주식회사 하이웨이 히어로즈(Highway Heroes)","2026-01-23 11:45:06","I","2026-01-25 00:20:02","기타","","","0","0","0","기타",
"53","통신판매업","08_26_04_P","3780000","2026378039430200340","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 성남시 중원구 중앙동 ****","경기도 성남시 중원구 광명로***번길 **-**, 계단올라오는 *층 (중앙동)","13251","골드브릭(goldbrick)","2026-01-23 13:22:53","I","2026-01-25 00:20:02","건강/식품","213929.803979623","437653.884808181","0","0","0","인터넷",
"54","통신판매업","08_26_04_P","3780000","2026378039430200341","2021-08-24","","01","영업/정상","01","정상영업","","","","","","","","경기도 성남시 중원구 상대원동 ***-*","경기도 성남시 중원구 사기막골로**번길 * (상대원동)","13210","(주)크린텍","2026-01-23 13:44:23","I","2026-01-25 00:20:02","기타","215185.714667904","437019.894639696","0","0","0","인터넷",
"55","통신판매업","08_26_04_P","3780000","2026378039430200342","2017-04-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 성남시 분당구 분당동 ** **건영아파트","경기도 성남시 분당구 장안로**번길 **, ***동 ***호 (분당동, **건영아파트)","13583","애드조은","2026-01-23 13:53:31","I","2026-01-25 00:20:02","종합몰","212493.755563038","430022.521495894","0","0","0","인터넷",
"56","통신판매업","08_26_04_P","3780000","2026378039430200343","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 성남시 수정구 시흥동 ***","경기도 성남시 수정구 창업로 **, 업무동 *층 **호 (시흥동)","13449","이씨일구팔삼(EC1983)","2026-01-23 13:45:41","I","2026-01-25 00:20:02","교육/도서/완구/오락 가전 컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티 레져/여행/공연","","","0","0","0","인터넷",
"57","통신판매업","08_26_04_P","3780000","2026378039430200344","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 성남시 분당구 운중동 ***","경기도 성남시 분당구 운중로 ***, *층 ***호 비-**호 (운중동)","13466","주식회사 에스앤비글로벌","2026-01-23 14:31:26","I","2026-01-25 00:20:02","의류/패션/잡화/뷰티","206741.342155134","432142.225548684","0","0","0","TV홈쇼핑, 인터넷",
"58","통신판매업","08_26_04_P","3780000","2026378039430200345","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 성남시 분당구 서현동 ***-* 한라쇼핑","경기도 성남시 분당구 돌마로***번길 **, 한라쇼핑 *층 **호 (서현동)","13586","주식회사 에스씨엘컴퍼니","2026-01-23 14:33:18","I","2026-01-25 00:20:02","기타","212023.499658132","430313.318129385","0","0","0","인터넷",
"59","통신판매업","08_26_04_P","3780000","2026378039430200346","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 성남시 분당구 야탑동 ***-* 로즈프라자","경기도 성남시 분당구 매화로 **, 로즈프라자 ***-***호 (야탑동)","13505","휴민트","2026-01-23 14:41:17","I","2026-01-25 00:20:02","의류/패션/잡화/뷰티","211756.476844719","434453.92782686","0","0","0","인터넷",
"60","통신판매업","08_26_04_P","3780000","2026378039430200347","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 성남시 수정구 상적동 ***-*","경기도 성남시 수정구 달래내로 ***, ***호 (상적동)","13442","주식회사 이노담","2026-01-23 14:56:22","I","2026-01-25 00:20:02","건강/식품","206276.178553635","436445.688179049","0","0","0","TV홈쇼핑, 인터넷",
"61","통신판매업","08_26_04_P","3780000","2026378039430200348","2026-01-23","","01","영업/정상","01","정상영업","","","","","","","","경기도 성남시 분당구 이매동 ***-* 분당코아","경기도 성남시 분당구 양현로**번길 **, 분당코아 *층 ***호 (이매동)","13568","오투북스","2026-01-23 14:58:15","I","2026-01-25 00:20:02","교육/도서/완구/오락","211121.780954367","432107.751915773","0","0","0","인터넷",
"62","통신판매업","08_26_04_P","4170000","2026417023230200619","2026-01-21","","01","영업/정상","01","정상영업","","","","","","","","경기도 양평군 양평읍 양근리 ***-*","경기도 양평군 양평읍 양평시장길**번길 *, *층, ***-F***호","12556","운봉유통","2026-01-23 10:37:50","I","2026-01-25 00:20:02","종합몰","243274.929406819","443226.923588779","0","0","0","인터넷",
"63","통신판매업","08_26_04_P","4170000","2026417023230200620","2026-01-21","","01","영업/정상","01","정상영업","","","","","","","","경기도 양평군 양평읍 양근리 ***-*","경기도 양평군 양평읍 양평시장길**번길 *, *층, ***-F***호","12556","백제유통","2026-01-23 10:38:16","I","2026-01-25 00:20:02","종합몰","243274.929406819","443226.923588779","0","0","0","인터넷",
"64","통신판매업","08_26_04_P","4170000","2026417023230200621","2026-01-21","","01","영업/정상","01","정상영업","","","","","","","","경기도 양평군 양평읍 양근리 ***-*","경기도 양평군 양평읍 양평시장길**번길 *, *층, ***-F***호","12556","가온유통","2026-01-23 10:38:35","I","2026-01-25 00:20:02","종합몰","243274.929406819","443226.923588779","0","0","0","인터넷",
"65","통신판매업","08_26_04_P","4170000","2026417023230200622","2026-01-21","","01","영업/정상","01","정상영업","","","","","","","","경기도 양평군 양평읍 양근리 ***-*","경기도 양평군 양평읍 양평시장길**번길 *, *층, ***-F***호","12556","온고유통","2026-01-23 10:39:03","I","2026-01-25 00:20:02","종합몰","243274.929406819","443226.923588779","0","0","0","인터넷",
"66","통신판매업","08_26_04_P","4170000","2026417023230200623","2026-01-21","","01","영업/정상","01","정상영업","","","","","","","","경기도 양평군 양평읍 양근리 ***-*","경기도 양평군 양평읍 양평시장길**번길 *, *층, ***-F***호","12556","해동유통","2026-01-23 10:39:25","I","2026-01-25 00:20:02","종합몰","243274.929406819","443226.923588779","0","0","0","인터넷",
"67","통신판매업","08_26_04_P","4170000","2026417023230200624","2026-01-21","","01","영업/정상","01","정상영업","","","","","","","","경기도 양평군 양평읍 양근리 ***-*","경기도 양평군 양평읍 양평시장길**번길 *, *층, ***-F***호","12556","송백유통","2026-01-23 10:39:52","I","2026-01-25 00:20:02","종합몰","243274.929406819","443226.923588779","0","0","0","인터넷",
"68","통신판매업","08_26_04_P","4170000","2026417023230200625","2026-01-21","","01","영업/정상","01","정상영업","","","","","","","","경기도 양평군 양평읍 양근리 ***-*","경기도 양평군 양평읍 양평시장길**번길 *, *층, ***-F***호","12556","태연유통","2026-01-23 10:40:27","I","2026-01-25 00:20:02","종합몰","243274.929406819","443226.923588779","0","0","0","인터넷",
"69","통신판매업","08_26_04_P","3130000","2026313027830200253","2026-01-21","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 용강동 *** 이편한세상 마포리버파크","서울특별시 마포구 토정로**길 **, 근생*-B***호 (용강동, 이편한세상 마포리버파크)","04166","주식회사 마글","2026-01-23 17:18:07","I","2026-01-25 00:20:02","기타","194956.25364301","448813.415128501","0","0","0","인터넷",
"70","통신판매업","08_26_04_P","3050000","2026305021030200223","2026-01-21","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동대문구 휘경동 ***-*","서울특별시 동대문구 회기로 ***, *동 *층 ***-E***호 (휘경동)","02445","세","2026-01-23 10:23:10","I","2026-01-25 00:20:02","종합몰","205022.515415062","454212.542182175","0","0","0","인터넷",
