사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상시설위치,시설명건물명,시설구분명,최종수정시점,인허가취소일자,인허가일자,소재지면적,지번주소,관리번호,개방자치단체코드,해제일자,도로명주소,도로명우편번호,영업상태구분코드,영업상태명
창동신원리베르텔,,203984.137173444,461008.914009807,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 창동 338 신원리베르텔,창동신원리베르텔,공공용시설,2026-03-19 14:29:54,,2019-01-01,31.32,서울특별시 도봉구 창동 338 신원리베르텔,3090000-E201900006,3090000,,"서울특별시 도봉구 노해로 341, 신원리베르텔 (창동)",01405,01,영업/정상
삼환프라자,,203348.210556651,461557.310544671,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 쌍문동 653 삼환프라자,삼환프라자,공공용시설,2026-03-19 14:30:07,,2019-01-01,2.38,서울특별시 도봉구 쌍문동 653 삼환프라자,3090000-E201900007,3090000,,"서울특별시 도봉구 도봉로 575, 삼환프라자 (쌍문동)",01432,01,영업/정상
도봉월드,,204083.769271308,462849.020752258,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 방학동 720-33 도봉월드상가,도봉월드,공공용시설,2026-03-19 14:30:22,,2019-06-01,3.98,서울특별시 도봉구 방학동 720-33 도봉월드상가,3090000-E201900008,3090000,,"서울특별시 도봉구 마들로 650, 도봉월드상가 (방학동)",01331,01,영업/정상
신원에벤에셀아파트,,202422.313606872,461665.385672458,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 쌍문동 256 에벤에셀아파트,신원에벤에셀아파트,공공용시설,2026-03-19 14:30:34,,2019-06-01,1.99,서울특별시 도봉구 쌍문동 256 에벤에셀아파트,3090000-E201900009,3090000,,"서울특별시 도봉구 해등로 255 (쌍문동, 에벤에셀아파트)",01429,01,영업/정상
창동씨티월드,,204428.262955437,461255.95371801,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 창동 14 창동시티월드,창동씨티월드,공공용시설,2026-03-19 14:30:48,,2019-06-01,3.18,서울특별시 도봉구 창동 14 창동시티월드,3090000-E201900010,3090000,,"서울특별시 도봉구 노해로69길 26, 창동시티월드 (창동)",01415,01,영업/정상
삼원프라자,,203967.977205493,461067.635321431,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 창동 331-1,삼원프라자,공공용시설,2026-03-19 14:31:04,,2019-06-01,.99,서울특별시 도봉구 창동 331-1,3090000-E201900011,3090000,,서울특별시 도봉구 노해로65길 17-9 (창동),01405,01,영업/정상
KING 프라자,,204247.213401781,461131.830916668,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 창동 5-1 KING 프라자,KING 프라자,공공용시설,2026-03-19 14:31:17,,2019-06-01,2.38,서울특별시 도봉구 창동 5-1 KING 프라자,3090000-E201900012,3090000,,"서울특별시 도봉구 마들로11가길 16, KING 프라자 (창동)",01414,01,영업/정상
타워텔빌딩,,204303.405,461147.92,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 창동 6-1,타워텔빌딩,공공용시설,2026-03-19 14:31:30,,2019-06-01,.3,서울특별시 도봉구 창동 6-1,3090000-E201900013,3090000,,서울특별시 도봉구 마들로11가길 13-6 (창동),01414,01,영업/정상
대동빌딩(스카이요양병원),,202794.358626436,462181.548748132,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 방학동 669-1,대동빌딩(스카이요양병원),공공용시설,2026-03-19 14:31:43,,2019-06-01,6,서울특별시 도봉구 방학동 669-1,3090000-E201900014,3090000,,서울특별시 도봉구 방학로 177 (방학동),01384,01,영업/정상
창동 아우르네,,204167.266663896,461439.392577545,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 창동 1-8 창동 아우르네,창동 아우르네,공공용시설,2026-03-19 14:31:54,,2019-09-01,23.9,서울특별시 도봉구 창동 1-8 창동 아우르네,3090000-E201900015,3090000,,"서울특별시 도봉구 마들로13길 84, 창동 아우르네 (창동)",01411,01,영업/정상
무궁화빌딩,,204103.496028065,463663.845683785,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 도봉동 626-92 무궁화빌딩,무궁화빌딩,공공용시설,2026-03-19 14:32:07,,2019-12-01,.28,서울특별시 도봉구 도봉동 626-92 무궁화빌딩,3090000-E201900016,3090000,,"서울특별시 도봉구 도봉로164길 43, 무궁화빌딩 (도봉동)",01322,01,영업/정상
쌍문그린스테이트빌딩,,202472.188994485,460959.462860458,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 쌍문동 311 쌍문그린스테이트빌딩,쌍문그린스테이트빌딩,공공용시설,2026-03-19 14:32:21,,2019-12-01,.7,서울특별시 도봉구 쌍문동 311 쌍문그린스테이트빌딩,3090000-E201900017,3090000,,"서울특별시 도봉구 시루봉로 2, 쌍문그린스테이트빌딩 (쌍문동)",01438,01,영업/정상
북한산코오롱하늘채아파트,,201977.577531987,460653.07383973,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 쌍문동 732 북한산코오롱하늘채아파트,북한산코오롱하늘채아파트,공공용시설,2026-03-19 14:32:33,,2019-12-01,4.5,서울특별시 도봉구 쌍문동 732 북한산코오롱하늘채아파트,3090000-E201900018,3090000,,"서울특별시 도봉구 우이천로 367 (쌍문동, 북한산코오롱하늘채아파트)",01370,01,영업/정상
인재빌딩,,203156.270172004,461118.070130743,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 쌍문동 81-50,인재빌딩,공공용시설,2026-03-19 14:32:45,,2019-12-01,4.17,서울특별시 도봉구 쌍문동 81-50,3090000-E201900019,3090000,,서울특별시 도봉구 도봉로 527 (쌍문동),01440,01,영업/정상
다모아빌딩,,204238.33386129,461159.384486912,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 창동 5 창동다모아빌딩,다모아빌딩,공공용시설,2026-03-19 14:32:57,,2019-12-01,4.17,서울특별시 도봉구 창동 5 창동다모아빌딩,3090000-E201900020,3090000,,"서울특별시 도봉구 마들로11가길 12, 창동다모아빌딩 (창동)",01414,01,영업/정상
도봉 힐스테이트 웰가,,204199.156989282,464552.486156478,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 도봉동 63 힐스테이트 도봉역 웰가,도봉 힐스테이트 웰가,공공용시설,2026-03-19 14:33:51,,2021-07-01,30,서울특별시 도봉구 도봉동 63 힐스테이트 도봉역 웰가,3090000-E202100003,3090000,,"서울특별시 도봉구 도봉로180나길 19 (도봉동, 힐스테이트 도봉역 웰가)",01319,01,영업/정상
쌍문동 청년주택,,202807.994312282,460388.582450382,2026-03-20 22:26:56,I,18,사용중,서울특별시 도봉구 쌍문동 103-6,쌍문동 청년주택,공공용시설,2026-03-19 14:34:09,,2021-11-01,3,서울특별시 도봉구 쌍문동 103-6,3090000-E202100004,3090000,,서울특별시 도봉구 도봉로 445 (쌍문동),01448,01,영업/정상
임용오,,206531.671949406,435871.945912319,2026-03-20 03:03:03,U,18,사용중,경기도 성남시 수정구 상적동 240-30,임용오,공공용시설,2026-03-19 17:10:18,,2016-03-09,25,경기도 성남시 수정구 상적동 240-30,3790000-E201600001,3780000,,경기도 성남시 수정구 달래내로 343 (상적동),,01,영업/정상
약수탕,,191374.483103698,440359.640868611,2026-03-20 03:03:03,U,18,사용중,서울특별시 금천구 독산동 1041-32 약수대중사우나,약수탕,공공용시설,2026-03-19 15:00:55,,2009-11-20,62,서울특별시 금천구 독산동 1041-32 약수대중사우나,3170000-E200900010,3170000,,"서울특별시 금천구 독산로64가길 7, 약수대중사우나 (독산동)",08559,01,영업/정상
남대문중학교 비상급수시설,,204789.87735467,457381.988634604,2026-03-20 03:03:03,U,18,사용중,서울특별시 성북구 장위동 322-1 남대문중학교,남대문중학교 비상급수시설,정부지원시설,2026-03-19 14:53:27,,1976-07-05,137,서울특별시 성북구 장위동 322-1 남대문중학교,3070000-E197600004,3070000,,"서울특별시 성북구 한천로 660-30, 남대문중학교 (장위동)",02763,01,영업/정상
연희파크푸르지오,,193618.634038688,452601.588106893,2026-03-20 03:03:03,U,18,사용중,서울특별시 서대문구 연희동 747 연희파크푸르지오,연희파크푸르지오,정부지원시설,2026-03-19 16:36:14,,2018-12-03,150,서울특별시 서대문구 연희동 747 연희파크푸르지오,3120000-E198800005,3120000,,"서울특별시 서대문구 홍제천로 136 (연희동, 연희파크푸르지오)",03695,01,영업/정상
미시간모텔,,201575.016673011,454108.428368068,2026-03-20 03:03:03,U,18,사용중,서울특별시 성북구 동선동2가 34,미시간모텔,공공용시설,2026-03-19 14:55:48,,2016-03-24,50,서울특별시 성북구 동선동2가 34,3070000-E201600001,3070000,,서울특별시 성북구 고려대로7길 88 (동선동2가),02849,01,영업/정상
와우산배수지,,193772.238198871,450047.697524774,2026-03-20 03:03:03,U,18,사용중,서울특별시 마포구 창전동 3-189 공중화장실,와우산배수지,공공용시설,2026-03-19 14:59:00,,2018-01-19,110,서울특별시 마포구 창전동 3-189 공중화장실,3130000-E201800001,3130000,,"서울특별시 마포구 와우산로30길 37, 공중화장실 (창전동)",04065,01,영업/정상
