사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,판매방식명,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
케이에이애비뉴,종합몰,2026-05-22,203744.605,441549.375,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 10:57:17,,2025-02-13,,서울특별시 서초구 양재동 ***-* 진우빌딩,2025321015330200472,인터넷,3210000,"서울특별시 서초구 마방로**길 **-**, 진우빌딩 *층 (양재동)",06776,,05,제외/삭제/전출,,,
일공이팔,교육/도서/완구/오락 의류/패션/잡화/뷰티,2026-05-22,214716.737424705,437459.264613668,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 14:08:28,,2023-05-22,,경기도 성남시 중원구 상대원동 ***,2023378021930202427,인터넷,3780000,경기도 성남시 중원구 박석로**번길 **-* (상대원동),13235,,05,제외/삭제/전출,,,
합동상회,종합몰,,203171.974508939,439620.265870293,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 09:05:30,,2007-01-12,,서울특별시 서초구 양재동 *** 양곡도매시장,2007321007630209260,인터넷,3210000,"서울특별시 서초구 양재대로**길 **, 양곡도매시장 (양재동)",06804,,01,영업/정상,,,02-576-8337
주식회사 공준모,교육/도서/완구/오락,2026-05-22,202835.924249933,443051.27224413,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 10:53:22,,2014-09-23,,서울특별시 강남구 도곡동 ***번지 *호,2014322016230202666,인터넷,3220000,"서울특별시 강남구 도곡로 ***, *층 (도곡동, 서한빌딩)",,,05,제외/삭제/전출,,,02-6245-7770
스튜디오본,기타,,340088.787968325,522096.467529338,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 10:22:23,,2021-02-04,,강원특별자치도 속초시 조양동 **** 양우내안애 오션스카이 아파트,2022423010930200019,인터넷,4231000,"강원특별자치도 속초시 청호로 *, ***동 ***호 (조양동, 양우내안애 오션스카이 아파트)",24886,,01,영업/정상,,,
주식회사 일삼일,종합몰 교육/도서/완구/오락 컴퓨터/사무용품 의류/패션/잡화/뷰티,,192744.720506849,450034.025927102,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 15:56:21,,2022-03-25,,서울특별시 마포구 서교동 ***-*,2022313022530201023,"인터넷, 카다로그, 신문잡지",3130000,"서울특별시 마포구 잔다리로 **, 정원빌딩 *층 ****호 (서교동)",04038,,01,영업/정상,,,
㈜서진산전,기타,2026-05-22,191226.287379467,437914.06299827,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 15:22:46,,2020-10-29,,서울특별시 금천구 시흥동 *** 시흥유통상가,2020317023530202480,인터넷,3170000,"서울특별시 금천구 시흥대로 **, 시흥유통상가 *동 ***호 (시흥동)",08639,,05,제외/삭제/전출,,,031-248-4173
로아벨라,의류/패션/잡화/뷰티,2026-05-22,190571.011617033,456226.711628653,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 17:19:19,,2024-04-01,,경기도 고양시 덕양구 향동동 ***,2024395005230202832,인터넷,3940000,"경기도 고양시 덕양구 향동로 ***, *층 B***호 (향동동)",10545,,05,제외/삭제/전출,,,
꿈빛나무,종합몰,2026-05-22,206684.48300903,450329.692026701,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 16:37:08,,2021-10-18,,서울특별시 광진구 군자동 **-**,2021304019030202193,인터넷,3040000,"서울특별시 광진구 군자로 ***, ***호 (군자동)",04996,,05,제외/삭제/전출,,,
잉글리쉬토피아 (주),교육/도서/완구/오락 종합몰,,199100.020019967,436409.924391081,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 10:10:22,,2008-01-04,,"경기도 과천시 중앙동 ** 힐스테이트 과천중앙 ***동 ***,*호",2024397012030200112,"TV홈쇼핑, 인터넷, 카다로그, 신문잡지, 기타",3970000,"경기도 과천시 관문로 **, 힐스테이트 과천중앙 ***동 ***,***호 (중앙동)",13807,,01,영업/정상,,,02-594-9696
10008 (만팔),종합몰,2026-05-22,201718.57094684,455945.998146142,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 09:10:59,,2025-03-20,,서울특별시 성북구 길음동 **** 래미안길음*차,2025307029930200356,인터넷,3070000,"서울특별시 성북구 길음로*길 **, ***동 ***호 (길음동, 래미안길음*차)",02721,,03,폐업,,,
맘앤맘 협동조합,기타,,209593.8084178,387955.830152995,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 09:21:23,,2021-05-12,,경기도 평택시 비전동 ***-***,2021391039730200487,"인터넷, 기타",3910000,"경기도 평택시 신한*길 *, 지하*층 (비전동)",17899,,01,영업/정상,,,
리바이스트라우스코리아 주식회사,의류/패션/잡화/뷰티,,203554.57943087,446755.313661318,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 12:49:09,,2017-06-15,,서울특별시 강남구 청담동 *번지 **호,2017322016230202417,인터넷,3220000,"서울특별시 강남구 도산대로 ***, **층 (청담동)",06062,,01,영업/정상,,,02-528-8800
라온스토어,자동차/자동차용품,2026-05-22,177951.347496968,470439.643232773,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 17:57:41,,2021-06-16,,경기도 파주시 와동동 ****-*,2021406040730201730,인터넷,4060000,"경기도 파주시 가람로**번길 **-**, ***호 (와동동)",10870,,03,폐업,,,
"주식회사 이에스커넥트(ES CONNECT Co., LTD.)",기타,,197980.009436798,419592.703979664,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 11:06:13,,2016-03-17,,경기도 수원시 권선구 구운동 *** KT서수원지사,2016376003430200112,인터넷,3740000,"경기도 수원시 권선구 수인로 ***, KT서수원지사 *층 (구운동)",16426,,01,영업/정상,,,031-269-3071
투맨,레져/여행/공연 기타,,222009.031084421,462264.625228593,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 11:50:01,,2025-05-29,,경기도 남양주시 호평동 ***-** ***동 A***호,2020399036930226963,인터넷,3990000,"경기도 남양주시 천마산로**번길 **, ***동 A***호 (호평동)",12141,,01,영업/정상,,,
로이샵(Roy_Shop),종합몰 가전 컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티 성인/성인용품,2026-05-22,209646.808901447,406310.207538418,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 15:14:56,,2020-05-08,,경기도 화성시 동탄구 장지동 ***번지 동탄* 롯데캐슬,2020553041530200702,인터넷,5530000,"경기도 화성시 동탄구 동탄대로*길 **, ****동 ****호 (장지동, 동탄* 롯데캐슬)",18507,,03,폐업,,,
주식회사 우리함께같이컴퍼니,기타,2026-05-22,197591.734240012,432509.367799388,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 10:43:26,,2021-05-10,,경기도 안양시 동안구 관양동 ***,2022385003730201830,인터넷,3830000,"경기도 안양시 동안구 흥안대로 ***-**, *동 ***호 (관양동)",14058,,05,제외/삭제/전출,,,
은평정상어학원,교육/도서/완구/오락,,192609.292631159,456777.586555058,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 14:19:16,,2013-04-24,,서울특별시 은평구 갈현동 ***-* (주)신한방갈현동빌딩,2013311013130200292,인터넷,3110000,"서울특별시 은평구 연서로 ***, (주)신한방갈현동빌딩 *층 ***,***호 (갈현동)",03336,,01,영업/정상,,,02-355-1813
모아데코,종합몰,2026-05-21,179193.430179448,443174.977862821,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 11:40:58,,2025-09-08,,경기도 부천시 원미구 중동 **** 팰리스카운티,2025387100730201822,인터넷,3860000,"경기도 부천시 원미구 장말로***번길 *, 팰리스카운티 *층 ***-S*호 (중동)",14619,,03,폐업,,,
미스터쭈 산채향가마솥,건강/식품,2026-05-22,193940.065953815,428691.611656145,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 17:51:31,,2021-08-09,,경기도 군포시 산본동 ****-* 미성빌딩,2021402022730200858,인터넷,4020000,"경기도 군포시 산본로***번길 *-**, 미성빌딩 ***,***호호 (산본동)",15865,,03,폐업,,,
보라보라,종합몰,,192907.612619295,455890.969918232,2026-05-23 03:03:03,U,02,휴업처리,2026-05-22 10:37:47,,2023-05-22,,서울특별시 은평구 역촌동 **-* 거성리젠시,2023311021730200988,인터넷,3110000,"서울특별시 은평구 진흥로*가길 *, ***호 (역촌동, 거성리젠시)",03403,,02,휴업,2026-05-22,2027-05-20,
몸그룹 주식회사(MoM Group),의류/패션/잡화/뷰티,,192311.642580307,449855.643910445,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 11:51:14,,2023-05-23,,서울특별시 마포구 서교동 *** 메세나폴리스,2023313025530203241,인터넷,3130000,"서울특별시 마포구 양화로 **, 몰동 *층 ***호,***호 (서교동, 메세나폴리스)",04036,,01,영업/정상,,,
연다담,기타,,,,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 10:09:05,,2020-07-17,,경기도 과천시 갈현동 ***-* *층,2020397009430200158,인터넷,3970000,"경기도 과천시 과천대로*바길 *, *층 (갈현동)",13840,,01,영업/정상,,,
루미노(RUMINO),기타,2026-04-14,212347.015693468,437237.638713697,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 14:47:31,,2024-07-30,,경기도 성남시 중원구 성남동 ****,2024378021930203030,인터넷,3780000,"경기도 성남시 중원구 산성대로 지하***-*, E동 다열 *호 (성남동)",13337,,03,폐업,,,
별님상점,종합몰,2026-05-22,204596.386898687,444623.044946341,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 14:01:39,,2025-05-28,,서울특별시 강남구 대치동 ***-**,2025322024930202945,인터넷,3220000,"서울특별시 강남구 선릉로**길 **, *층 (대치동)",06197,,03,폐업,,,
유한회사 심성무역,종합몰 의류/패션/잡화/뷰티,,202193.920856835,443717.690282156,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 17:01:30,,2024-07-29,,서울특별시 서초구 서초동 ****-* 풍림아이원매직,2024321015330202963,인터넷,3210000,"서울특별시 서초구 강남대로**길 **, 풍림아이원매직 ***호 (서초동)",06619,,01,영업/정상,,,
에덴챔버스(EdenChambers),종합몰,2026-05-23,218920.080897384,418425.915010283,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 13:46:00,,2025-06-09,,경기도 용인시 처인구 포곡읍 둔전리 ***-** 대두빌딩,2025562002730201794,인터넷,4050000,"경기도 용인시 처인구 포곡읍 포곡로 **, ***호 E***(대두빌딩)",17027,,03,폐업,,,
에이드트레이딩1,종합몰,2026-05-23,171750.828525143,460631.347169134,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 17:34:08,,2023-01-09,,경기도 김포시 운양동 **** 전원마을월드*단지아파트,2023409039930200202,인터넷,4090000,"경기도 김포시 김포한강**로 ***, ***동 ***호 (운양동, 전원마을월드*단지아파트)",10077,,03,폐업,,,
닥터그린사랑,기타,2026-05-22,202943.508084472,445273.714016107,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 13:51:53,,2023-04-13,,서울특별시 강남구 논현동 ***-* 논현동연립주택,2025322024930204574,인터넷,3220000,"서울특별시 강남구 논현로***길 **, ***호 (논현동, 논현동연립주택)",06107,,03,폐업,,,
이안파트너스,종합몰,2026-05-22,176974.2639951,469043.720208387,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 17:59:11,,2022-01-06,,경기도 파주시 목동동 **** 목동프라자,2022406040730200086,인터넷,4060000,"경기도 파주시 교하로***번길 **, ***호-A*** (목동동)",10900,,03,폐업,,,
픽커,종합몰,,206020.3927152,472236.910192015,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 17:24:15,,2019-10-01,,경기도 의정부시 금오동 ***-* 성산타워,2019382023930200279,인터넷,3820000,"경기도 의정부시 청사로**번길 **, 성산타워 ***-B**호 (금오동)",11757,,01,영업/정상,,,
프위즈,종합몰,,179028.379156296,465317.214764235,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 10:09:56,,2024-06-03,,경기도 고양시 일산서구 탄현동 ****-*,2024396012830201162,인터넷,3940000,"경기도 고양시 일산서구 산현로**번길 *-*, ***-Q***호 (탄현동)",10343,,01,영업/정상,,,
카페오구네,기타,2026-05-21,240512.393013994,419973.713950454,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 10:49:34,,2024-03-12,,경기도 이천시 갈산동 ***-* 주공프라자 ***호,2024407023630200185,인터넷,4070000,"경기도 이천시 영창로 ***, 주공프라자 ***호 (갈산동)",17361,,03,폐업,,,
리치빌,종합몰,2026-05-22,186646.616867435,422716.613445175,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 15:22:23,,2024-11-05,,경기도 안산시 상록구 이동 ***-* 월드프라자 ***동 ****호,2024393048230206437,인터넷,3930000,"경기도 안산시 상록구 중보로 **, 월드프라자 ***동 ****호 (이동)",15495,,03,폐업,,,
메이포(mayfour),종합몰,2026-05-23,182789.989189336,424495.107674859,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 15:58:15,,2024-11-22,,경기도 안산시 단원구 초지동 *** 초지역메이저타운푸르지오-메트로단지,2024393048230206713,인터넷,3930000,"경기도 안산시 단원구 화랑로 ***, ***동 ****호 (초지동, 초지역메이저타운푸르지오-메트로단지)",15395,,03,폐업,,,
블랑꼬,종합몰,2026-05-22,190364.652010662,447158.946262059,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 11:59:15,,2022-07-08,,서울특별시 영등포구 양평동*가 ** 이앤씨드림타워,2022318024730201889,인터넷,3180000,"서울특별시 영등포구 선유로 ***, 이앤씨드림타워 *층 ***호 (양평동*가)",07255,,03,폐업,,,
제이엘뷰티,의류/패션/잡화/뷰티,,208340.659370942,444283.764274575,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 16:42:42,,2025-02-12,,서울특별시 송파구 삼전동 *** 우진빌딩 *층,2025323029130200581,인터넷,3230000,"서울특별시 송파구 백제고분로**길 **, 우진빌딩 *층 (삼전동)",05586,,01,영업/정상,,,
상아씨앤에스,기타 종합몰,2026-05-22,200456.863755217,418548.319004314,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 10:05:13,,2013-11-26,,경기도 수원시 팔달구 매산로*가 **번지 *호 삼호골든프라자,2013375003230200242,"TV홈쇼핑, 인터넷, 카다로그, 신문잡지",3740000,"경기도 수원시 팔달구 매산로 **, 골든프라자 *층 ***호 (매산로*가)",16456,,03,폐업,,,031-245-1600
쇼핑로드,종합몰,,176194.216987428,429583.715452083,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 09:35:58,,2025-02-05,,경기도 시흥시 배곧동 ***-* 배곧두손지젤타워,2025401031730200491,인터넷,4010000,"경기도 시흥시 서울대학로***번길 **, 배곧두손지젤타워 *층 B***-A***호 (배곧동)",15011,,01,영업/정상,,,
(주)현일,종합몰,,204508.629898694,444898.167677417,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 13:43:40,,2024-09-03,,서울특별시 강남구 삼성동 ***-** 삼성동 한양립스 아파트,2024322024930205554,인터넷,3220000,"서울특별시 강남구 선릉로**길 **-*, ***호 (삼성동, 삼성동 한양립스 아파트)",06160,,01,영업/정상,,,
안드레,의류/패션/잡화/뷰티 종합몰,2026-05-22,199563.522018833,442988.33600434,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 09:33:49,,2007-03-22,,서울특별시 서초구 방배동 ***-**,2025321015330203020,인터넷,3210000,"서울특별시 서초구 서초대로**길 **-*, ***호 (방배동)",06588,,05,제외/삭제/전출,,,
(주) 이지식스 코리아,레져/여행/공연 자동차/자동차용품,,202919.814919942,444738.039852163,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 14:16:40,,2017-11-14,,서울특별시 강남구 역삼동 ***번지 **호,2020322023630203404,인터넷,3220000,"서울특별시 강남구 봉은사로**길 **-*, 지하*층,지하*층,지상*층,지상*층 (역삼동)",06126,,01,영업/정상,,,
에덴픽(edenpick),종합몰,2026-05-23,243274.929406819,443226.923588779,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 17:33:13,,2025-04-24,,경기도 양평군 양평읍 양근리 ***-*,2025417023230200972,인터넷,4170000,"경기도 양평군 양평읍 양평시장길**번길 *, *층 ***호-C***",12556,,03,폐업,,,
미스틱팩토리,교육/도서/완구/오락,,190005.132500398,445250.538868558,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 13:25:59,,2024-04-18,,서울특별시 구로구 신도림동 *** 신도림*차푸르지오,2024316015930201119,인터넷,3160000,"서울특별시 구로구 경인로 ***, 신도림*차푸르지오 ***동 ***호 (신도림동)",08208,,01,영업/정상,,,
바잉피크,종합몰,2026-05-20,210314.39,462650.455,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 11:30:26,,2025-08-29,,경기도 남양주시 별내동 ***-*,2025399033630201726,인터넷,3990000,"경기도 남양주시 별내*로 ***, 스카이프라자 ***호 고객번호 ****** (별내동)",12097,,03,폐업,,,
메르헨,종합몰,2026-05-23,185499.635,423575.89,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 15:50:36,,2024-04-29,,경기도 안산시 단원구 고잔동 ***-*,2024393048230202625,인터넷,3930000,"경기도 안산시 단원구 이삭로 *, *층 (고잔동)",15466,,03,폐업,,,
남경 N.L.C.Ltd,종합몰 컴퓨터/사무용품 의류/패션/잡화/뷰티 자동차/자동차용품,2026-05-21,175820.421330517,429682.135298707,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 09:39:44,,2020-08-05,,경기도 시흥시 정왕동 **** 시흥배곧 아브뉴프랑 센트럴 오렌지 ***호,2020401031730201659,인터넷,4010000,"경기도 시흥시 서울대학로***번길 **, 시흥배곧 아브뉴프랑 센트럴 오렌지 ***호 (정왕동)",15011,,03,폐업,,,031-362-4161
(주)골프존,종합몰 기타,,204760.329339082,446798.455908305,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 13:26:20,,2015-05-01,,서울특별시 강남구 청담동 **번지 **호,2019322023630201705,"TV홈쇼핑, 인터넷",3220000,"서울특별시 강남구 영동대로 ***, 골프존타워서울 **층, **~**층, **층 (청담동)",06072,,01,영업/정상,,,02-1577-4333
진기혁,기타,2026-05-22,277453.036175427,431403.392608011,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 13:04:17,,2023-02-27,,강원특별자치도 원주시 지정면 가곡리 **** 원주기업도시 *단지 호반베르디움,2023419032230200363,기타,4191000,"강원특별자치도 원주시 지정면 가곡로 ***, ***동 ****호 (원주기업도시 *단지 호반베르디움)",26352,,05,제외/삭제/전출,,,
더블에이치시스템즈,종합몰,,188686.846664111,448854.579418287,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 17:01:22,,2023-03-06,,서울특별시 양천구 목동 *** 건영아파트,2023314016730200470,"TV홈쇼핑, 인터넷, 기타",3140000,"서울특별시 양천구 목동중앙본로**길 **, ***동 ****호 (목동, 건영아파트)",07974,2025-12-01,01,영업/정상,,,
파이어너(Pioneur),기타,2026-05-22,210628.332359304,424663.653140083,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 13:49:38,,2024-03-25,,경기도 용인시 수지구 죽전동 **** 꽃메마을아이파크,2024564001830200716,인터넷,4050000,"경기도 용인시 수지구 죽전로 ***, ***동 ***호 (죽전동, 꽃메마을아이파크)",16899,,05,제외/삭제/전출,,,
정직한청소마포용산서대문지점,기타,2026-05-22,195766.588069694,449083.306922623,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 11:26:25,,2024-09-11,,서울특별시 마포구 공덕동 *** 한국사회복지회관 르네상스타워,2024313025530202998,"인터넷, 기타",3130000,"서울특별시 마포구 만리재로 **, 한국사회복지회관 르네상스타워 ****호 (공덕동)",04195,,03,폐업,,,
카밀로,종합몰,2026-05-22,192730.376890748,450187.395198752,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 11:37:00,,2022-04-08,,서울특별시 마포구 서교동 ***-**,2022313022530201154,인터넷,3130000,"서울특별시 마포구 양화로**안길 **, *층 ***호 (서교동)",04031,,03,폐업,,,
(주) 오하이코리아,종합몰 가전 건강/식품 의류/패션/잡화/뷰티,2026-05-22,202867.986572203,455253.259158163,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 16:00:20,,2022-02-18,,서울특별시 성북구 종암동 **-** *층,2022307028630200346,"TV홈쇼핑, 인터넷, 기타",3070000,"서울특별시 성북구 종암로**길 **-*, *층 (종암동)",02804,,05,제외/삭제/전출,,,
스토리영,종합몰,2026-05-22,198324.653631679,452252.812389497,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 09:40:32,,2022-09-29,,서울특별시 종로구 수송동 ** 두산위브파빌리온,2022300020230201389,인터넷,3000000,"서울특별시 종로구 삼봉로 **, 두산위브파빌리온 ***호 (수송동)",03150,,05,제외/삭제/전출,,,
