사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,판매방식명,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
주식회사 대진글로벌,기타,,179241.223282297,435476.018041694,2026-04-17 03:03:03,U,01,정상영업,2026-04-16 10:59:31,,2015-12-15,,,2015401023930200691,인터넷,4010000,"경기도 시흥시 신현로 *** (방산동, 대진케미칼)",14959,,01,영업/정상,,,031-435-8746
글로벌 뷰티,의류/패션/잡화/뷰티,,212480.463676316,450472.374955204,2026-04-17 03:03:03,U,07,직권말소,2026-04-16 15:12:03,,2024-04-29,,서울특별시 강동구 암사동 ***-* 강동 롯데캐슬퍼스트아파트,2024324028930200913,인터넷,3240000,"서울특별시 강동구 고덕로 ***, **층 *호 (암사동, 강동 롯데캐슬퍼스트아파트)",05236,,04,취소/말소/만료/정지/중지,,,
디자인 아난,종합몰 교육/도서/완구/오락 가구/수납용품 의류/패션/잡화/뷰티,,194239.892705809,452232.942783244,2026-04-17 03:03:03,U,01,정상영업,2026-04-16 17:41:26,,2016-11-16,,서울특별시 서대문구 연희동 **-**,2016312018330200666,인터넷,3120000,"서울특별시 서대문구 연희로 ***, ***호 (연희동)",03723,,01,영업/정상,,,
카시아속초호텔앤리조트 주식회사,레져/여행/공연,,341006.503840998,520449.969876936,2026-04-17 03:03:03,U,01,정상영업,2026-04-16 09:31:28,,2024-04-08,,강원특별자치도 속초시 대포동 ***,2024423101430200095,기타,4231000,강원특별자치도 속초시 대포항희망길 *** (대포동),24901,,01,영업/정상,,,
주식회사 카르페디엠,레져/여행/공연,2026-04-17,183376.164106208,441604.334012265,2026-04-17 03:03:03,U,03,폐업처리,2026-04-16 16:13:47,,2010-09-28,,경기도 부천시 소사구 괴안동 ***번지 *호,2012386029130200497,인터넷,3860000,"경기도 부천시 소사구 양지로**번길 *, 양지빌딩 지하*층 (괴안동)",14781,,03,폐업,,,070-4806-7100
주식회사 하루담,의류/패션/잡화/뷰티,2026-04-16,182800.783926613,429794.882209076,2026-04-17 03:03:03,U,05,타시군구이관,2026-04-16 09:46:46,,2025-07-17,,경기도 시흥시 능곡동 ***-* 센텀시티,2025401031730202167,인터넷,4010000,"경기도 시흥시 능곡번영길 **, 센텀시티 *층 ***-**호 (능곡동)",14999,,05,제외/삭제/전출,,,
더 레드,기타,2026-04-16,190491.833060361,442477.332680657,2026-04-17 03:03:03,U,05,타시군구이관,2026-04-16 10:30:57,,2020-04-24,,서울특별시 구로구 구로동 ***-** 에이스테크노타워Ⅲ,2021316015930202077,인터넷,3160000,"서울특별시 구로구 디지털로**길 **, 에이스테크노타워Ⅲ *층 ***호 A***호 (구로동)",08381,,05,제외/삭제/전출,,,
트윙클조명,기타,2026-04-16,199991.744334308,451417.933247212,2026-04-17 03:03:03,U,05,타시군구이관,2026-04-16 14:24:13,,2020-07-22,,서울특별시 중구 오장동 ***-**,2024301020530201113,인터넷,3010000,"서울특별시 중구 을지로**길 **-*, *공구*층 ***호 (오장동)",04547,,05,제외/삭제/전출,,,
셉템버 프로젝트 (September Project),의류/패션/잡화/뷰티,,205712.343658029,448323.950423568,2026-04-17 03:03:03,U,01,정상영업,2026-04-16 10:38:32,,2024-10-29,,서울특별시 광진구 자양동 ***-**,2024304019030201760,인터넷,3040000,서울특별시 광진구 뚝섬로**길 ** (자양동),05077,,01,영업/정상,,,
제인에뜨왈,종합몰 교육/도서/완구/오락 가전 컴퓨터/사무용품 가구/수납용품 성인/성인용품 의류/패션/잡화/뷰티 자동차/자동차용품 레져/여행/공연 상품권 건강/식품,,214664.448707872,449988.903849666,2026-04-17 03:03:03,U,07,직권말소,2026-04-16 10:46:36,,2024-05-23,,서울특별시 강동구 상일동 *** 고덕센트럴 IPARK,2024324028930201076,인터넷,3240000,"서울특별시 강동구 고덕로**길 **, ***동 ****호 (상일동, 고덕센트럴 IPARK)",05276,,04,취소/말소/만료/정지/중지,,,
골드리본,종합몰 의류/패션/잡화/뷰티 가구/수납용품,2026-04-16,367493.119161669,473356.734638226,2026-04-17 03:03:03,U,05,타시군구이관,2026-04-16 13:44:58,,2025-12-04,,강원특별자치도 강릉시 노암동 ***-*,2025420101930200514,인터넷,4201000,"강원특별자치도 강릉시 노암길 **, 지하 *층 (노암동)",25592,,05,제외/삭제/전출,,,
라이프스토리,종합몰,,215144.766442481,452305.723682264,2026-04-17 03:03:03,U,07,직권말소,2026-04-16 15:36:14,,2024-03-28,,서울특별시 강동구 강일동 *** 강동리버스트*단지,2024324028930200759,인터넷,3240000,"서울특별시 강동구 아리수로**가길 ***, ***동 ****호 (강일동, 강동리버스트*단지)",05414,,04,취소/말소/만료/정지/중지,,,
내건강도와줘,건강/식품,2026-04-16,204974.499676758,488524.999696485,2026-04-17 03:03:03,U,05,타시군구이관,2026-04-16 10:04:19,,2025-09-05,,경기도 동두천시 생연동 ***-**,2025392011830200183,인터넷,3920000,"경기도 동두천시 평화로 ****, ***호 (생연동)",11316,,05,제외/삭제/전출,,,
감자먹은 존슨,종합몰 건강/식품 상품권,2026-05-08,185192.098012584,443482.084904501,2026-04-17 03:03:03,U,03,폐업처리,2026-04-16 14:22:09,,2019-06-10,,서울특별시 구로구 궁동 ***번지 **호,2019316015930200958,"인터넷, 기타",3160000,"서울특별시 구로구 부일로 ***, *층 (궁동)",08256,,03,폐업,,,02-2611-9295
(주)엠와이에스,의류/패션/잡화/뷰티,2026-04-16,178771.250063023,469568.702177656,2026-04-17 03:03:03,U,05,타시군구이관,2026-04-16 11:34:04,,2018-02-08,,경기도 파주시 와동동 **** 운정법조타운,2022406040730202974,인터넷,4060000,"경기도 파주시 금바위로 **, 운정법조타운 *층 ***호 (와동동)",10894,,05,제외/삭제/전출,,,
사단법인 국제스포츠지도자협회,상품권 기타,,203588.048190661,446183.368328818,2026-04-17 03:03:03,U,01,정상영업,2026-04-16 15:49:11,,2022-11-09,,서울특별시 강남구 청담동 ** 청담빌딩,2022322024930206060,인터넷,3220000,"서울특별시 강남구 선릉로 ***, **층 ***호 청담빌딩 (청담동)",06069,,01,영업/정상,,,
또또이즘,종합몰,2026-04-16,203380.878799238,472273.139796811,2026-04-17 03:03:03,U,03,폐업처리,2026-04-16 10:39:03,,2022-04-12,,경기도 의정부시 가능동 ***-*,2022382023930200168,인터넷,3820000,"경기도 의정부시 의정로***번길 ***-*, *층 (가능동)",11677,,03,폐업,,,
옴니콤미디어그룹코리아 주식회사,자동차/자동차용품,,202025.925476246,446222.990609811,2026-04-17 03:03:03,U,01,정상영업,2026-04-16 15:11:27,,2022-05-02,,서울특별시 강남구 신사동 *** 제이타워,2022322024930202489,인터넷,3220000,"서울특별시 강남구 도산대로 ***, *층 제이타워 (신사동)",06036,,01,영업/정상,,,
머-지,종합몰,,256290.371152252,441544.540050488,2026-04-17 03:03:03,U,01,정상영업,2026-04-16 11:25:03,,2024-01-19,,경기도 양평군 지평면 지평리 ***-*,2024417019130200166,"인터넷, 기타",4170000,"경기도 양평군 지평면 지평시장*길 *, *층 ***-D**호",12541,,01,영업/정상,,,
이가자헤어비스 상봉홈플러스점,의류/패션/잡화/뷰티,2024-05-07,207923.745922676,455090.718335439,2026-04-17 03:03:03,U,03,폐업처리,2026-04-16 11:17:00,,2021-05-28,,서울특별시 중랑구 상봉동 *** 상봉 프레미어스 엠코 *층,2021306017630200998,인터넷,3060000,"서울특별시 중랑구 망우로 ***, *층 (상봉동, 상봉 프레미어스 엠코)",02087,,03,폐업,,,02-491-8883
세레나컴퍼니,종합몰,2026-04-17,183515.10497574,452340.255955496,2026-04-17 03:03:03,U,03,폐업처리,2026-04-16 19:37:44,,2023-07-18,,서울특별시 강서구 방화동 ***-**,2024315020030202075,인터넷,3150000,"서울특별시 강서구 양천로 **, ***-C**호 (방화동)",07604,,03,폐업,,,
파주댁네 슈퍼,종합몰,2026-04-16,179377.05694409,472652.652551911,2026-04-17 03:03:03,U,05,타시군구이관,2026-04-16 15:03:22,,2024-11-06,,경기도 파주시 금촌동 *** 새꽃마을뜨란채,2025406050730201427,인터넷,4060000,"경기도 파주시 번영로 **, ***동 ****호 (금촌동, 새꽃마을뜨란채)",10914,,05,제외/삭제/전출,,,
여린컴퍼니,종합몰,2026-04-16,243545.25089961,443446.658362449,2026-04-17 03:03:03,U,03,폐업처리,2026-04-16 09:50:19,,2023-07-10,,경기도 양평군 양평읍 양근리 ***-*,2023417019130200549,인터넷,4170000,"경기도 양평군 양평읍 관문길 **, *층 ***-B**호",12552,,03,폐업,,,
티오,가구/수납용품 의류/패션/잡화/뷰티,2025-12-31,180137.116019995,472305.937746271,2026-04-17 03:03:03,U,03,폐업처리,2026-04-16 09:33:51,,2025-08-08,,경기도 파주시 금촌동 **** 쇠재마을뜨란채,2025406050730203192,인터넷,4060000,"경기도 파주시 쇠재로 ***, ***동 ****호 (금촌동, 쇠재마을뜨란채)",10919,,03,폐업,,,
숨메이트(sooMate),의류/패션/잡화/뷰티,2026-04-16,204188.365542495,471208.516677146,2026-04-17 03:03:03,U,05,타시군구이관,2026-04-16 17:42:08,,2023-07-18,,경기도 의정부시 의정부동 ***-**,2023382023930200502,인터넷,3820000,"경기도 의정부시 호국로****번길 *, 우미쁘띠린 *동 *층 ***호 (의정부동)",11692,,05,제외/삭제/전출,,,
리틀바이코지,의류/패션/잡화/뷰티,2026-04-16,191571.107171143,451376.022525144,2026-04-17 03:03:03,U,05,타시군구이관,2026-04-16 14:18:36,,2022-11-03,,서울특별시 마포구 성산동 ***-** 태림센트윈상암,2022313025530200272,인터넷,3130000,"서울특별시 마포구 모래내로*길 *, 태림센트윈상암 ***호 (성산동)",03938,,05,제외/삭제/전출,,,
프로젝트위키,기타,2026-04-17,211077.285366824,425506.248650417,2026-04-17 03:03:03,U,03,폐업처리,2026-04-16 09:40:13,,2024-05-13,,경기도 용인시 수지구 죽전동 ****-* 죽전스카이프라자,2024564001830201054,인터넷,4050000,"경기도 용인시 수지구 현암로 ***, *층 ***호 (죽전동, 죽전스카이프라자)",16880,,03,폐업,,,
주식회사 윈플러스마트동부,종합몰,,214761.228719522,449236.409882765,2026-04-17 03:03:03,U,01,정상영업,2026-04-16 14:39:26,,2021-07-07,,서울특별시 강동구 상일동 ***-* 우주아케이드,2021324023630201578,인터넷,3240000,"서울특별시 강동구 천호대로***길 **, 우주아케이드 (상일동)",05291,,01,영업/정상,,,
레이크드레곤(LAKEDRAGON),종합몰,2026-04-17,203946.218925234,462919.219463289,2026-04-17 03:03:03,U,03,폐업처리,2026-04-16 17:18:16,,2024-01-04,,서울특별시 도봉구 방학동 ***-* 이에스에이아파트,2024309018530200026,인터넷,3090000,"서울특별시 도봉구 마들로 ***, ***동 ***호 (방학동, 이에스에이아파트)",01332,,03,폐업,,,
