사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
(주)아성다이소 북수원점,2026-01-18,200590.511692153,422392.384620274,2026-04-24 21:31:48,I,03,폐업,2026-04-22 16:54:35,,2015-10-12,,경기도 수원시 장안구 조원동 ***번지 북수원패션아울렛 *층(***~***호),PHMG120153740031047000023,3740000,"경기도 수원시 장안구 경수대로 ***, *층 ***~***호 (조원동, 북수원패션아울렛)",16295,03,폐업,,,,
오투오메드랩,,211047.581577928,460377.706809703,2026-04-24 21:01:40,I,13,영업중,2026-04-22 09:06:39,,2025-11-25,,경기도 남양주시 별내동 ****-*,PHMG120253990310047000045,3990000,"경기도 남양주시 별내중앙로 **, ***-에이**호 (별내동)",12113,01,영업/정상,,,,
세븐스타,,258323.443514401,422478.822229473,2026-04-24 21:32:00,I,13,영업중,2026-04-22 15:12:35,,2024-05-29,,경기도 여주시 천송동 ***-*,PHMG120245700008047000009,5700000,"경기도 여주시 신륵로 **, ***호 (천송동)",12636,01,영업/정상,,,,
마티아,,263233.15444273,421966.825608986,2026-04-24 21:32:00,I,13,영업중,2026-04-22 16:58:04,,2019-12-12,,,PHMG120195700008047000024,5700000,경기도 여주시 강천면 마감로 ***-*,12616,01,영업/정상,,,,
스마트큐어,,203249.316029218,441874.302046257,2026-04-24 22:01:45,I,13,영업중,2026-04-21 16:50:07,,2022-10-14,,서울특별시 서초구 양재동 **-* 수암빌딩,PHMG120223210034047000372,3210000,"서울특별시 서초구 강남대로**길 *, 수암빌딩 B*층 **호 (양재동)",06752,01,영업/정상,,,,9.24
보노컴퍼니,,257500.617431035,422361.102850945,2026-04-24 21:32:00,I,13,영업중,2026-04-22 15:48:52,,2023-05-10,,경기도 여주시 천송동 *** 여주KCC스위첸 ***동 ****호,PHMG120235700008047000007,5700000,"경기도 여주시 강변북로 * (천송동, 여주KCC스위첸)",12639,01,영업/정상,,,,
바로바디핏,,256896.139524106,424371.509966066,2026-04-24 21:32:00,I,13,영업중,2026-04-22 14:07:03,,2025-07-14,,경기도 여주시 현암동 **-*,PHMG120255700008047000012,5700000,"경기도 여주시 평장길 **, *동 *층 (현암동)",12635,01,영업/정상,,,,
(주)워터맨하우스,,184555.689189052,451767.833497048,2026-04-24 22:01:45,I,15,전출,2026-04-21 09:28:09,,2022-06-27,,서울특별시 강서구 마곡동 ***-* 보타닉파크타워Ⅰ,PHMG120223150037047000251,3150000,"서울특별시 강서구 마곡중앙로 ***-**, 보타닉파크타워Ⅰ ****호 (마곡동)",07788,05,제외/삭제/전출,,,,
주식회사 스튜디오에이치엔,,244863.773257022,443402.108292697,2026-04-24 21:31:47,I,15,전출,2026-04-22 18:14:35,,2025-05-12,,,PHMG120254170019047000015,4170000,"경기도 양평군 양평읍 중앙로 ***, 제*동 ***호",12549,05,제외/삭제/전출,,,,33
(주)방판언니들,2026-04-23,192171.23539752,449751.486972783,2026-04-24 03:03:03,U,03,폐업,2026-04-23 11:46:29,,2026-04-23,,서울특별시 마포구 합정동 ***번지 마포 한강 푸르지오,PHMG120193130033047000132,3130000,"서울특별시 마포구 월드컵로*길 **, 에이동 ***호 (합정동, 마포 한강 푸르지오)",04024,03,폐업,,,02-337-2550,
씨유(CU)가좌마을2단지,2026-04-30,175109.827854392,464968.148841968,2026-04-24 03:03:03,U,03,폐업,2026-04-23 17:38:19,,2022-02-09,,경기도 고양시 일산서구 가좌동 ***-** 다인타운 *층(일부)호,PHMG120223940140047000064,3940000,"경기도 고양시 일산서구 가좌*로 **, 다인타운 *층 (일부)호 (가좌동)",10209,03,폐업,,,,3.3
롯데쇼핑(주) 롯데마트 금천점,,190838.324818618,439761.362000391,2026-04-24 22:01:45,I,13,영업중,2026-04-22 14:16:43,,2018-11-13,,서울특별시 금천구 독산동 ****번지,PHMG120183170035047000127,3170000,서울특별시 금천구 시흥대로 *** (독산동),08608,01,영업/정상,,,,
콘바텍코리아 유한회사,,205742.669115651,445957.717754243,2026-04-24 22:01:50,I,13,영업중,2026-04-21 12:59:23,,2022-11-29,,서울특별시 강남구 삼성동 ***-* 아메리칸스탠다드바쓰하우스빌딩,PHMG120223220033047000811,3220000,"서울특별시 강남구 영동대로***길 **, 아메리칸스탠다드바쓰하우스빌딩 *층 (삼성동)",06083,01,영업/정상,,,,
씨유 장현트리플포레,2026-04-23,182780.063551033,430199.857932295,2026-04-24 03:03:03,U,03,폐업,2026-04-23 19:19:19,,2022-02-16,,,PHMG120224010281047000179,4010000,"경기도 시흥시 장현천로 **, ***,***호 (능곡동, 시흥시청역트리플포레)",14999,03,폐업,,,,
제이케이메디,,254213.341744075,420626.382467641,2026-04-24 21:32:00,I,13,영업중,2026-04-22 17:26:10,,2018-02-02,,경기도 여주시 월송동 ***번지 *호,PHMG120185700008047000001,5700000,경기도 여주시 삼밭골길 **-* (월송동),12645,01,영업/정상,,,,
스마일 홀쇼핑,,198134.565713446,418524.417058143,2026-04-24 03:03:03,U,15,전출,2026-04-23 17:11:40,,2025-06-26,,경기도 수원시 권선구 탑동 ***-*,PHMG120253740032047000031,3740000,"경기도 수원시 권선구 서둔로 ***, 지층 (탑동)",16610,05,제외/삭제/전출,,,,213
(주)이엠티헬스케어,,258145.37927289,422375.46822932,2026-04-24 21:32:00,I,13,영업중,2026-04-22 15:44:58,,2023-08-22,,경기도 여주시 천송동 ***-*,PHMG120235700008047000016,5700000,"경기도 여주시 신륵로 **, *층 (천송동)",12636,01,영업/정상,,,,61.6
