영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,,모설,2026-04-21,212272.94316129,444365.957539381,2026-04-24 22:15:07,I,02,폐업,0,,,,,,,,,2026-04-21 15:04:50,2025-03-13,,138-859,서울특별시 송파구 오금동 *** 오금동우방아파트,N,,3230000-134-2025-00057,,3230000,"서울특별시 송파구 성내천로 **, ***동 ****호 (오금동, 오금동우방아파트)",05738,03,폐업,전자상거래(통신판매업),,,,
,,튼튼비타민,2026-04-23,207382.478595141,418840.851715195,2026-04-24 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-23 09:24:42,2023-04-27,,446-908,경기도 용인시 기흥구 영덕동 **** 흥덕마을신동아파밀리에아파트 ****동 ****호,N,,5630000-134-2023-00234,,4050000,"경기도 용인시 기흥구 흥덕*로 **, ****동 ****호 (영덕동, 흥덕마을신동아파밀리에아파트)",16950,03,폐업,전자상거래(통신판매업),,,,
,,사창마트,,245479.01101603,507745.587549814,2026-04-24 03:03:03,U,01,영업,0,,,,,,,,,2026-04-23 11:49:06,2012-10-12,,,강원특별자치도 화천군 사내면 사창리 ***-*,N,,4311000-134-2012-00076,,4311000,강원특별자치도 화천군 사내면 상록길 *-*,24155,01,영업/정상,영업장판매,,,,
,,에스피케이글로벌 주식회사,,212432.032863257,440287.345515531,2026-04-24 21:43:54,I,01,영업,0,0,0,0,,,,0,,2026-04-21 13:46:11,2025-05-02,,461-210,경기도 성남시 수정구 창곡동 ***-* 남위례역 푸르지오 시티 주건축물제*동 ****호,N,,3790000-134-2025-00031,,3780000,"경기도 성남시 수정구 위례광장로 *-*, 남위례역 푸르지오 시티 주건축물제*동 **층 ****호 (창곡동)",13646,01,영업/정상,전자상거래(통신판매업),,,,
,,위라클코리아,2026-04-23,193289.310384283,447527.152620774,2026-04-24 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-23 15:41:40,2018-10-11,,150-869,서울특별시 영등포구 여의도동 **-* 삼도오피스텔,N,,3180000-134-2018-00141,,3180000,"서울특별시 영등포구 은행로 **, *층 ***호 (여의도동, 삼도오피스텔)",07241,03,폐업,영업장판매,,,,
,임대,롯데쇼핑(주)롯데마트 천호점,,211150.812213612,448805.145144628,2026-04-24 03:03:03,U,01,영업,0,,,,,,,,,2026-04-23 17:13:58,2024-12-24,6.60,134-873,서울특별시 강동구 천호동 ***-***,N,,3240000-134-2024-00227,,3240000,"서울특별시 강동구 올림픽로**길 **, 상가동 B*층 (천호동)",05326,01,영업/정상,영업장판매,02-475-2510,,,
,자가,더라미 주식회사,,230514.381547006,471458.317900736,2026-04-24 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-04-23 15:01:14,2023-10-19,10.00,477-824,경기도 가평군 상면 행현리 *** Over the mountain,N,,4160000-134-2023-00018,,4160000,"경기도 가평군 상면 수목원로***번길 **, C동 *층",12448,01,영업/정상,전자상거래(통신판매업),02-3452-8449,,,
,임대,롯데쇼핑(주)롯데슈퍼 남가좌점,,192480.02944094,452634.55767379,2026-04-24 03:03:03,U,01,영업,0,,,,,,,,,2026-04-23 15:34:20,2009-09-24,6.60,120-120,서울특별시 서대문구 남가좌동 *** 가재울센트레빌 상가 지하*층 *-*호,N,,3120000-134-2009-00071,,3120000,"서울특별시 서대문구 거북골로 *** (남가좌동,가재울센트레빌 상가 지하*층 *-*호)",03690,01,영업/정상,영업장판매,02-308-5601,,,
,자가,이즈라운드,,208775.83610835,471155.074833059,2026-04-24 03:03:03,U,01,영업,0,,,,,,,,,2026-04-23 10:15:55,2024-01-15,1.65,480-090,경기도 의정부시 민락동 ***-* ***호,N,,3820000-134-2024-00116,,3820000,"경기도 의정부시 민락로 ***, 지상*층 ***호 (민락동)",11813,01,영업/정상,전자상거래(통신판매업),,,,
,,오감다이어트,2026-04-22,191722.950665765,467842.991214772,2026-04-24 21:13:42,I,02,폐업,0,,,,,,,,,2026-04-22 13:45:08,2024-03-11,,412-500,경기도 고양시 덕양구 고양동 *** 푸른마을*단지아파트,N,,3940000-134-2024-00160,,3940000,"경기도 고양시 덕양구 푸른마을로 **, ***호 (고양동, 푸른마을*단지아파트)",10270,03,폐업,영업장판매,,,,
,,롯데쇼핑(주)롯데마트안산점,,186396.067737112,423947.236380533,2026-04-24 03:03:03,U,01,영업,0,,,,,,,,,2026-04-23 16:47:49,2005-09-06,15.74,426-837,경기도 안산시 상록구 성포동 *** 안산시외버스터미널 F동 *층,N,,3930000-134-2005-00088,,3930000,"경기도 안산시 상록구 항가울로 *** (성포동, 안산시외버스터미널 F동 *층)",15299,01,영업/정상,영업장판매,,,,
,자가,롯데쇼핑(주)롯데슈퍼남양주호평점,,221890.488950617,462213.922454142,2026-04-24 03:03:03,U,01,영업,0,,,,,,,,,2026-04-23 16:55:46,2013-08-27,16.50,472-120,경기도 남양주시 호평동 ***-* *층,N,,3990000-134-2013-00133,,3990000,"경기도 남양주시 천마산로 *, *층 (호평동)",12141,01,영업/정상,영업장판매,031-595-0720,,,
,,잇츠인,2026-04-21,178347.895174303,474565.016950527,2026-04-24 21:43:48,I,02,폐업,0,,,,,,,,,2026-04-21 09:42:36,2023-03-17,,413-040,경기도 파주시 야동동 *** 에덴빌리지 ***동 ***호,N,,4060000-134-2023-00148,,4060000,"경기도 파주시 평화로 ***, ***동 ***호 (야동동, 에덴빌리지)",10849,03,폐업,전자상거래(통신판매업),,,,
,자가,롯데쇼핑(주) 롯데슈퍼 남양주진접점,,217378.581522394,471078.562482169,2026-04-24 03:03:03,U,01,영업,0,,,,,,,,,2026-04-23 16:45:48,2012-01-03,3.30,472-864,경기도 남양주시 진접읍 부평리 ***-* 외*필지,N,,3990000-134-2012-00001,,3990000,"경기도 남양주시 진접읍 광릉내로 **-*, 나동",12020,01,영업/정상,영업장판매,02-2290-5853,,,
,,롯데쇼핑(주) 롯데마트시화점,,176013.580530478,426137.322631345,2026-04-24 03:03:03,U,01,영업,0,,,,,,,,,2026-04-23 12:20:11,2004-05-06,1.10,429-853,경기도 시흥시 정왕동 ****-*,N,,4010000-134-2004-00006,,4010000,경기도 시흥시 마유로***번길 ** (정왕동),15079,01,영업/정상,영업장판매,031-496-7700,,,
,자가,이든네이처서정지사,2026-04-22,205017.303675937,394994.685475208,2026-04-24 21:47:23,I,02,폐업,0,0,0,0,,,,0,,2026-04-22 14:10:00,2016-04-06,71.28,459-030,"경기도 평택시 이충동 ***-** , ***-**, ***-** *층",N,,3910029-134-2016-00018,,3910000,"경기도 평택시 서정역로**번길 **-**, *층 (이충동)",17783,03,폐업,영업장판매,,,,
,임대,롯데쇼핑(주)롯데슈퍼점,,198081.693933879,441555.428706342,2026-04-24 22:15:38,I,01,영업,0,,,,,,,,,2026-04-22 11:29:36,2010-09-06,9.90,151-800,서울특별시 관악구 남현동 ****-** (*층),N,,3200000-134-2010-00168,,3200000,"서울특별시 관악구 남부순환로 **** (남현동,(*층))",08806,01,영업/정상,영업장판매,02-522-5603,,,
,임대,로뎀,2026-04-23,190804.500463506,443722.808015016,2026-04-24 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-23 15:41:21,2024-04-16,.00,150-815,서울특별시 영등포구 대림동 ***-*,N,,3180000-134-2024-00102,,3180000,"서울특별시 영등포구 대림로**가길 **, ***호 (대림동)",07414,03,폐업,전자상거래(통신판매업),,,,
,임대,정관장롯데마트청량리점,,204238.668571436,452987.485158497,2026-04-24 22:14:15,I,01,영업,0,,,,,,,,,2026-04-21 10:57:15,2011-08-18,25.60,130-857,서울특별시 동대문구 전농동 *** 롯데마트 청량리점,N,,3050000-134-2011-00090,,3050000,"서울특별시 동대문구 왕산로 ***, 롯데마트 청량리점 *층 (전농동)",02555,01,영업/정상,영업장판매,070-7403-8088,,,
