자동환기여부,건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,편의시설여부,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상구여부,비상계단여부,기존게임업외업종명,제작취급품목내용,시설면적,소방시설여부,지상층수,청소년실수,청소년실여부,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,조명시설유무,조명시설조도,관리번호,개방자치단체코드,통로너비,제공게임물명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,방음시설여부,음향시설여부,특수조명여부,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총게임기수,총층수,지하층수,비디오재생기명
N,근린생활시설,오백량,2024-09-23,200089.378517915,451456.165776841,유통관련업,노래연습장업,,2026-05-06 22:37:58,I,03,폐업,N,N,,,66,,,,,2,2024-09-23 14:33:54,,1992-10-30,,서울특별시 중구 오장동 139-16 지상,,,CDFF3242051992000011,3010000,,,,서울특별시 중구 동호로33길 5 (오장동),04547,03,폐업,N,,N,,,,22679842,,,,
,근린생활시설,풍전,2000-09-06,200599.970871517,451673.28577991,유통관련업,노래연습장업,,2026-05-06 22:37:58,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1992-10-30,100-851,서울특별시 중구 을지로6가 18-82,,,CDFF3242051992000012,3010000,,,,서울특별시 중구 장충단로 249-28  (을지로6가),,03,폐업,,,,,,,,,,,
,근린생활시설,뉴스타,2002-06-05,200168.83910333,451476.043044703,유통관련업,노래연습장업,,2026-05-06 22:37:58,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1992-10-30,100-195,서울특별시 중구 을지로5가 275-6,,,CDFF3242051992000013,3010000,,,,서울특별시 중구 동호로 350  (을지로5가),,03,폐업,,,,,,,,,0,0,
N,근린생활시설,수향,2018-01-02,199327.268552357,451427.992439409,유통관련업,노래연습장업,,2026-05-06 22:37:58,I,03,폐업,N,N,,,,,,,,1,2018-01-02 14:28:28,,1992-11-04,,서울특별시 중구 초동 17-2,,,CDFF3242051992000014,3010000,,,,서울특별시 중구 충무로4길 5 (초동),,03,폐업,N,,N,,,,22670928,,,,
N,근린생활시설,앵콜,2000-01-21,,,유통관련업,노래연습장업,,2026-05-06 22:37:58,I,03,폐업,N,N,,,,,,,N,,2003-08-01 15:06:27,,1992-11-06,100-372,서울특별시 중구 만리동2가 281-4,,,CDFF3242051992000015,3010000,,,,,,03,폐업,N,,N,,,,,,,,
,근린생활시설,로저스,2001-05-21,197853.343639727,451355.334644857,유통관련업,노래연습장업,,2026-05-06 22:37:58,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1992-11-06,100-102,서울특별시 중구 태평로2가 362-1,,,CDFF3242051992000016,3010000,,,,서울특별시 중구 세종대로 89  (태평로2가),,03,폐업,,,,,,,,,,,
,,오성노래방,2000-07-26,199440.775843514,451139.899233354,유통관련업,노래연습장업,,2026-05-06 22:37:58,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1992-11-11,100-863,서울특별시 중구 충무로4가 15-20,,,CDFF3242051992000017,3010000,,,,,,03,폐업,,,,,,,,,0,0,
,근린생활시설,앵콜,2002-05-20,,,유통관련업,노래연습장업,,2026-05-06 22:37:59,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1992-11-11,100-013,서울특별시 중구 충무로3가 33-4,,,CDFF3242051992000018,3010000,,,,,,03,폐업,,,,,,,,,0,0,
N,근린생활시설,훼미리노래연습장,2004-05-11,200476.212541876,451513.211845104,유통관련업,노래연습장업,,2026-05-06 22:37:59,I,03,폐업,N,N,,,,,,,N,,2004-05-13 09:18:49,,1992-11-11,100-196,서울특별시 중구 을지로6가 23-3,,,CDFF3242051992000019,3010000,,,,서울특별시 중구 을지로44길 6-8  (을지로6가),,03,폐업,N,,N,,,,22770601,,,,
,근린생활시설,왕실,2011-07-18,201984.400543222,451904.582781684,유통관련업,노래연습장업,,2026-05-06 22:37:59,I,03,폐업,,,,,0,,,,,,2011-07-18 16:05:01,,1992-11-12,,서울특별시 중구 황학동 1678,,,CDFF3242051992000020,3010000,,,,서울특별시 중구 난계로 199  (황학동),,03,폐업,,,,,,,,,,,
,근린생활시설,오백냥노래방,2002-08-20,201636.760572383,452008.928365747,유통관련업,노래연습장업,,2026-05-06 22:37:59,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1992-11-12,100-868,서울특별시 중구 황학동 4-0,,,CDFF3242051992000021,3010000,,,,서울특별시 중구 마장로9길 45  (황학동),,03,폐업,,,,,,,,,0,0,
,근린생활시설,멜로디,2002-10-24,201557.139555615,451515.124712694,유통관련업,노래연습장업,,2026-05-06 22:37:59,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1992-11-12,100-869,서울특별시 중구 황학동 740-0,,,CDFF3242051992000022,3010000,,,,,,03,폐업,,,,,,,,,0,0,
,근린생활시설,주희노래연습장,2002-08-19,201237.097980528,451217.38904764,유통관련업,노래연습장업,,2026-05-06 22:38:00,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1992-11-12,100-450,서울특별시 중구 신당동 302-4,,,CDFF3242051992000023,3010000,,,,,,03,폐업,,,,,,,,,0,0,
,근린생활시설,앗싸,1999-11-11,201780.706901894,451627.47879791,유통관련업,노래연습장업,,2026-05-06 22:38:00,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1992-11-12,100-869,서울특별시 중구 황학동 583-0,,,CDFF3242051992000027,3010000,,,,서울특별시 중구 퇴계로87길 29-2  (황학동),,03,폐업,,,,,,,,,,,
,근린생활시설,쉬리노래방,2001-04-24,,,유통관련업,노래연습장업,,2026-05-06 22:38:00,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1992-11-20,100-031,서울특별시 중구 저동1가 90-5,,,CDFF3242051992000028,3010000,,,,서울특별시 중구 명동길 93  (저동1가),,03,폐업,,,,,,,,,0,0,
,근린생활시설,충무,2001-11-20,199465.031468831,451099.72660702,유통관련업,노래연습장업,,2026-05-06 22:38:00,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1992-11-20,100-862,서울특별시 중구 충무로4가 133-20,,,CDFF3242051992000029,3010000,,,,서울특별시 중구 충무로2길 32-6  (충무로4가),,03,폐업,,,,,,,,,,,
,근린생활시설,정진,2001-05-04,198507.410787923,451209.663028288,유통관련업,노래연습장업,,2026-05-06 22:38:00,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1992-11-20,100-810,서울특별시 중구 명동2가 54-12,,,CDFF3242051992000030,3010000,,,,서울특별시 중구 명동8길 8-13  (명동2가),,03,폐업,,,,,,,,,,,
N,근린생활시설,라이브,2005-12-19,,,유통관련업,노래연습장업,,2026-05-06 22:38:00,I,03,폐업,N,N,,,,,,,N,,2005-12-19 09:56:40,,1992-11-20,100-196,서울특별시 중구 을지로6가 21-13,,,CDFF3242051992000031,3010000,,,,,,03,폐업,N,,N,,,,22751323,,,,
,근린생활시설,수정노래방,2001-12-26,198692.530154841,450764.64316498,유통관련업,노래연습장업,,2026-05-06 22:38:00,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1992-11-20,100-042,서울특별시 중구 남산동2가 15-12,,,CDFF3242051992000032,3010000,,,,서울특별시 중구 퇴계로20길 23  (남산동2가),,03,폐업,,,,,,,,,0,0,
,근린생활시설,상일,2001-08-28,197945.375546939,450937.105829865,유통관련업,노래연습장업,,2026-05-06 22:38:15,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1998-09-24,100-094,서울특별시 중구 남대문로4가 3-13,,,CDFF3242051998000014,3010000,,,,서울특별시 중구 남대문로 16  (남대문로4가),,03,폐업,,,,,,,,,0,0,
,근린생활시설,아리랑,2000-01-02,196792.629308816,450805.491060602,유통관련업,노래연습장업,,2026-05-06 22:38:16,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1998-09-24,100-859,서울특별시 중구 중림동 610-0,,,CDFF3242051998000015,3010000,,,,서울특별시 중구 서소문로 22  (중림동),,03,폐업,,,,,,,,,,,
,근린생활시설,월드,2001-08-31,198364.631775078,450975.950410804,유통관련업,노래연습장업,,2026-05-06 22:38:17,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1998-09-30,100-011,서울특별시 중구 충무로1가 25-8,,,CDFF3242051998000016,3010000,,,,서울특별시 중구 명동8나길 47  (충무로1가),,03,폐업,,,,,,,,,,,
N,근린생활시설,황제노래방,2006-04-10,200513.524528228,451579.099838143,유통관련업,노래연습장업,,2026-05-06 22:38:19,I,03,폐업,N,N,,,,,,,N,,2006-04-10 17:49:36,,1998-10-29,100-851,서울특별시 중구 을지로6가 18-130,,,CDFF3242051998000018,3010000,,,,서울특별시 중구 을지로 255  (을지로6가),,03,폐업,N,,N,,,,,,,,
,근린생활시설,걸어서하늘까지,2001-10-24,201568.050961773,451715.548489524,유통관련업,노래연습장업,,2026-05-06 22:38:19,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1998-10-30,100-868,서울특별시 중구 황학동 207-0,,,CDFF3242051998000019,3010000,,,,서울특별시 중구 퇴계로83길 46-4  (황학동),,03,폐업,,,,,,,,,,,
N,근린생활시설,원,2006-01-04,199196.688780377,451192.898035114,유통관련업,노래연습장업,,2026-05-06 22:38:20,I,03,폐업,N,N,,,,,,,N,,2006-01-04 12:03:37,,1998-11-11,100-013,서울특별시 중구 충무로3가 25-3,,,CDFF3242051998000021,3010000,,,,서울특별시 중구 수표로6길 23  (충무로3가),,03,폐업,N,,N,,,,,,,,
,근린생활시설,코러스노래방,2016-01-31,199167.09211882,451211.755399833,유통관련업,노래연습장업,,2026-05-06 22:38:20,I,03,폐업,,,,,0,,0,,,5,2016-02-02 10:46:32,,1998-11-12,,서울특별시 중구 충무로3가 23-3,,,CDFF3242051998000022,3010000,,,,서울특별시 중구 퇴계로27길 42 (충무로3가),,03,폐업,,,,,,,,,0,0,
N,근린생활시설,코러스,2002-03-14,197976.601784333,451071.384462518,유통관련업,노래연습장업,,2026-05-06 22:38:20,I,03,폐업,N,N,,,,,,,N,,2003-08-01 15:33:51,,1998-11-17,100-080,서울특별시 중구 북창동 104-2 연소자실 무,,,CDFF3242051998000023,3010000,,,,"서울특별시 중구 세종대로12길 27  (북창동,연소자실 무)",,03,폐업,N,,N,,,,,,,,
,,팡팡,2002-05-21,198635.542422535,451260.914398931,유통관련업,노래연습장업,,2026-05-06 22:38:20,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1998-11-23,100-809,서울특별시 중구 명동2가 2-2,,,CDFF3242051998000024,3010000,,,,,,03,폐업,,,,,,,,,0,0,
N,근린생활시설,황학,2008-02-04,201993.235429752,451685.79914837,유통관련업,노래연습장업,,2026-05-06 22:38:21,I,03,폐업,N,N,,,,,,,N,,2008-02-04 16:38:30,,1998-11-30,100-870,서울특별시 중구 황학동 1093-0,,,CDFF3242051998000025,3010000,,,,서울특별시 중구 난계로 177  (황학동),,03,폐업,N,,N,,,,22353832,,,,
N,근린생활시설,테마,2015-09-10,,,유통관련업,노래연습장업,,2026-05-06 22:38:21,I,03,폐업,N,N,,,69.3,,,,Y,1,2015-09-10 13:04:54,,1998-12-10,,서울특별시 중구 만리동2가 12-39,,,CDFF3242051998000026,3010000,,,,서울특별시 중구 손기정로 120 (만리동2가),04501,03,폐업,N,,N,,,,,,,,
N,근린생활시설,다정,2016-02-25,201597.33589429,451219.326465499,유통관련업,노래연습장업,,2026-05-06 22:38:21,I,03,폐업,N,N,,,137.25,,,,N,,2016-02-25 14:50:27,,1998-12-16,,서울특별시 중구 신당동 52-19,,,CDFF3242051998000027,3010000,,,,서울특별시 중구 다산로40길 52  (신당동),,03,폐업,N,,N,,,,22360435,,,,
,근린생활시설,일등,2001-11-26,201793.706676985,451714.112812451,유통관련업,노래연습장업,,2026-05-06 22:38:21,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1998-12-28,100-870,서울특별시 중구 황학동 1211-0,,,CDFF3242051998000028,3010000,,,,서울특별시 중구 마장로14길 14  (황학동),,03,폐업,,,,,,,,,,,
,근린생활시설,짱,2009-04-06,,,유통관련업,노래연습장업,,2026-05-06 22:38:21,I,03,폐업,,,,,0,,0,,,,2009-04-06 15:37:59,,1999-01-04,100-828,서울특별시 중구 신당동 360-30,,,CDFF3242051999000001,3010000,,,,,,03,폐업,,,,,,,,,0,0,
,근린생활시설,로얄,2000-02-22,200975.980500293,450412.23488649,유통관련업,노래연습장업,,2026-05-06 22:38:21,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1999-01-25,100-893,서울특별시 중구 신당동 370-17,,,CDFF3242051999000003,3010000,,,,서울특별시 중구 다산로14길 6  (신당동),,03,폐업,,,,,,,,,,,
N,근린생활시설,신나라노래방,2004-01-06,198264.78394422,451746.92183856,유통관련업,노래연습장업,,2026-05-06 22:38:21,I,03,폐업,N,N,,,,,,,N,,2004-01-06 16:53:09,,1999-01-26,100-180,서울특별시 중구 다동 58-1 지상3층,,,CDFF3242051999000004,3010000,,,,"서울특별시 중구 다동길 33  (다동,지상3층)",,03,폐업,N,,N,,,,,,,,
N,근린생활시설,팡팡노래방,2003-11-07,,,유통관련업,노래연습장업,,2026-05-06 22:38:21,I,03,폐업,N,N,,,,,,,N,,2003-12-11 17:04:43,,1999-01-26,100-872,서울특별시 중구 회현동1가 25-0,,,CDFF3242051999000005,3010000,,,,,,03,폐업,N,,N,,,,,,,,
,,금강노래방,2001-11-07,201601.786168123,451508.736898235,유통관련업,노래연습장업,,2026-05-06 22:38:21,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1999-03-04,100-869,서울특별시 중구 황학동 738-0,,,CDFF3242051999000006,3010000,,,,서울특별시 중구 퇴계로 423-10  (황학동),,03,폐업,,,,,,,,,0,0,
,근린생활시설,25시,2000-03-08,198248.358043017,451273.786693107,유통관련업,노래연습장업,,2026-05-06 22:38:22,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1999-04-23,100-070,서울특별시 중구 소공동 24-0,,,CDFF3242051999000007,3010000,,,,서울특별시 중구 남대문로7길 11-4  (소공동),,03,폐업,,,,,,,,,,,
,근린생활시설,회현 노래연습장,2020-03-20,198163.933158159,450720.610503887,유통관련업,노래연습장업,,2026-05-06 22:38:22,I,03,폐업,,,,,59.16,,0,,,4,2020-03-20 18:06:23,,1999-05-06,,서울특별시 중구 회현동1가 95-0,,,CDFF3242051999000008,3010000,,,,서울특별시 중구 퇴계로8길 11 (회현동1가),,03,폐업,,,,,,,,,0,0,
N,,삐삐,2003-12-18,200467.036922422,450862.383776145,유통관련업,노래연습장업,,2026-05-06 22:38:22,I,03,폐업,N,N,,,,,,,N,,2003-12-19 16:13:08,,1999-06-17,100-391,서울특별시 중구 장충동1가 62-23,,,CDFF3242051999000009,3010000,,,,서울특별시 중구 장충단로 170-5  (장충동1가),,03,폐업,N,,N,,,,,,,,
,,사월과오월노래방,2001-12-24,197590.751079069,451204.793161851,유통관련업,노래연습장업,,2026-05-06 22:38:22,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1999-06-17,100-813,서울특별시 중구 서소문동 48-2,,,CDFF3242051999000010,3010000,,,,서울특별시 중구 서소문로 113  (서소문동),,03,폐업,,,,,,,,,0,0,
,,남산골,1999-11-20,,,유통관련업,노래연습장업,,2026-05-06 22:38:22,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1999-06-17,100-272,서울특별시 중구 필동2가 13-2,,,CDFF3242051999000011,3010000,,,,,,03,폐업,,,,,,,,,0,0,
,근린생활시설,노래방,2002-05-20,,,유통관련업,노래연습장업,,2026-05-06 22:38:22,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1999-06-21,100-851,서울특별시 중구 을지로6가 18-105 2층,,,CDFF3242051999000012,3010000,,,,,,03,폐업,,,,,,,,,0,0,
N,,라이브노래방,2007-05-31,,,유통관련업,노래연습장업,,2026-05-06 22:38:22,I,03,폐업,N,N,,,,,,,N,,2007-06-01 09:46:28,,1999-06-26,100-845,서울특별시 중구 을지로2가 148-4,,,CDFF3242051999000013,3010000,,,,,,03,폐업,N,,N,,,,,,,,
,,쉼터노래방,2002-05-08,199341.000164159,451166.066255432,유통관련업,노래연습장업,,2026-05-06 22:38:22,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1999-07-24,100-013,서울특별시 중구 충무로3가 34-7,,,CDFF3242051999000017,3010000,,,,서울특별시 중구 마른내로4길 36  (충무로3가),,03,폐업,,,,,,,,,0,0,
N,,도레미노래연습장,2005-03-16,200501.081144237,451381.522843918,유통관련업,노래연습장업,,2026-05-06 22:38:22,I,03,폐업,N,N,,,,,,,N,,2005-03-16 17:10:08,,1999-08-09,100-411,서울특별시 중구 광희동1가 188-5,,,CDFF3242051999000018,3010000,,,,서울특별시 중구 을지로44길 31  (광희동1가),,03,폐업,N,,N,,,,,,,,
N,,은하수,2017-10-31,200866.432666263,450359.073833068,유통관련업,노래연습장업,,2026-05-06 22:38:22,I,03,폐업,N,N,,,,,,1,Y,6,2017-10-31 13:42:09,,1999-08-18,,서울특별시 중구 신당동 374-16,,,CDFF3242051999000019,3010000,,,,서울특별시 중구 동호로12길 6  (신당동),,03,폐업,N,,N,,,,22343675,,,,
N,,원투쓰리,2012-04-06,199203.727440488,451223.196586402,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,N,N,,,,,,,N,,2012-04-06 17:46:46,,1999-09-17,100-300,서울특별시 중구 초동 53-20 3층,,,CDFF3242051999000022,3010000,,,,"서울특별시 중구 마른내로2길 25-1  (초동,3층)",,03,폐업,N,,N,,,,,,,,
,,엘리트,2002-05-23,198231.803123177,451689.82230863,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1999-09-29,100-180,서울특별시 중구 다동 134-1,,,CDFF3242051999000023,3010000,,,,서울특별시 중구 다동길 24-3  (다동),,03,폐업,,,,,,,,,0,0,
,,오랜지노래방,2018-01-11,201322.313559969,451337.191628788,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,,,,,0,,0,,,5,2018-01-11 15:20:22,,1999-10-12,,서울특별시 중구 무학동 9-1,,,CDFF3242051999000024,3010000,,,,서울특별시 중구 다산로 237 (무학동),,03,폐업,,,,,,,22345323,,0,0,
N,,엘리,2008-05-01,198623.259036893,451217.179214118,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,N,N,,,,,,,N,,2008-05-01 14:57:43,,1999-11-01,100-809,"서울특별시 중구 명동2가 32-1 지상 2,3,4층",,,CDFF3242051999000026,3010000,,,,"서울특별시 중구 명동10길 14  (명동2가,지상 2,3,4층)",,03,폐업,N,,N,,,,,,,,
,,오케이노래방,2002-01-29,198711.004408276,450729.70372038,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1999-11-08,100-042,서울특별시 중구 남산동2가 18-9 지상2층,,,CDFF3242051999000027,3010000,,,,"서울특별시 중구 퇴계로20길 31  (남산동2가,지상2층)",,03,폐업,,,,,,,,,0,0,
N,근린생활시설,다동,2008-10-21,198288.052774664,451619.866104459,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,N,N,,,,,,,N,,2008-10-21 15:12:04,,1999-12-03,100-180,서울특별시 중구 다동 144-0,,,CDFF3242051999000028,3010000,,,,서울특별시 중구 남대문로9길 20  (다동),,03,폐업,N,,N,,,,,,,,
,,보스노래방,2002-03-15,200957.561612896,450419.355696277,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1999-12-10,100-841,서울특별시 중구 신당동 369-76,,,CDFF3242051999000029,3010000,,,,서울특별시 중구 다산로 138  (신당동),,03,폐업,,,,,,,,,0,0,
N,,뉴에스비에스,2010-01-25,201358.65484088,451258.777949759,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,N,N,,,,,,,,,2010-01-25 16:51:49,,1999-12-13,,서울특별시 중구 신당동 102-5,,,CDFF3242051999000030,3010000,,,,서울특별시 중구 다산로 232  (신당동),,03,폐업,N,,N,,,,22332929,,,,
N,,미보라,2017-04-13,201525.161121474,451401.193490914,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,N,N,,,197.7,,,1,Y,6,2017-04-13 17:33:47,,1999-12-22,,서울특별시 중구 신당동 121-1,,,CDFF3242051999000031,3010000,,,,서울특별시 중구 다산로44길 20 (신당동),,03,폐업,N,,N,,,,,,,,
,,뮤지콤노래방,2021-05-11,201136.842435999,451370.452423103,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,,,,,0,,0,,,3,2021-05-11 17:05:42,,1999-12-24,,서울특별시 중구 신당동 305-1,,,CDFF3242051999000032,3010000,,,,서울특별시 중구 다산로33다길 42 (신당동),,03,폐업,,,,,,,,,0,0,
N,,곰,2007-12-26,201262.196640351,451300.416976196,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,N,N,,,,,,,N,,2007-12-26 13:24:03,,1999-12-28,100-420,서울특별시 중구 무학동 41,,,CDFF3242051999000033,3010000,,,,서울특별시 중구 다산로39길 11-9  (무학동),,03,폐업,N,,N,,,,,,,,
N,,한강,2008-10-08,200505.107132432,451510.421498493,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,N,N,,,206.94,,2,,N,,2008-10-08 10:24:59,,2000-01-13,100-196,서울특별시 중구 을지로6가 23-26 지상2층,,,CDFF3242052000000001,3010000,,,,"서울특별시 중구 을지로44길 6  (을지로6가,지상2층)",,03,폐업,N,,N,,,,22693031,,,,
,,칼튼,2000-06-13,199134.917472391,451720.261991441,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-01-14,100-854,서울특별시 중구 입정동 263-1,,,CDFF3242052000000002,3010000,,,,서울특별시 중구 을지로11길 30  (입정동),,03,폐업,,,,,,,,,0,0,
,,카네기노래연습장,2000-07-14,199236.802725803,451256.554154233,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-02-07,100-300,서울특별시 중구 초동 55-0,,,CDFF3242052000000003,3010000,,,,서울특별시 중구 마른내로2길 17  (초동),,03,폐업,,,,,,,,,0,0,
,,25시노래방,2001-03-13,,,유통관련업,노래연습장업,,2026-05-06 22:38:23,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,2000-02-07,100-196,서울특별시 중구 을지로6가 618-35,,,CDFF3242052000000004,3010000,,,,,,03,폐업,,,,,,,,,0,0,
N,,백상노래연습장,2019-09-19,200004.42690254,450989.342540076,유통관련업,노래연습장업,,2026-05-06 22:38:24,I,03,폐업,N,N,,,147.52,,,,Y,,2019-09-19 16:03:55,,2000-04-01,,서울특별시 중구 묵정동 29-32 지하1층,,,CDFF3242052000000005,3010000,,,,"서울특별시 중구 서애로1길 49 (묵정동,지하1층)",,03,폐업,N,,N,,,,22852940,,,,
