사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,판매방식명,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
데이지로지스틱10,종합몰 컴퓨터/사무용품 가구/수납용품,2026-05-14,192836.175503657,433096.961985795,2026-05-15 03:03:03,U,05,타시군구이관,2026-05-14 13:45:11,,2025-06-17,,경기도 안양시 만안구 안양동 ***-** PROJECT *** TOWER,2025384003330201701,인터넷,3830000,"경기도 안양시 만안구 병목안로 *, PROJECT *** TOWER **** B***호 (안양동)",14001,,05,제외/삭제/전출,,,
온더랩,종합몰 가전 건강/식품,2026-05-14,190289.435594486,455449.040073419,2026-05-15 03:03:03,U,05,타시군구이관,2026-05-14 10:47:19,,2025-06-16,,경기도 고양시 덕양구 향동동 ***,2025395005230201451,인터넷,3940000,"경기도 고양시 덕양구 꽃마을로 **, 디엠씨스타비즈 *층 ***호 (향동동)",10545,,05,제외/삭제/전출,,,
주식회사 주한원,의류/패션/잡화/뷰티,2026-05-14,204439.679858876,451987.400035398,2026-05-15 03:03:03,U,05,타시군구이관,2026-05-14 10:31:56,,2024-09-10,,서울특별시 동대문구 답십리동 ***-**,2024305021030202229,인터넷,3050000,"서울특별시 동대문구 황물로 **, *층 ***호 (답십리동)",02602,,05,제외/삭제/전출,,,
유달리 디퍼런트,종합몰,2025-11-21,180004.526285298,469050.670490658,2026-05-15 03:03:03,U,03,폐업처리,2026-05-14 10:08:36,,2021-02-10,,경기도 파주시 상지석동 ***-** UNICASTLE,2021406040730200494,인터넷,4060000,"경기도 파주시 운정로 **-**, ***동 ***호 (상지석동, UNICASTLE)",10910,,03,폐업,,,
우드림,교육/도서/완구/오락,,,,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 13:58:21,,2025-06-17,,경기도 안양시 만안구 안양동 ***-***,2025384003330201693,인터넷,3830000,"경기도 안양시 만안구 안양로 ***, *층 **호 (안양동)",13996,,01,영업/정상,,,
쿠크(COUK),의류/패션/잡화/뷰티,2026-05-14,208435.631564749,418284.454974063,2026-05-15 03:03:03,U,05,타시군구이관,2026-05-14 13:29:23,,2021-06-29,,경기도 용인시 기흥구 영덕동 **** 용인기흥효성해링턴플레이스,2021563001830201669,인터넷,4050000,"경기도 용인시 기흥구 덕영대로****번길 **, ***동 ****호 (영덕동, 용인기흥효성해링턴플레이스)",17095,,05,제외/삭제/전출,,,
초록미-인(in),기타,2026-05-14,207240.966968875,439945.717670236,2026-05-15 03:03:03,U,05,타시군구이관,2026-05-14 10:58:42,,2022-05-16,,서울특별시 서초구 내곡동 *-****,2022321015330201428,인터넷,3210000,서울특별시 서초구 헌인릉*길 *(내곡동),06795,,05,제외/삭제/전출,,,
브랜드베이커리 주식회사,가구/수납용품,2026-05-14,179657.839433967,461692.079607674,2026-05-15 03:03:03,U,05,타시군구이관,2026-05-14 17:06:56,,2021-09-29,,경기도 고양시 일산동구 장항동 *** 메트로골드,2022396012830200404,인터넷,3940000,"경기도 고양시 일산동구 중앙로****번길 **, *층 ***호 (장항동)",10402,,05,제외/삭제/전출,,,02-1670-5422
나루 프로젝트,종합몰,,198897.440540979,448328.543930486,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 09:19:05,,2025-05-22,,서울특별시 용산구 이태원동 ***-*,2025302020330200673,인터넷,3020000,"서울특별시 용산구 녹사평대로**가길 *-*, ***호 (이태원동)",04345,,01,영업/정상,,,
주식회사 라익여우,의류/패션/잡화/뷰티,,202038.261241413,446030.057611998,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 15:05:35,,2024-09-19,,서울특별시 강남구 논현동 **-* 명은빌딩,2024322024930205759,인터넷,3220000,"서울특별시 강남구 논현로***길 **-*, *층 명은빌딩 (논현동)",06039,,01,영업/정상,,,
거명개발(주),기타,,196189.205036161,447894.643407414,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 16:52:19,,2006-06-13,,서울특별시 용산구 원효로*가 **-** e-테크벨리오피스텔,2006302009530205810,인터넷,3020000,"서울특별시 용산구 원효로 ***, e-테크밸리 ***호 (원효로*가)",04366,,01,영업/정상,,,02-711-2010
블루포크24,종합몰,2026-05-14,220847.736889872,422567.170498933,2026-05-15 03:03:03,U,03,폐업처리,2026-05-14 09:29:34,,2024-08-27,,경기도 용인시 처인구 모현읍 초부리 ***-*,2024562002730202434,인터넷,4050000,"경기도 용인시 처인구 모현읍 백옥대로 ****, *동 ***호-B***",17037,,03,폐업,,,
덕산과학,종합몰,,189959.044020878,446192.884313355,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 15:24:40,,2015-06-02,,서울특별시 영등포구 문래동*가 ** 문래 SK V* center,2021318024730203355,인터넷,3180000,"서울특별시 영등포구 선유로*길 **, 문래 SK V* center **층 ****B호 (문래동*가)",07281,,01,영업/정상,,,02-6291-4954
진트렌드,종합몰,2026-05-13,197802.436613024,443049.214038897,2026-05-15 03:03:03,U,03,폐업처리,2026-05-14 14:44:57,,2025-06-09,,서울특별시 동작구 사당동 *** 극동아파트,2025319027130200759,인터넷,3190000,"서울특별시 동작구 동작대로**길 ***, 제***상가동 *층 ***호 A***호 (사당동, 극동아파트)",06990,,03,폐업,,,
정혜영 컴퍼니,-,2026-05-14,202520.972243984,443946.832938881,2026-05-15 03:03:03,U,03,폐업처리,2026-05-14 15:07:47,,2015-04-02,,,2015322016230202733,,3220000,"서울특별시 강남구 테헤란로*길 *, B***호 (역삼동, 센트럴푸르지오시티)",06232,,03,폐업,,,
㈜케이티에스테이트 송파지점,기타,,209337.104501753,445744.864426145,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 14:47:00,,2021-07-02,,서울특별시 송파구 신천동 **-* KT송파타워,2021323026130202518,인터넷,3230000,서울특별시 송파구 잠실로 ***(신천동),05552,,01,영업/정상,,,02-2092-6000
주식회사 더라임코리아,의류/패션/잡화/뷰티,2026-05-14,204317.264907404,461224.014056627,2026-05-15 03:03:03,U,05,타시군구이관,2026-05-14 14:34:59,,2024-01-30,,서울특별시 도봉구 창동 **,2024309018530200763,인터넷,3090000,"서울특별시 도봉구 마들로**길 **, ***동 ***-A**호 (창동)",01414,,05,제외/삭제/전출,,,
셀렉트샵,종합몰,2026-05-15,220847.736889872,422567.170498933,2026-05-15 03:03:03,U,03,폐업처리,2026-05-14 09:30:52,,2025-06-02,,경기도 용인시 처인구 모현읍 초부리 ***-*,2025562002730201705,인터넷,4050000,"경기도 용인시 처인구 모현읍 백옥대로 ****, *동 ***호 D**",17037,,03,폐업,,,
주식회사 미다스경제티비,기타,,201673.979971548,445515.051773403,2026-05-15 03:03:03,U,04,직권취소,2026-05-14 14:47:17,,2021-03-11,,서울특별시 서초구 잠원동 **-* JD하운빌딩,2021321015330201200,인터넷,3210000,"서울특별시 서초구 강남대로**길 **, JD하운빌딩 ***호 (잠원동)",06531,,04,취소/말소/만료/정지/중지,,,1661-1618
현성글로벌,종합몰,,212481.618347928,449133.956765955,2026-05-15 03:03:03,U,07,직권말소,2026-05-14 15:27:53,,2024-02-08,,서울특별시 강동구 천호동 **-* 선진빌딩,2024324028930200392,인터넷,3240000,"서울특별시 강동구 양재대로 ****, 선진빌딩 *층 ***-K**호 (천호동)",05314,,04,취소/말소/만료/정지/중지,,,
잉테르고,건강/식품,2026-05-14,213939.363304569,445277.069614051,2026-05-15 03:03:03,U,03,폐업처리,2026-05-14 15:31:58,,2022-06-02,,경기도 하남시 감이동 *** 감일 스윗시티 *단지,2022404022830201210,인터넷,4040000,"경기도 하남시 감일순환로 ***, ***동 ****호 (감이동, 감일 스윗시티 *단지)",12998,,03,폐업,,,
(주) 지티엘커뮤니케이션,기타,,216197.552708918,449829.801875259,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 14:02:52,,2015-02-26,,경기도 하남시 풍산동 *** 미사센텀비즈,2018404019930200600,인터넷,4040000,"경기도 하남시 조정대로 **, 미사센텀비즈 F*층 ***호 (풍산동)",12918,,01,영업/정상,,,
글리모리,기타,2026-05-14,200613.510297669,451817.515366883,2026-05-15 03:03:03,U,05,타시군구이관,2026-05-14 15:20:30,,2025-07-11,,서울특별시 중구 을지로*가 **-* 현대시티타워,2025301024430201041,인터넷,3010000,"서울특별시 중구 장충단로**길 **, 현대시티타워 **층 D**호 (을지로*가)",04563,,05,제외/삭제/전출,,,
올바른,종합몰,2026-05-13,187999.32555627,449920.361168751,2026-05-15 03:03:03,U,03,폐업처리,2026-05-14 13:14:15,,2022-08-29,,서울특별시 강서구 등촌동 ***-* 비원오피스텔,2022315020030202606,인터넷,3150000,"서울특별시 강서구 공항대로 ***, 비원오피스텔 *동 **층 ****호 (등촌동)",07563,,03,폐업,,,
주식회사 대영디에스,종합몰,,217044.982167915,449307.942535913,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 11:43:51,,2021-07-08,,경기도 하남시 풍산동 *** 하남테크노밸리 U* CENTER,2022404022830200437,인터넷,4040000,"경기도 하남시 하남대로 ***, 하남테크노밸리 U* CENTER 비동 ****호 (풍산동)",12982,,01,영업/정상,,,
더블에이치솔루션,기타,2026-05-14,190380.888196393,453489.729710453,2026-05-15 03:03:03,U,05,타시군구이관,2026-05-14 16:00:45,,2023-03-08,,서울특별시 은평구 수색동 ***-* 서광빌딩,2024311021730201498,인터넷,3110000,"서울특별시 은평구 수색로 ***, 서광빌딩 *층 ***호 (수색동)",03503,,05,제외/삭제/전출,,,
와이에스에이전시,의류/패션/잡화/뷰티,2026-05-14,180988.469121159,484928.391454435,2026-05-15 03:03:03,U,05,타시군구이관,2026-05-14 09:24:43,,2024-05-13,,경기도 파주시 문산읍 당동리 ***-*,2024406050730202283,인터넷,4060000,"경기도 파주시 문산읍 방촌로 ****, *층 ***호",10816,,05,제외/삭제/전출,,,
주식회사 그린스,종합몰,,205077.325266776,448924.655109511,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 17:26:09,,2022-02-18,,서울특별시 성동구 성수동*가 ***-** 아이템플,2022303010330200701,"TV홈쇼핑, 인터넷, 카다로그",3030000,"서울특별시 성동구 연무장**길 *, *층 ***호 (성수동*가)",04783,,01,영업/정상,,,
주식회사 루킨,종합몰 가전 건강/식품 의류/패션/잡화/뷰티,2026-05-14,201747.069986899,442437.649826862,2026-05-15 03:03:03,U,03,폐업처리,2026-05-14 15:56:58,,2020-05-18,,서울특별시 서초구 서초동 ****번지 *호 미래소프트,2020321015330201673,"TV홈쇼핑, 인터넷, 카다로그, 신문잡지, 기타",3210000,"서울특별시 서초구 남부순환로***길 **, 미래소프트 *층 (서초동)",06725,,03,폐업,,,
파파리브,종합몰 교육/도서/완구/오락 가전 컴퓨터/사무용품 성인/성인용품 가구/수납용품 의류/패션/잡화/뷰티 레져/여행/공연 건강/식품 자동차/자동차용품 상품권,2026-05-14,,,2026-05-15 03:03:03,U,05,타시군구이관,2026-05-14 14:43:47,,2020-05-12,,경기도 안성시 공도읍 승두리 *** 쌍용더플래티넘프리미어 ***동 ****호,2022408023830200393,인터넷,4080000,"경기도 안성시 공도읍 공도로 **-**, ***동 ****호 (쌍용더플래티넘프리미어)",17562,,05,제외/삭제/전출,,,
(주)선주코퍼레이션,종합몰,,190822.851419439,442253.132895893,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 15:29:42,,2021-04-08,,서울특별시 구로구 구로동 ***-* 제이앤케이디지털타워,2023316015930201736,인터넷,3160000,"서울특별시 구로구 디지털로**길 ***, 제이앤케이디지털타워 *층 ***-*호 (구로동)",08390,,01,영업/정상,,,
스튜디오 12:05,종합몰,2026-05-15,193379.967906916,441929.765369245,2026-05-15 03:03:03,U,03,폐업처리,2026-05-14 15:11:20,,2025-06-12,,서울특별시 관악구 신림동 ****-**,2025320022530200983,인터넷,3200000,"서울특별시 관악구 문성로**길 **-*, ***호 (신림동)",08774,,03,폐업,,,
메종베흐,기타,,181235.903013579,442474.279768838,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 10:22:07,,2020-02-10,,경기도 부천시 원미구 심곡동 ***-** 남영라끄빌,2020386055530200502,인터넷,3860000,"경기도 부천시 원미구 원미로**번길 *, *동 ***호 (심곡동, 남영라끄빌)",14643,,01,영업/정상,,,
메이플포레,종합몰 교육/도서/완구/오락 가전 컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티 자동차/자동차용품,,166749.538413634,460236.118454986,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 13:39:35,,2025-11-23,,경기도 김포시 구래동 ****-**,2025409051630209731,"인터넷, 기타",4090000,"경기도 김포시 김포한강*로**번길 **, *층 ***호 B*** (구래동)",10071,,01,영업/정상,,,
온아리빙,종합몰,2026-05-14,184455.985193422,440448.850823991,2026-05-15 03:03:03,U,05,타시군구이관,2026-05-14 11:08:41,,2025-05-09,,경기도 부천시 소사구 옥길동 ***-* 옥길 한신더휴 ***동 ****호,2025388100630200364,인터넷,3860000,"경기도 부천시 소사구 양지로 ***-**, ***동 ****호 (옥길동, 옥길 한신더휴)",14786,,05,제외/삭제/전출,,,
(주)시공사,교육/도서/완구/오락,,204288.663513284,449872.314972211,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 19:05:38,,2001-06-11,,서울특별시 성동구 성수동*가 **-* 린 하우스,2020303010330203027,인터넷,3030000,"서울특별시 성동구 광나루로 ***, 린 하우스 *층 (성수동*가)",04791,,01,영업/정상,,,02-3486-6877
소당케이크,기타,2026-05-11,212054.407034207,434276.417128817,2026-05-15 03:03:03,U,03,폐업처리,2026-05-14 10:46:07,,2024-05-17,,경기도 성남시 분당구 야탑동 ***-*,2024378021930202094,인터넷,3780000,"경기도 성남시 분당구 야탑로***번길 *-*, *층 ***호 (야탑동)",13504,,03,폐업,,,
이프유스튜디오 에틱,종합몰,2026-05-15,192887.380383146,449650.938628836,2026-05-15 03:03:03,U,03,폐업처리,2026-05-14 11:26:54,,2024-06-03,,서울특별시 마포구 서교동 ***-**,2024313025530202025,인터넷,3130000,"서울특별시 마포구 어울마당로*길 *, *층 (서교동)",04048,,03,폐업,,,
딜리고월드,종합몰,2026-05-13,202120.445178004,417045.693335284,2026-05-15 03:03:03,U,03,폐업처리,2026-05-14 09:20:28,,2025-05-28,,경기도 수원시 권선구 권선동 ****-*,2025376003430200796,인터넷,3740000,"경기도 수원시 권선구 세권로 ***, 권선메디컬빌딩 *층 A***호 (권선동)",16581,,03,폐업,,,
인터내셔널 이브릿지,종합몰 컴퓨터/사무용품 가구/수납용품,2026-05-14,193870.417173466,450441.587738525,2026-05-15 03:03:03,U,05,타시군구이관,2026-05-14 10:23:44,,2025-05-08,,서울특별시 마포구 동교동 ***-**,2025313027830201358,인터넷,3130000,"서울특별시 마포구 와우산로 ***, *층 A***호 (동교동)",04057,,05,제외/삭제/전출,,,
그로잉굿즈(growingoods),종합몰,,211754.581943519,450146.090436105,2026-05-15 03:03:03,U,07,직권말소,2026-05-14 10:56:45,,2024-02-22,,서울특별시 강동구 암사동 ***-** 로뎀하우스,2024324028930200491,인터넷,3240000,"서울특별시 강동구 고덕로**길 **, 로뎀하우스 *동 *층 ***호 (암사동)",05254,,04,취소/말소/만료/정지/중지,,,
웰니스비즈,기타,,192326.079862267,455627.215005745,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 10:44:47,,2022-02-07,,서울특별시 은평구 역촌동 **-**,2024311021730200266,인터넷,3110000,"서울특별시 은평구 연서로*나길 *-**, *층 (역촌동)",03418,,01,영업/정상,,,
재단법인 한국메이크어위시소원. 별재단,기타,,202743.759453951,443086.795242138,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 14:09:40,,2008-12-05,,서울특별시 강남구 역삼동 ***번지 푸르덴셜타워 *층,2008322012730202759,인터넷,3220000,"서울특별시 강남구 강남대로 *** (역삼동,푸르덴셜타워 *층)",,,01,영업/정상,,,02-2144-2241
티나골드,기타,,205426.020983883,407690.037814749,2026-05-15 03:03:03,U,01,정상영업,2026-05-14 14:41:40,,2021-02-17,,경기도 오산시 수청동 ***-**,2021400019430200136,인터넷,4000000,"경기도 오산시 청학로 ***-**, *층 ***호 (수청동)",18110,,01,영업/정상,,,
