사업장명,사업장부지용도구분명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지면적,지번주소,제조구분명,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자
(주)호텔롯데,상업.업무용,제조,,198259.65357739,451392.198218657,2026-05-03 22:50:00,I,01,영업중,2026-01-22 17:14:05,2008-05-09,,서울특별시 중구 소공동 1,냉동,2008301010002200006,3010000,서울특별시 중구 을지로 30 (소공동),,,01,영업/정상,,
에이알에이코리아전문투자형사모부동산투자신탁제1호,,제조,,197620.676444642,450361.506112161,2026-05-03 22:50:00,I,01,영업중,2020-04-28 15:19:19,2010-09-06,,서울특별시 중구 남대문로5가 541 서울스퀘어,냉동,2009301010002100001,3010000,"서울특별시 중구 한강대로 416, 서울스퀘어 (남대문로5가)",04637,,01,영업/정상,,
정석기업(주),,제조,,198297.833546642,451193.870359394,2026-05-03 22:50:00,I,01,영업중,2024-04-18 14:42:43,2010-03-11,,서울특별시 중구 남대문로2가 118,냉동,2009301010002100002,3010000,서울특별시 중구 남대문로 63 (소공동),,,01,영업/정상,,
연세대학교 세브란스빌딩,,제조,,197612.995083649,450539.857693464,2026-05-03 22:50:00,I,01,영업중,2019-03-22 10:10:06,2009-07-29,,서울특별시 중구 남대문로5가 84-11 연세세브란스빌딩,냉동,2009301010002100003,3010000,서울특별시 중구 통일로 10 (남대문로5가),,,01,영업/정상,,
이지스자산운용(주)이지스사모부동산투자신탁42호,업무용,제조,,197365.094626051,451701.65750808,2026-05-03 22:50:00,I,01,영업중,2023-01-12 16:05:31,2009-12-11,,서울특별시 중구 정동 15-5,냉동,2009301010002100006,3010000,서울특별시 중구 정동길 21-15 (정동),,,01,영업/정상,,
대한관광개발(주) 서울로얄호텔,,제조,,198662.073220851,451337.206272624,2026-05-03 22:50:00,I,01,영업중,2024-12-03 16:25:11,2009-04-13,,서울특별시 중구 명동1가 6-3 로얄호텔,냉동,2009301010002200002,3010000,"서울특별시 중구 명동길 61, 로얄호텔 (명동1가)",04538,,01,영업/정상,,
(주)호텔신라,상업용,제조,,200463.625303538,450497.460903907,2026-05-03 22:50:00,I,01,영업중,2024-12-04 09:43:09,2010-02-01,,서울특별시 중구 장충동2가 202 신라호텔,냉동,2009301010002200004,3010000,"서울특별시 중구 동호로 249, 신라호텔 (장충동2가)",04605,,01,영업/정상,,
(주)신한은행,업무용,제조,,200219.375254761,451288.386735763,2026-05-03 22:50:00,I,01,영업중,2023-03-20 17:30:04,2011-01-12,,서울특별시 중구 쌍림동 146-17,냉동,2010301010002100001,3010000,서울특별시 중구 동호로 330 (쌍림동),,,01,영업/정상,,
(학)배재학당 배재빌딩,업무용,제조,,197517.157288952,451193.921380271,2026-05-03 22:50:00,I,01,영업중,2016-06-01 14:13:48,2010-06-18,,서울특별시 중구 서소문동 55-4 배재빌딩,냉동,2010301010002100002,3010000,서울특별시 중구 서소문로 103 (서소문동),,,01,영업/정상,,
연세대학교 봉래빌딩,상업용,제조,,197536.851574317,450787.00124727,2026-05-03 22:50:00,I,01,영업중,2019-06-13 16:14:01,2010-09-07,,서울특별시 중구 봉래동1가 48-3,냉동,2010301010002100003,3010000,서울특별시 중구 칠패로 36 (봉래동1가),,,01,영업/정상,,
주식회사 에이치엘제3호위탁관리부동산투자회사,업무용,제조,,198193.534402364,451650.955791238,2026-05-03 22:50:00,I,01,영업중,2024-11-29 13:07:59,2011-02-16,,서울특별시 중구 다동 156,냉동,2011301010002100001,3010000,서울특별시 중구 남대문로9길 40 (다동),,,01,영업/정상,,
농업협동조합중앙회,업무용,제조,,197063.020822371,451508.836853669,2026-05-03 22:50:00,I,01,영업중,2024-03-21 14:23:02,2011-03-16,,서울특별시 중구 충정로1가 85 농협중앙회 중앙본부 신관,냉동,2011301010002100002,3010000,"서울특별시 중구 통일로 120, 농협중앙회 중앙본부 신관 (충정로1가)",04517,,01,영업/정상,,
미래에셋자산운용(주)(맵스프런티어28호),,제조,,198620.934275413,451681.95803574,2026-05-03 22:50:00,I,01,영업중,2016-09-30 09:29:01,2011-06-22,,서울특별시 중구 수하동 67,냉동,2011301010002100003,3010000,서울특별시 중구 을지로5길 26 (수하동),,,01,영업/정상,,
(재)서울디자인재단DDP,상업용,제조,,200806.180300481,451624.092552007,2026-05-03 22:50:00,I,01,영업중,2025-09-09 17:03:46,2011-09-23,,서울특별시 중구 을지로7가 281,냉동,2011301010002100004,3010000,서울특별시 중구 을지로 281 (을지로7가),,,01,영업/정상,,
에이치디씨밸류애드일반사모부동산투자신탁제4호,업무용,제조,,199145.32420106,451040.432662092,2026-05-03 22:50:00,I,01,영업중,2025-06-04 16:15:05,2011-11-07,,서울특별시 중구 충무로3가 60-1 극동빌딩(22층),냉동,2011301010002100005,3010000,서울특별시 중구 퇴계로 173 (충무로3가),,,01,영업/정상,,
삼화인쇄(1),업무용,제조,,198591.48750042,451623.0201872,2026-05-03 22:50:00,I,01,영업중,2024-12-03 17:23:23,2011-11-22,,서울특별시 중구 을지로2가 204 삼화타워,냉동,2011301010002100006,3010000,"서울특별시 중구 을지로5길 16, 삼화타워 (을지로2가)",04539,,01,영업/정상,,
서울특별시체육회(서울광장아이스링크장),업무용,제조,2026-03-30,,,2026-05-03 22:50:00,I,03,폐업,2026-03-31 09:16:11,2011-12-05,,서울특별시 중구 태평로1가 서울광장,냉동,2011301010002100007,3010000,,,,03,폐업,,
삼화인쇄(2),업무용,제조,,198591.48750042,451623.0201872,2026-05-03 22:50:00,I,01,영업중,2024-12-03 17:23:43,2011-11-22,,서울특별시 중구 을지로2가 204 삼화타워,냉동,2011301010002200004,3010000,"서울특별시 중구 을지로5길 16, 삼화타워 (을지로2가)",04539,,01,영업/정상,,
한화호텔앤드리조트(주),상업.업무용,제조,,197979.021229862,451376.783371586,2026-05-03 22:50:00,I,01,영업중,2025-10-15 09:11:34,2012-03-14,,서울특별시 중구 태평로2가 23,냉동,2012301010002100001,3010000,서울특별시 중구 소공로 119 (태평로2가),,,01,영업/정상,,
에이아이에이생명보험주식회사,,제조,,197408.038213908,450940.510965994,2026-05-03 22:50:00,I,01,영업중,2022-07-27 18:56:52,2012-07-19,,서울특별시 중구 순화동 11-44,냉동,2012301010002100003,3010000,서울특별시 중구 통일로2길 16 (순화동),,,01,영업/정상,,
(재)천주교서울대교구유지재단 가톨릭회관,,제조,,198781.021275117,451197.800112897,2026-05-03 22:50:00,I,01,영업중,2021-12-30 12:57:51,2012-07-18,,서울특별시 중구 명동2가 1-1,냉동,2012301010002100004,3010000,서울특별시 중구 명동길 74 (명동2가),04537,,01,영업/정상,,
씨제이제일제당(주),,제조,,200628.002318786,450818.660040219,2026-05-03 22:50:00,I,01,영업중,2024-11-08 13:03:13,2012-11-28,,서울특별시 중구 장충동1가 102,냉동,2012301010002100006,3010000,서울특별시 중구 동호로20나길 16 (장충동1가),04606,,01,영업/정상,,
서울시체육회,,제조,,198004.737917005,451589.338993848,2026-05-03 22:50:00,I,01,영업중,2013-02-18 10:01:18,2012-12-06,,서울특별시 중구 태평로1가 31 서울시청,냉동,2012301010002100008,3010000,,,,01,영업/정상,,
율산개발 유한회사,,제조,,197638.403594278,451154.232387243,2026-05-03 22:50:00,I,01,영업중,2022-07-20 13:56:19,2012-07-03,,서울특별시 중구 서소문동 75-95,냉동,2012301010002200002,3010000,서울특별시 중구 서소문로 116 (서소문동),,,01,영업/정상,,
서울특별시,,제조,,198004.737917005,451589.338993848,2026-05-03 22:50:00,I,01,영업중,2020-08-12 14:18:55,2012-07-12,,서울특별시 중구 태평로1가 31 서울특별시청,냉동,2012301010002200003,3010000,"서울특별시 중구 세종대로 110, 서울특별시청 (태평로1가)",04524,,01,영업/정상,,
서울교통공사(6호선 신당역),상업용,제조,,,,2026-05-03 22:50:00,I,01,영업중,2020-04-21 14:39:07,2013-08-14,,서울특별시 중구 흥인동 162,냉동,2013301012402100002,3010000,서울특별시 중구 다산로 260 (6호선),,,01,영업/정상,,
호텔신라,,제조,,200463.625303538,450497.460903907,2026-05-03 22:50:00,I,01,영업중,2013-06-11 16:24:15,2013-06-11,,서울특별시 중구 장충동2가 202,냉동,2013301012402200001,3010000,,,,01,영업/정상,,
와이디816피에프브이 주식회사,기타,제조,,197675.397522479,450448.56432183,2026-05-03 22:50:00,I,01,영업중,2024-04-05 13:53:58,2014-08-12,,서울특별시 중구 남대문로5가 537 메트로타워,냉동,2014301012402100001,3010000,"서울특별시 중구 퇴계로 10, 메트로타워 (남대문로5가)",04637,,01,영업/정상,,
(주)한국스탠다드차타드은행,,제조,,197675.397522479,450448.56432183,2026-05-03 22:50:00,I,01,영업중,2014-10-14 15:23:29,2014-08-12,,,냉동,2014301012402100002,3010000,서울특별시 중구 퇴계로 10 (남대문로5가),,,01,영업/정상,,
하나대체투자CoreOffice일반사모부동산모투자신탁1-1호,,제조,,199078.372627822,451354.506364946,2026-05-03 22:50:00,I,01,영업중,2023-04-17 15:58:08,2014-10-14,,서울특별시 중구 저동2가 24-1 씨티센터타워,냉동,2014301012402100003,3010000,"서울특별시 중구 수표로 34, 씨티센터타워 (저동2가)",04555,,01,영업/정상,,
중구구민회관,상업기타,제조,,200461.223528919,451808.563758166,2026-05-03 22:50:00,I,01,영업중,2014-08-23 12:41:03,2014-05-23,,,냉동,2014301012402200002,3010000,서울특별시 중구 을지로39길 40 (을지로6가),,,01,영업/정상,,
(주)한국문학사,,제조,,198267.995191941,451314.980088153,2026-05-03 22:50:00,I,01,영업중,2015-04-30 10:57:59,2015-04-30,,,냉동,2015301012402100001,3010000,서울특별시 중구 남대문로7길 16 (소공동),,,01,영업/정상,,
(주)신한은행,,제조,,198476.46573497,451769.280943386,2026-05-03 22:50:00,I,01,영업중,2017-10-17 17:39:59,2015-05-15,,,냉동,2015301012402100002,3010000,서울특별시 중구 청계천로 54 (삼각동),,,01,영업/정상,,
대한관광개발(주),,제조,,198662.073220851,451337.206272624,2026-05-03 22:50:00,I,01,영업중,2023-11-17 13:22:44,2015-10-23,,서울특별시 중구 명동1가 6-3 로얄호텔,냉동,2015301012402100004,3010000,"서울특별시 중구 명동길 61, 로얄호텔 (명동1가)",04538,,01,영업/정상,,
(주)국민은행,,제조,,197786.630049666,451192.227609488,2026-05-03 22:50:00,I,01,영업중,2017-01-26 17:45:58,2015-10-27,,,냉동,2015301012402100005,3010000,서울특별시 중구 세종대로 73 (태평로2가),,,01,영업/정상,,
농협은행 주식회사,상업.업무용,제조,,198780.018679349,451009.773589561,2026-05-03 22:50:00,I,01,영업중,2021-04-12 13:27:52,2015-02-16,,서울특별시 중구 충무로2가 62-12,냉동,2015301012402200001,3010000,"서울특별시 중구 퇴계로 137, 명동L7호텔 (충무로2가)",04537,,01,영업/정상,,
(주)부산은행,,제조,,198876.925292257,451628.15318809,2026-05-03 22:50:00,I,01,영업중,2016-02-17 15:23:16,2015-06-25,,서울특별시 중구 장교동 22-4,냉동,2015301012402200002,3010000,서울특별시 중구 삼일대로 362 (장교동),,,01,영업/정상,,
중소기업은행(IBK파이낸스타워),,제조,,198791.046999434,451496.528160092,2026-05-03 22:50:00,I,01,영업중,2026-03-04 17:19:13,2016-04-05,,서울특별시 중구 을지로2가 206 IBK파이낸스타워,냉동,2016301012402100002,3010000,"서울특별시 중구 을지로 82, IBK파이낸스타워 (을지로2가)",04538,,01,영업/정상,,
동대문밀리오레관리단,,제조,,200664.582936542,451781.8683954,2026-05-03 22:50:00,I,01,영업중,2024-06-04 10:37:23,2016-11-04,,서울특별시 중구 을지로6가 18-185 밀리오레상가건물,냉동,2016301012402100005,3010000,"서울특별시 중구 장충단로 263, 밀리오레상가건물 (을지로6가)",04563,,01,영업/정상,,
(주)대한항공,,제조,,197650.108453362,451254.381244059,2026-05-03 22:50:00,I,01,영업중,2023-11-07 16:17:32,2016-03-11,,서울특별시 중구 서소문동 41-3 대한항공빌딩,냉동,2016301012402200001,3010000,"서울특별시 중구 서소문로 117, 대한항공빌딩 (서소문동)",04515,,01,영업/정상,,
대신프라퍼티(주),,제조,,198783.220727646,451423.465824287,2026-05-03 22:50:00,I,01,영업중,2025-04-23 16:18:30,2016-04-18,,서울특별시 중구 저동1가 114 대신파이낸스센터(Daishin Finance Center),냉동,2016301012402200002,3010000,"서울특별시 중구 삼일대로 343, 대신파이낸스센터(Daishin Finance Center) (저동1가)",04538,,01,영업/정상,,
(주)신한은행,,제조,,198476.46573497,451769.280943386,2026-05-03 22:50:00,I,01,영업중,2024-01-30 10:21:28,2016-09-02,,서울특별시 중구 삼각동 66-1 신한금융그룹,냉동,2016301012402200003,3010000,"서울특별시 중구 청계천로 54, 신한금융그룹 (삼각동)",04540,,01,영업/정상,,
한화위탁관리부동산투자회사 주식회사,,제조,,198744.433228989,451677.065126229,2026-05-03 22:50:00,I,01,영업중,2024-09-20 14:42:55,2017-03-17,,서울특별시 중구 장교동 1 한화빌딩,,2017301012402100001,3010000,"서울특별시 중구 청계천로 86, 한화빌딩 (장교동)",04541,,01,영업/정상,,
백남관광(주) 서울프레지던트호텔,,제조,,198113.370663648,451483.299976911,2026-05-03 22:50:00,I,01,영업중,2018-06-18 16:59:37,2017-04-26,,서울특별시 중구 을지로1가 188-3 프레지던트호텔,냉동,2017301012402100002,3010000,서울특별시 중구 을지로 16 (을지로1가),04533,,01,영업/정상,,
국립중앙의료원,,제조,,,,2026-05-03 22:50:00,I,01,영업중,2012-06-04 09:43:26,2012-06-01,,서울특별시 중구 을지로1가 18-79,냉동,2012301010002200001,3010000,,,,01,영업/정상,,
중부소방서,,제조,,201287.882380288,451386.672276474,2026-05-03 22:50:00,I,01,영업중,2022-11-29 15:13:03,2017-11-24,,서울특별시 중구 무학동 43 중부소방서,충전,2017301012402200001,3010000,"서울특별시 중구 퇴계로 394, 중부소방서 (무학동)",04611,,01,영업/정상,,
중부소방서(119안전센터),,제조,,200999.356221857,451654.418167327,2026-05-03 22:50:00,I,01,영업중,2022-11-29 17:10:09,2017-11-24,,서울특별시 중구 신당동 251-7 을지로119안전센터,충전,2017301012402200002,3010000,"서울특별시 중구 을지로45길 43, 을지로119안전센터 (신당동)",04566,,01,영업/정상,,
(주)케이알앤씨,,제조,,198229.951228532,451804.346043518,2026-05-03 22:50:00,I,01,영업중,2025-08-11 15:08:16,2018-04-09,,서울특별시 중구 다동 33 예금보험공사,냉동,2018301012402100001,3010000,"서울특별시 중구 청계천로 30, 예금보험공사 (다동)",04521,,01,영업/정상,,
유네스코한국위원회,,제조,,198495.752148427,451241.680693735,2026-05-03 22:50:00,I,01,영업중,2024-11-05 13:52:17,2018-04-17,,서울특별시 중구 명동2가 50-14 유네스코회관,냉동,2018301012402100002,3010000,"서울특별시 중구 명동길 26, 유네스코회관 (명동2가)",04536,,01,영업/정상,,
하나대체투자HW랜드칩사모부동산모투자신탁1-3호,,제조,,197715.30507656,451272.640929856,2026-05-03 22:50:00,I,01,영업중,2020-07-07 15:16:44,2018-06-12,,서울특별시 중구 서소문동 34 서소문 한화빌딩,냉동,2018301012402100003,3010000,"서울특별시 중구 서소문로 125, 서소문 한화빌딩 (서소문동)",04515,,01,영업/정상,,
마스턴전문투자형사모부동산투자신탁 제98호,,제조,,200703.625559248,451836.458256618,2026-05-03 22:50:00,I,01,영업중,2021-01-01 10:18:13,2018-07-26,,서울특별시 중구 을지로6가 18-12 두산타워빌딩,냉동,2018301012402100004,3010000,"서울특별시 중구 장충단로 275, 두산타워빌딩 (을지로6가)",04563,,01,영업/정상,,
(주)케이리얼티제10호위탁관리부동산투자회사 외 1인,,제조,,199693.302714092,451535.867322585,2026-05-03 22:50:01,I,01,영업중,2025-01-24 16:29:48,2019-02-12,,서울특별시 중구 을지로4가 323,냉동,2019301017702100001,3010000,서울특별시 중구 을지로 170 (을지로4가),04548,,01,영업/정상,,
주식회사 신한알파서소문위탁관리부동산투자회사,,제조,,197739.803508714,451200.496953953,2026-05-03 22:50:01,I,01,영업중,2025-06-18 16:41:47,2019-03-04,,서울특별시 중구 서소문동 143,냉동,2019301017702100002,3010000,서울특별시 중구 서소문로 124 (서소문동),04514,,01,영업/정상,,
HSBC빌딩,,제조,,197554.559528663,450865.625894953,2026-05-03 22:50:01,I,01,영업중,2023-12-26 09:17:07,2019-03-05,,서울특별시 중구 봉래동1가 25 에이취에스비씨빌딩,냉동,2019301017702100003,3010000,,,,01,영업/정상,,
청화산업(주),,제조,,200247.098067944,451193.482960446,2026-05-03 22:50:01,I,01,영업중,2024-06-04 10:36:53,2019-05-01,,서울특별시 중구 쌍림동 151-11 쌍림빌딩,냉동,2019301017702100004,3010000,,,,01,영업/정상,,
(주)우리은행,,제조,,197666.569166046,450622.931217442,2026-05-03 22:50:01,I,01,영업중,2025-03-24 16:56:58,2019-09-27,,서울특별시 중구 남대문로5가 253,냉동,2019301017702100005,3010000,서울특별시 중구 세종대로 14 (남대문로5가),04527,,01,영업/정상,,
(주)신한은행,,제조,,197699.396252332,450972.803825672,2026-05-03 22:50:01,I,01,영업중,2019-10-21 14:30:53,2019-05-21,,서울특별시 중구 태평로2가 120 대경빌딩 신한은행 본점,냉동,2019301017702200001,3010000,,,,01,영업/정상,,
중소기업은행(본점),,제조,,198743.086421493,451579.913748821,2026-05-03 22:50:01,I,01,영업중,2026-02-27 13:17:59,2020-05-08,,서울특별시 중구 을지로2가 50 기업은행,냉동,2020301017702100001,3010000,"서울특별시 중구 을지로 79, 기업은행 (을지로2가)",04541,,01,영업/정상,,
에스케이텔레콤(주),업무용,제조,,198614.978577595,451577.838950867,2026-05-03 22:50:01,I,01,영업중,2026-04-13 17:53:03,2020-09-24,,서울특별시 중구 을지로2가 11 SK텔레콤빌딩,냉동,2020301017702100002,3010000,"서울특별시 중구 을지로 65, SK텔레콤빌딩 지하6층 (을지로2가)",04539,,01,영업/정상,,
(주)서한사_2호기,상업용,제조,,200141.998469463,450878.102981055,2026-05-03 22:50:01,I,01,영업중,2021-11-01 10:05:04,2020-12-28,,서울특별시 중구 장충동2가 186-54 그랜드앰배서더서울,냉동,2020301017702100003,3010000,"서울특별시 중구 동호로 287, 그랜드앰배서더서울 (장충동2가)",04618,,01,영업/정상,,
(주)서한사_1호기,상업용,제조,,200141.998469463,450878.102981055,2026-05-03 22:50:01,I,01,영업중,2021-11-01 10:03:36,2020-12-28,,서울특별시 중구 장충동2가 186-54 그랜드앰배서더서울,냉동,2020301017702100004,3010000,"서울특별시 중구 동호로 287, 그랜드앰배서더서울 (장충동2가)",04618,,01,영업/정상,,
보승실업㈜,,제조,,198765.23119318,451503.843182864,2026-05-03 22:50:01,I,01,영업중,2020-05-21 15:28:02,2020-02-24,,서울특별시 중구 을지로2가 163-3 보승빌딩,냉동,2020301017702200001,3010000,"서울특별시 중구 을지로 80-1, 보승빌딩 (을지로2가)",04538,,01,영업/정상,,
해왕잠수,,제조,,197055.976795485,450455.105991066,2026-05-03 22:50:01,I,01,영업중,2020-12-31 15:41:53,2020-06-19,,서울특별시 중구 만리동1가 35-4 해왕빌딩,충전,2020301017702200002,3010000,"서울특별시 중구 만리재로35길 25, 해왕빌딩 (만리동1가)",04501,,01,영업/정상,,
국립중앙의료원,,저장소,,200461.421710224,451682.120811509,2026-05-03 22:50:01,I,01,영업중,2022-01-10 12:10:48,2021-01-19,,서울특별시 중구 을지로6가 18-79 국립중앙의료원,,2021301017702100001,3010000,"서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)",04564,,01,영업/정상,,
퍼시픽제70호일반사모부동산투자신탁,,제조,,198181.2456998,451808.048376715,2026-05-03 22:50:01,I,01,영업중,2024-04-24 14:31:21,2021-03-22,,서울특별시 중구 다동 39 케이스퀘어시티,,2021301017702100002,3010000,"서울특별시 중구 청계천로 24, 케이스퀘어시티 (다동)",04521,,01,영업/정상,,
