사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
영천선약국,,196588.72946568,451976.467294287,2026-05-03 22:39:28,I,0000,정상,2023-05-12 09:38:47,,2023-05-12,0,,서울특별시 서대문구 영천동 330,312000001120230005,3120000,000,서울특별시 서대문구 통일로 185-1 (영천동),03734,,01,영업/정상,,,
비타민약국,,192527.699028194,453789.549119275,2026-05-03 22:32:28,I,0000,정상,2023-08-09 14:18:49,,2023-08-08,0,,서울특별시 은평구 응암동 603-59,311000001120230010,3110000,000,서울특별시 은평구 응암로 162 (응암동),03478,,01,영업/정상,,,02-308-6464
레몬약국,,194774.296993754,454564.979637027,2026-05-03 22:39:19,I,0000,정상,2020-10-15 17:22:32,,2020-10-15,,,서울특별시 서대문구 홍은동 464 북한산 더샵,312000001120200012,3120000,000,"서울특별시 서대문구 통일로 510, 상가동 1층 (홍은동, 북한산 더샵)",03615,,01,영업/정상,,,
다송약국,,189777.785140007,445072.461079203,2026-05-03 22:39:09,I,0000,정상,2024-09-11 09:19:23,,2024-09-11,,,서울특별시 구로구 신도림동 419-4 신도림 크라운빌2 오피스텔,316000001120240013,3160000,000,"서울특별시 구로구 경인로63길 11, 신도림 크라운빌2 오피스텔 A동 1층 (신도림동)",08207,,01,영업/정상,,,
세종약국,,193635.238674741,456481.556357615,2026-05-03 22:32:24,I,0000,정상,2014-01-10 16:01:36,,2013-06-19,0,,서울특별시 은평구 대조동 12-29,311000001120130006,3110000,000,서울특별시 은평구 불광로 25 (대조동),03396,,01,영업/정상,,,
보건당약국,,190234.190351272,443080.602794304,2026-05-03 22:39:05,I,0000,정상,2019-02-15 16:59:30,,2019-02-15,,,서울특별시 구로구 구로동 313-111,316000001120190002,3160000,000,"서울특별시 구로구 구로동로26길 116, 1층 (구로동)",08313,,01,영업/정상,,,02-856-7768
라온약국,,190232.524534335,444978.682746138,2026-05-03 22:39:05,I,0000,정상,2025-06-11 16:34:52,,2020-08-04,0,,서울특별시 구로구 구로동 3-25 신도림테크노마트,316000001120200007,3160000,000,"서울특별시 구로구 새말로 97, 신도림테크노마트 1층 40,73,74,82,83,118,119호 (구로동)",08288,,01,영업/정상,,,02-837-9998
다정온누리약국,,192480.02944094,452634.55767379,2026-05-03 22:39:28,I,0000,정상,2023-08-28 17:02:16,,2023-08-28,,,서울특별시 서대문구 남가좌동 381 DMC센트레빌 상가3동 3-1호,312000001120230011,3120000,000,"서울특별시 서대문구 거북골로 120, 상가3동 3-1호 (남가좌동, DMC센트레빌)",03690,,01,영업/정상,,,
홍은약국,,193654.244320565,452971.763876532,2026-05-03 22:39:30,I,0000,정상,2024-06-07 09:54:23,,2024-06-07,,,서울특별시 서대문구 홍은동 404-1 서강주상복합아파트 102호,312000001120240013,3120000,000,"서울특별시 서대문구 가좌로 65, 102호 (홍은동, 서강주상복합아파트)",03663,,01,영업/정상,,,
한마음멍멍약국,,190290.581159612,443040.247419441,2026-05-03 22:39:08,I,0000,정상,2023-06-16 17:12:00,,2023-06-16,,,"서울특별시 구로구 구로동 313-150 , 1층",316000001120230011,3160000,000,"서울특별시 구로구 도림로 67, 1층 (구로동)",08313,,01,영업/정상,,,02-865-0511
은하약국,,194873.372298953,454149.190304917,2026-05-03 22:39:26,I,0000,정상,2022-08-18 09:41:07,,2022-08-18,,,서울특별시 서대문구 홍제동 330-54 1층,312000001120220004,3120000,000,"서울특별시 서대문구 통일로 463, 1층 (홍제동)",03636,,01,영업/정상,,,02-394-6357
인성약국,,185831.535832122,443229.016885491,2026-05-03 22:39:07,I,0000,정상,2021-11-02 09:28:12,,2021-11-02,,,서울특별시 구로구 오류동 159-3 1층,316000001120210016,3160000,000,"서울특별시 구로구 오류로 73, 1층 (오류동)",08342,,01,영업/정상,,,02-6053-1130
스타약국,,193914.648457333,455188.446841774,2026-05-03 22:32:26,I,0000,정상,2020-08-04 11:25:12,,2020-08-04,,,서울특별시 은평구 응암동 36 녹번역e편한세상캐슬아파트 A동 118호,311000001120200003,3110000,000,"서울특별시 은평구 은평로 220, A동 1층 118호 (응암동, 녹번역e편한세상캐슬아파트)",03472,,01,영업/정상,,,
보령온누리약국,2026-04-30,211804.370088111,438203.282906161,2026-05-03 03:03:03,U,0002,폐업,2026-05-02 08:14:02,,2023-03-22,,,경기도 성남시 수정구 태평동 3798 1층,378000001120230010,3780000,000,"경기도 성남시 수정구 남문로 66, 1층 (태평동)",13301,,03,폐업,,,031-753-3993
부부약국,,186111.570407351,443352.213616601,2026-05-03 22:39:03,I,0000,정상,2016-03-31 17:09:17,,2016-03-31,,,,316000001120160002,3160000,000,"서울특별시 구로구 오류로8길 60 (오류동, 우성빌딩)",08344,,01,영업/정상,,,02-2688-0151
연신내로데오약국,,192854.59038994,457354.039483693,2026-05-03 22:32:28,I,0000,정상,2024-08-29 11:48:52,,2024-08-29,0,,서울특별시 은평구 갈현동 456-1 1층,311000001120240016,3110000,000,"서울특별시 은평구 연서로 223, 1층 (갈현동)",03331,,01,영업/정상,,,
은평일등약국,,192345.084461084,455135.883123092,2026-05-03 22:32:29,I,0000,정상,2025-11-04 09:13:40,,2025-11-04,,,서울특별시 은평구 신사동 22-37 안건빌딩,311000001120250014,3110000,000,"서울특별시 은평구 은평로 56, 안건빌딩 1층 (신사동)",03449,,01,영업/정상,,,
신도림역약국,,190302.580042588,445174.416440663,2026-05-03 22:39:06,I,0000,정상,2021-10-22 13:08:40,,2021-10-22,,,서울특별시 구로구 신도림동 460-26 2호선 신도림역 234- 115호,316000001120210013,3160000,000,"서울특별시 구로구 새말로 지하117-21, 2호선 신도림역 234-115호 (신도림동)",08288,,01,영업/정상,,,
연신내역약국,,192942.942317446,457402.138214991,2026-05-03 22:32:28,I,0000,정상,2024-04-01 11:02:43,,2024-04-01,,,"서울특별시 은평구 갈현동 397 3,6호선 연신내역사무소 311동 113호",311000001120240005,3110000,000,"서울특별시 은평구 통일로 지하849, 3,6호선 연신내역사무소 311동 113호 (갈현동)",03330,,01,영업/정상,,,
푸른온누리약국,,195322.255919627,454485.120954321,2026-05-03 22:39:20,I,0000,정상,2020-11-09 09:47:25,,2020-11-09,,,서울특별시 서대문구 홍제동 273-42 승희빌딩,312000001120200016,3120000,000,"서울특별시 서대문구 문화촌길 6, 승희빌딩 1층 (홍제동)",03625,,01,영업/정상,,,
365구생약국,,193630.612534041,456543.824996823,2026-05-03 22:32:28,I,0000,정상,2023-09-04 10:31:51,,2023-09-04,,,서울특별시 은평구 대조동 6-9 1층,311000001120230011,3110000,000,"서울특별시 은평구 통일로 739, 1층 (대조동)",03396,,01,영업/정상,,,02-353-1144
보룡약국,,193826.37983336,456291.782984711,2026-05-03 22:32:29,I,0000,정상,2025-07-07 13:36:44,,2025-07-07,,,서울특별시 은평구 대조동 15-120 1층,311000001120250007,3110000,000,"서울특별시 은평구 통일로 707, 1층 (대조동)",03397,,01,영업/정상,,,02-356-6321
열린프라자약국,,193629.467856025,456677.678455514,2026-05-03 22:32:25,I,0000,정상,2017-11-13 13:52:17,,2017-11-13,,,서울특별시 은평구 불광동 267-1 경일빌딩,311000001120170015,3110000,000,"서울특별시 은평구 통일로 750, 1층 (불광동)",03355,,01,영업/정상,,,02-3157-0079
햇살약국,,192028.41586192,452265.952165442,2026-05-03 22:39:30,I,0000,정상,2024-05-20 15:07:40,,2024-05-20,,,서울특별시 서대문구 북가좌동 481 DMC 래미안 e편한세상,312000001120240012,3120000,000,"서울특별시 서대문구 수색로 100, 101동 104호 (북가좌동, DMC 래미안 e편한세상)",03709,,01,영업/정상,,,
기쁨약국,,193967.090218117,451803.554668261,2026-05-03 22:39:28,I,0000,정상,2023-05-24 14:09:10,,2023-05-24,,,서울특별시 서대문구 연희동 135-1 경교빌딩 102호,312000001120230007,3120000,000,"서울특별시 서대문구 연희로 122, 경교빌딩 1층 102호 (연희동)",03724,,01,영업/정상,,,
뉴타운메디컬약국,,193103.427054842,459986.856034813,2026-05-03 22:32:26,I,0000,정상,2021-05-18 09:40:10,,2021-05-18,0,,서울특별시 은평구 진관동 20 은평뉴타운상림마을 821동 115호,311000001120210009,3110000,000,"서울특별시 은평구 진관3로 70, 821동 115호 (진관동, 은평뉴타운상림마을)",03302,,01,영업/정상,,,02-357-0777
연희위드팜약국,,194956.054120837,451227.707140009,2026-05-03 22:39:17,I,0000,정상,2018-09-13 11:39:37,,2018-09-13,,,서울특별시 서대문구 대신동 50-6,312000001120180010,3120000,000,서울특별시 서대문구 성산로 521 (대신동),03721,,01,영업/정상,,,02-312-6949
정성약국,,187720.895550121,443864.959342112,2026-05-03 22:39:09,I,0000,정상,2024-04-18 10:01:44,,2024-04-18,,,서울특별시 구로구 고척동 72-7 문화골든타워,316000001120240003,3160000,000,"서울특별시 구로구 경인로 373, 문화골든타워 2층 (고척동)",08226,,01,영업/정상,,,
해맑은약국,,192612.361510379,454049.37124193,2026-05-03 22:32:26,I,0000,정상,2021-04-30 16:13:27,,2021-04-30,,,서울특별시 은평구 응암동 601-66,311000001120210006,3110000,000,서울특별시 은평구 응암로 188-1 (응암동),03478,,01,영업/정상,,,
서울온누리약국,,194140.340023169,455375.622755975,2026-05-03 22:32:27,I,0000,정상,2021-09-15 09:39:34,,2021-09-15,,,"서울특별시 은평구 응암동 1-12 B2층 205,206호",311000001120210016,3110000,000,"서울특별시 은평구 은평로 240, B2층 205,206호 (응암동)",03473,,01,영업/정상,,,02-356-0709
인왕약국,,194937.785591362,454308.179005006,2026-05-03 22:39:27,I,0000,정상,2023-03-15 11:17:42,,2023-03-15,,,서울특별시 서대문구 홍제동 298-7,312000001120230003,3120000,000,"서울특별시 서대문구 인왕시장길 24, 1층 1,2,21호 (홍제동)",03628,,01,영업/정상,,,02-379-6154
중앙약국,,190473.426092623,443772.6325524,2026-05-03 22:39:08,I,0000,정상,2023-06-07 16:51:06,,2023-06-07,,,"서울특별시 구로구 구로동 74-30 , 신구로현대아파트 1층 3호",316000001120230008,3160000,000,"서울특별시 구로구 구로중앙로18길 68, 1층 3호 (구로동, 신구로현대아파트)",08303,,01,영업/정상,,,02-2652-4419
2층스타약국,,192715.837339125,459276.012735803,2026-05-03 22:32:27,I,0000,정상,2026-04-07 09:25:57,,2022-05-11,,,서울특별시 은평구 진관동 63-1 플라이크 은평 W-205호,311000001120220005,3110000,000,"서울특별시 은평구 진관2로 15-13, 플라이크 은평 W-205호 (진관동)",03306,,01,영업/정상,,,02-357-8889
온누리 한라약국,,188827.42661003,443736.545612462,2026-05-03 22:39:10,I,0000,정상,2026-01-09 13:47:10,,2026-01-09,,,서울특별시 구로구 구로동 685-154 다원그린빌,316000001120260001,3160000,000,"서울특별시 구로구 구일로10길 49, 101동 1층 (구로동, 다원그린빌)",08323,,01,영업/정상,,,02-862-0157
드림약국,,190439.063973815,443227.853124797,2026-05-03 22:39:08,I,0000,정상,2023-09-14 15:33:22,,2023-09-14,,,서울특별시 구로구 구로동 142-76 평안빌딩,316000001120230014,3160000,000,"서울특별시 구로구 구로중앙로 8, 평안빌딩 1층 (구로동)",08305,,01,영업/정상,,,
새롬약국,,193461.474897926,452499.73397954,2026-05-03 22:39:15,I,0000,정상,2016-03-04 16:31:41,,2016-03-04,,,서울특별시 서대문구 연희동 608,312000001120160001,3120000,000,서울특별시 서대문구 증가로 85 (연희동),03700,,01,영업/정상,,,02-335-3814
굿모닝약국,,187171.90743764,443179.250326781,2026-05-03 22:39:06,I,0000,정상,2020-09-07 09:00:42,,2020-09-07,,,서울특별시 구로구 개봉동 403-103 1층,316000001120200012,3160000,000,"서울특별시 구로구 개봉로 57, 1층 (개봉동)",08347,,01,영업/정상,,,02-2684-9758
종로약국,,186636.746111235,444494.599331672,2026-05-03 22:39:10,I,0000,정상,2025-02-17 09:53:34,,2025-02-17,,,서울특별시 구로구 고척동 253-200,316000001120250002,3160000,000,서울특별시 구로구 고척로 142 (고척동),08235,,01,영업/정상,,,
해봄약국,,196884.166631688,451568.612782385,2026-05-03 22:39:19,I,0000,정상,2020-10-13 13:42:03,,2020-10-13,,,서울특별시 서대문구 충정로2가 2-2 충정빌딩,312000001120200011,3120000,000,"서울특별시 서대문구 통일로 135, 충정빌딩 3층 (충정로2가)",03735,,01,영업/정상,,,
새튼튼약국,,190005.132500398,445250.538868558,2026-05-03 22:39:07,I,0000,정상,2022-02-24 16:43:20,,2022-02-24,,,"서울특별시 구로구 신도림동 337 , 신도림1차푸르지오 2층",316000001120220004,3160000,000,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 2층 (신도림동)",08208,,01,영업/정상,,,070-4320-4461
불광일등약국,,193635.238674741,456481.556357615,2026-05-03 22:32:29,I,0000,정상,2025-05-21 10:33:54,,2025-05-21,,,서울특별시 은평구 대조동 12-29,311000001120250006,3110000,000,"서울특별시 은평구 불광로 25, 1층 (대조동)",03396,,01,영업/정상,,,02-352-1046
구세약국,,192558.917448662,453991.713615032,2026-05-03 22:32:23,I,0000,정상,2016-04-21 11:01:53,,2004-06-19,79.5,,서울특별시 은평구 응암동 598-1,311000001120040008,3110000,000,서울특별시 은평구 응암로 181 (응암동),03485,,01,영업/정상,,,02-372-2705
오공오약국,,189695.456107582,444006.290839921,2026-05-03 22:39:09,I,0000,정상,2024-07-24 13:42:39,,2024-07-24,,,서울특별시 구로구 구로동 505-10,316000001120240010,3160000,000,"서울특별시 구로구 구로동로42길 58, 1층 (구로동)",08280,,01,영업/정상,,,
이레약국,,193703.162581488,456569.626911654,2026-05-03 22:32:26,I,0000,정상,2020-11-25 13:05:32,,2020-11-25,,,서울특별시 은평구 불광동 274-11,311000001120200008,3110000,000,서울특별시 은평구 통일로 738 (불광동),03358,,01,영업/정상,,,
신도림 서진약국,,190349.885855531,444836.673561831,2026-05-03 22:39:08,I,0000,정상,2023-07-12 09:14:47,,2023-07-12,,,"서울특별시 구로구 구로동 26 신도림포스빌135,136호",316000001120230012,3160000,000,"서울특별시 구로구 새말로 102, 신도림포스빌 135,136호 (구로동)",08289,,01,영업/정상,,,
진약국,,193814.254407269,451566.39174511,2026-05-03 22:39:16,I,0000,정상,2018-06-05 14:43:24,,2018-06-05,0,,서울특별시 서대문구 연희동 187-57 서대문교회,312000001120180004,3120000,000,서울특별시 서대문구 연희로 94 (연희동),03725,,01,영업/정상,,,02-3143-3755
고척햇살약국,,187387.190088577,444911.295381515,2026-05-03 22:39:08,I,0000,정상,2023-05-08 15:45:15,,2023-05-08,,,"서울특별시 구로구 고척동 197-1 , 103호",316000001120230006,3160000,000,"서울특별시 구로구 중앙로15길 29, 103호 (고척동)",08241,,01,영업/정상,,,02-2652-8879
맑은약국,,194437.631947311,450375.488731434,2026-05-03 22:39:31,I,0000,정상,2024-06-11 09:53:36,,2024-06-11,,,서울특별시 서대문구 창천동 29-92 세인빌딩,312000001120240014,3120000,000,"서울특별시 서대문구 신촌로 107, 세인빌딩 1층 (창천동)",03779,,01,영업/정상,,,
북가좌수약국,,192026.493793732,452911.589143362,2026-05-03 22:39:33,I,0000,정상,2025-06-19 12:54:45,,2025-06-19,,,서울특별시 서대문구 북가좌동 306-18 경원빌딩,312000001120250010,3120000,000,"서울특별시 서대문구 응암로 60, 경원빌딩 1층 (북가좌동)",03691,,01,영업/정상,,,
수약국,,187009.806036889,445024.393051568,2026-05-03 22:39:05,I,0000,정상,2020-03-18 15:14:30,,2020-03-18,,,서울특별시 구로구 고척동 224-1,316000001120200003,3160000,000,서울특별시 구로구 중앙로15길 107 (고척동),08239,,01,영업/정상,,,26115435
은평온누리약국,,193475.567133743,455434.54525995,2026-05-03 22:32:24,I,0000,정상,2014-03-05 13:42:37,,2014-03-05,,,서울특별시 은평구 응암동 96-1,311000001120140003,3110000,000,서울특별시 은평구 은평로 170 (응암동),03462,,01,영업/정상,,,
이층약국,,192471.660518408,455317.295369423,2026-05-03 22:32:25,I,0000,정상,2018-03-06 11:42:12,,2018-03-06,,,서울특별시 은평구 역촌동 85-12 센타폴리스 상가동 205호,311000001120180003,3110000,000,"서울특별시 은평구 연서로 9, 상가동 2층 205호 (역촌동, 센타폴리스)",03421,,01,영업/정상,,,02-6085-0466
홍시약국,,194887.410852624,454220.355841316,2026-05-03 22:39:26,I,0000,정상,2022-03-16 11:37:37,,2022-03-10,0,,서울특별시 서대문구 홍제동 299-12,312000001120220003,3120000,000,"서울특별시 서대문구 통일로 468, 1층 (홍제동)",03628,,01,영업/정상,,,
팜스토리약국,,192882.837727443,455340.54056388,2026-05-03 22:32:27,I,0000,정상,2022-06-13 10:30:57,,2022-06-13,,,서울특별시 은평구 응암동 90-1 은평이마트 8층,311000001120220009,3110000,000,"서울특별시 은평구 은평로 111, 은평이마트 8층 (응암동)",03461,,01,영업/정상,,,
연두약국,,189925.846221375,443503.181948403,2026-05-03 22:39:07,I,0000,정상,2022-10-12 10:03:49,,2022-10-12,,,서울특별시 구로구 구로동 81-3 스페스큐브 지하1층 B110호,316000001120220012,3160000,000,"서울특별시 구로구 가마산로 232, 지하1층 B110호 (구로동, 스페스큐브)",08307,,01,영업/정상,,,02-853-5677
곰약국,,192429.140308928,455926.649379898,2026-05-03 22:32:29,I,0000,정상,2026-01-02 16:46:51,,2026-01-02,,,서울특별시 은평구 역촌동 62-1,311000001120260002,3110000,000,서울특별시 은평구 연서로 73 (역촌동),03417,,01,영업/정상,,,02-355-8322
신도림 체이스 동물약국,,190005.132500398,445250.538868558,2026-05-03 22:39:07,I,0000,정상,2022-02-28 18:42:45,,2022-02-28,,,"서울특별시 구로구 신도림동 337 , 신도림1차푸르지오2층 259-1호",316000001120220005,3160000,000,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 2층 259-1호 (신도림동)",08208,,01,영업/정상,,,
8번가위드팜약국,,194916.325461328,451203.015694133,2026-05-03 22:39:20,I,0000,정상,2021-04-05 17:04:04,,2021-04-05,,,서울특별시 서대문구 대신동 50-5 석란,312000001120210005,3120000,000,"서울특별시 서대문구 성산로 515, 석란 1층 (대신동)",03721,,01,영업/정상,,,
