사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
이마트24 동덕여대점,2025-03-17,203696.694753035,455746.376722518,2026-05-03 22:35:58,I,03,폐업,2025-03-18 17:22:12,,2021-05-12,,서울특별시 성북구 하월곡동 **-**,PHMG120213070034047000075,3070000,"서울특별시 성북구 화랑로**길 **, *층 (하월곡동)",02752,03,폐업,,,,
GS25 보문아이파크점,2016-12-31,201489.50616023,453668.59146928,2026-05-03 22:34:58,I,03,폐업,2017-01-06 16:19:00,,2015-09-16,,서울특별시 성북구 보문동*가 **번지 *호 *층,PHMG120153070034047000062,3070000,"서울특별시 성북구 지봉로**길 **, *층 (보문동*가)",02871,03,폐업,,,,
와이덱스보청기,2021-12-24,201352.236858086,454581.320332774,2026-05-03 22:34:59,I,03,폐업,2021-12-24 10:35:58,,2015-11-10,,서울특별시 성북구 동소문동*가 ***번지 *호 *층,PHMG120153070034047000073,3070000,"서울특별시 성북구 아리랑로*길 *, *층 (동소문동*가, 동진빌딩)",02830,03,폐업,,,,
은아덴탈,,200841.726990037,454721.505180141,2026-05-03 22:35:35,I,13,영업중,2018-06-12 08:36:59,,2018-06-11,,서울특별시 성북구 돈암동 ***번지 *호 한신한진아파트,PHMG120183070034047000044,3070000,"서울특별시 성북구 성북로*길 **, 상가동 *층 ****호 (돈암동, 한신한진아파트)",02831,01,영업/정상,,,,
이에스몰,2009-06-29,202043.097375902,453093.907933997,2026-05-03 22:33:51,I,03,폐업,2020-12-04 14:58:14,,2008-02-26,,서울특별시 성북구 안암동*가 **-* 청우빌라,PHMG120083070034047000013,3070000,"서울특별시 성북구 안암로*길 **, 청우빌라 ***호 (안암동*가)",02857,03,폐업,,,02-6409-3933,
애크미(ACMESPORTS),2026-04-01,203105.783987568,459820.472338941,2026-05-03 22:36:10,I,03,폐업,2026-04-01 16:23:05,,2025-07-31,,서울특별시 도봉구 창동 ***-**,PHMG120253090033047000028,3090000,"서울특별시 도봉구 덕릉로**자길 **, ***호 (창동)",01466,03,폐업,,,,76
밍고트레이딩컴퍼니,,203669.142410867,461292.646459301,2026-05-03 22:36:09,I,13,영업중,2025-06-02 17:45:02,,2025-06-02,,서울특별시 도봉구 창동 *** 상아*차아파트,PHMG120253090033047000020,3090000,"서울특별시 도봉구 해등로 ***, *동 ****호 (창동, 상아*차아파트)",01402,01,영업/정상,,,,
아가방창동이마트점,2016-12-09,204107.090272108,461072.642448925,2026-05-03 22:34:22,I,24,직권폐업,2016-12-09 17:24:05,,2011-07-01,132-930,서울특별시 도봉구 창*동 ***번지 **호 창동이마트 *층,PHMG120113090033047000027,3090000,"서울특별시 도봉구 노해로**길 *, *층 (창동, 창동이마트)",01405,04,취소/말소/만료/정지/중지,,,,
한빛나노의료기,,203062.77179216,460740.334409881,2026-05-03 22:36:00,I,13,영업중,2025-08-05 13:44:25,,2021-04-09,,서울특별시 도봉구 창동 ***-**,PHMG120233090033047000064,3090000,"서울특별시 도봉구 도봉로***길 *, *층 (창동)",01454,01,영업/정상,,,02-987-0724,
제이앤제이메디컬,2017-04-24,200232.805838173,457297.865876295,2026-05-03 22:35:03,I,03,폐업,2017-04-24 10:09:07,,2016-04-28,,서울특별시 성북구 정릉동 ****번지 *호 상가동  ***동,PHMG120163070034047000021,3070000,"서울특별시 성북구 보국문로**길 **, ***호 (정릉동, 정릉대우아파트 상가동)",02701,03,폐업,,,,
(주)바른플래닛,,202526.00884276,462206.875256968,2026-05-03 22:36:00,I,13,영업중,2025-03-18 18:51:51,,2023-08-28,,서울특별시 도봉구 방학동 ***-*,PHMG120233090033047000055,3090000,"서울특별시 도봉구 방학로 ***, *층 (방학동)",01359,01,영업/정상,,,,
웰빙플러스,2014-02-13,204367.347787613,456732.945005445,2026-05-03 22:34:35,I,03,폐업,2014-02-13 14:55:08,,2013-01-08,136-829,서울특별시 성북구 장위*동 **번지 ****호 코코마트*층,PHMG120133070034047000002,3070000,"서울특별시 성북구 장위로 ***-* (장위동, 코코마트 *층)",,03,폐업,,,,
GS25정릉대우점,2016-09-01,200939.886796965,455953.198277739,2026-05-03 22:34:50,I,03,폐업,2016-09-01 14:47:57,,2014-12-01,136-845,서울특별시 성북구 정릉동 ***번지 **호,PHMG120143070034047000110,3070000,서울특별시 성북구 보국문로 ** (정릉동),02718,03,폐업,,,,
김정문알로에북부지부,,203882.238752491,461149.87315452,2026-05-03 22:33:44,I,13,영업중,2021-08-20 17:31:28,,1999-03-13,,서울특별시 도봉구 창동 ***-* 상아프라자,PHMG119993090033047000001,3090000,"서울특별시 도봉구 노해로**길 **, 상아프라자 ***호 (창동)",01403,01,영업/정상,,,02-999-9331,
루나메디텍,,203318.127254872,456078.982123486,2026-05-03 22:36:27,I,15,전출,2026-01-27 10:52:29,,2023-09-07,,서울특별시 성북구 하월곡동 *** 월곡두산위브아파트,PHMG120233070034047000091,3070000,"서울특별시 성북구 오패산로 **, ***동 ***호 (하월곡동, 월곡두산위브아파트)",02750,05,제외/삭제/전출,,,,
(주)비비바이오,,202959.015709751,455400.037874011,2026-05-03 22:35:48,I,13,영업중,2024-05-21 19:56:23,,2020-09-14,,서울특별시 성북구 종암동 *-****,PHMG120203070034047000052,3070000,"서울특별시 성북구 종암로 ***, *층 ***호 (종암동)",02797,01,영업/정상,,,02-6223-6622,
아가방갤러리,2026-04-21,203790.013568785,462495.417040876,2026-05-03 22:34:22,I,03,폐업,2026-04-22 09:37:20,,2011-07-05,132-854,서울특별시 도봉구 방학*동 ***번지 *호 홈플러스내 *층,PHMG120113090033047000030,3090000,"서울특별시 도봉구 도봉로 ***, *층 (방학동, 홈플러스)",01334,03,폐업,,,,
아르정,2024-07-04,200847.996898075,455716.651965051,2026-05-03 22:36:22,I,03,폐업,2024-07-04 13:16:27,,2023-04-14,,서울특별시 성북구 정릉동 *** 중앙하이츠빌*단지,PHMG120233070034047000041,3070000,"서울특별시 성북구 정릉로**길 *, ***동 ****호 (정릉동, 중앙하이츠빌*단지)",02814,03,폐업,,,,
광성메디맥스,,204247.213401781,461131.830916668,2026-05-03 22:36:04,I,13,영업중,2024-09-09 09:52:48,,2024-09-06,,서울특별시 도봉구 창동 *-* KING 프라자,PHMG120243090033047000044,3090000,"서울특별시 도봉구 마들로**가길 **, KING 프라자 ****호 (창동)",01414,01,영업/정상,,,,
CU 석관그랜드점,2015-12-22,205349.084962355,456144.288106434,2026-05-03 22:34:57,I,03,폐업,2015-12-22 10:51:55,,2015-07-15,136-815,서울특별시 성북구 석관동 ***번지 *호,PHMG120153070034047000053,3070000,서울특별시 성북구 돌곶이로*가길 ** (석관동),02785,03,폐업,,,,
9988노인복지센터,2012-08-16,203125.026118324,462282.319309104,2026-05-03 22:34:08,I,03,폐업,2012-08-16 15:47:22,,2010-09-16,132-851,서울특별시 도봉구 방학*동 ***번지 *호 명주빌딩 *층,PHMG120103090033047000026,3090000,"서울특별시 도봉구 방학로 ***, *층 (방학동)",,03,폐업,,,,
박초코,2026-04-23,203884.085300698,464809.001444881,2026-05-03 22:36:01,I,03,폐업,2026-04-24 09:28:14,,2024-01-19,,서울특별시 도봉구 도봉동 ***-** 삼안리치아파트,PHMG120243090033047000003,3090000,"서울특별시 도봉구 도봉로***길 **, ***호 (도봉동, 삼안리치아파트)",01303,03,폐업,,,,
에스헬스케어,2023-12-05,203358.198833151,454950.33986438,2026-05-03 22:36:18,I,03,폐업,2023-12-05 10:47:41,,2022-11-28,,서울특별시 성북구 종암동 *-**,PHMG120223070034047000236,3070000,서울특별시 성북구 월곡로 **(종암동),02800,03,폐업,,,,
씨유덕성타운점,,201307.131347335,461610.217182264,2026-05-03 22:35:46,I,13,영업중,2022-03-07 15:13:26,,2022-02-15,,서울특별시 도봉구 쌍문동 ***-**,PHMG120223090033047000075,3090000,"서울특별시 도봉구 우이천로**길 *, *층 (쌍문동)",01371,01,영업/정상,,,02-992-0428,
(주)코리아세븐 S보문역점,2016-08-16,201671.71861473,453719.039869879,2026-05-03 22:34:47,I,03,폐업,2016-08-16 16:52:47,,2014-11-07,136-081,"서울특별시 성북구 보문동*가 ***번지 *호 (지하철보문역B*,X*-*)",PHMG120143070034047000079,3070000,"서울특별시 성북구 보문로 지하 *** (보문동*가, 지하철보문역B*,X*-*)",02851,03,폐업,,,,
(주)한영메딕스,,204428.262955437,461255.95371801,2026-05-03 22:34:42,I,15,전출,2016-04-11 13:47:46,,2015-02-25,132-899,서울특별시 도봉구 창동 **번지,PHMG120153090033047000010,3090000,"서울특별시 도봉구 노해로**길 **, *층 (창동, 창동시티월드빌딩)",01415,05,제외/삭제/전출,,,22357052,
유일덴탈,,205156.460149448,456424.333327388,2026-05-03 22:34:47,I,13,영업중,2021-11-22 10:10:29,,2014-11-11,136-818,서울특별시 성북구 석관동 ***번지 *호 *층,PHMG120143070034047000080,3070000,"서울특별시 성북구 돌곶이로**길 **, *층 (석관동)",02784,01,영업/정상,,,,
웰빙홈케어,,201494.411782732,454018.193573792,2026-05-03 22:35:38,I,15,전출,2019-05-01 09:27:59,,2018-10-08,,서울특별시 성북구 삼선동*가 ***번지 윤홍빌딩,PHMG120183070034047000065,3070000,"서울특별시 성북구 보문로 ***, 윤홍빌딩 *층 (삼선동*가)",02848,05,제외/삭제/전출,,,02-926-3435,
나누리,2019-05-20,203877.316994433,462960.615197443,2026-05-03 22:34:51,I,03,폐업,2019-05-20 16:59:49,,2016-06-16,,서울특별시 도봉구 방학동 ***번지 *호,PHMG120163090033047000026,3090000,"서울특별시 도봉구 도봉로***길 **, ***호 (방학동, 북한산현대렉시온오피스텔)",01332,03,폐업,,,,
지패밀리,,201797.487223965,455472.63748811,2026-05-03 22:36:34,I,13,영업중,2025-11-12 09:29:51,,2022-03-14,,서울특별시 성북구 정릉동 **-*,PHMG120243070034047000047,3070000,"서울특별시 성북구 정릉로 ***, ***호 (정릉동)",02817,01,영업/정상,,,,48.79
GS25신창동점,2024-06-25,203376.125761399,459427.061590245,2026-05-03 22:35:50,I,03,폐업,2024-06-25 18:00:42,,2022-07-22,,서울특별시 도봉구 창동 ***-*,PHMG120223090033047000148,3090000,서울특별시 도봉구 우이천로*다길 **(창동),01477,03,폐업,,,02-903-5016,
조인덴탈,,203452.746744122,459686.087708119,2026-05-03 22:36:06,I,13,영업중,2024-11-25 14:42:30,,2022-03-28,,서울특별시 도봉구 창동 ***,PHMG120243090033047000060,3090000,"서울특별시 도봉구 덕릉로**길 **, *층 ***-*호 (창동)",01473,01,영업/정상,,,,
씨유방학시온점,,203118.296213173,462734.266078415,2026-05-03 22:35:44,I,13,영업중,2022-02-14 09:33:28,,2022-02-14,,서울특별시 도봉구 방학동 *** 송학휴스테이,PHMG120223090033047000062,3090000,"서울특별시 도봉구 도당로**길 **, ***동 ***-*,*,*호 (방학동, 송학휴스테이)",01354,01,영업/정상,,,02-3491-3700,
씨유장위루첸점,2017-07-06,204208.431294116,457493.558010308,2026-05-03 22:34:44,I,03,폐업,2017-07-06 18:04:33,,2014-10-31,136-833,서울특별시 성북구 장위동 ***번지 *호,PHMG120143070034047000046,3070000,서울특별시 성북구 장월로**길 ** (장위동),02762,03,폐업,,,,
제이티크,2023-11-02,203451.604434847,458968.625259996,2026-05-03 22:35:49,I,03,폐업,2023-11-02 11:04:07,,2022-07-13,,서울특별시 도봉구 창동 ***-**,PHMG120223090033047000127,3090000,"서울특별시 도봉구 우이천로 ***-*, *층 (창동)",01482,03,폐업,,,,
롯데씨브이에스711(주) 종암점,2022-10-17,202959.015709751,455400.037874011,2026-05-03 22:36:14,I,03,폐업,2022-10-17 13:37:48,,2022-06-20,,,PHMG120223070034047000151,3070000,"서울특별시 성북구 종암로 ***, *층 ***호 (종암동)",02797,03,폐업,,,,
영호홈모비스,2016-08-05,204410.063535981,464598.721765819,2026-05-03 22:33:48,I,03,폐업,2016-08-05 09:39:27,,2005-09-02,132-012,서울특별시 도봉구 도봉*동 ***번지   B**호,PHMG120053090033047000005,3090000,"서울특별시 도봉구 도봉로***나길 **, B**호 (도봉동)",01319,03,폐업,,,,
주식회사 제일케어,,205571.637258053,456397.708208634,2026-05-03 22:34:57,I,13,영업중,2021-03-24 14:11:18,,2015-07-15,,서울특별시 성북구 석관동 ***-**,PHMG120153070034047000052,3070000,"서울특별시 성북구 한천로 ***, *, *층 (석관동)",02782,01,영업/정상,,,62320073,
가전마트,2023-07-07,203527.333073421,462743.312341442,2026-05-03 22:35:28,I,03,폐업,2023-07-07 16:14:56,,2021-04-20,,서울특별시 도봉구 방학동 ***-**,PHMG120213090033047000020,3090000,"서울특별시 도봉구 도당로 ***, *층 (방학동)",01339,03,폐업,,,,
카스월드,,202619.660325515,462516.760949148,2026-05-03 22:34:13,I,13,영업중,2021-01-22 14:32:26,,2010-07-22,,서울특별시 도봉구 방학동 ***-*,PHMG120103090033047000044,3090000,서울특별시 도봉구 시루봉로**길 *-* (방학동),01359,01,영업/정상,,,02-2296-9672,
비겐의료기 미아지점,2025-08-08,203860.627285111,455854.740410703,2026-05-03 22:35:48,I,03,폐업,2025-08-08 17:25:52,,2012-01-02,,서울특별시 성북구 하월곡동 **-*,PHMG120203070034047000044,3070000,"서울특별시 성북구 화랑로 ***-**, *층 (하월곡동)",02752,03,폐업,,,02-980-7758,
혜당메디칼 창동지점,2014-10-07,203463.231373928,461610.580496224,2026-05-03 22:34:19,I,03,폐업,2014-12-15 14:05:46,,2011-04-13,132-904,서울특별시 도봉구 창*동 ***번지 **호 *층,PHMG120113090033047000012,3090000,"서울특별시 도봉구 도봉로 ***, *층 (창동)",,03,폐업,,,,
클럽밸런스5 창동점,2016-12-09,204011.919617341,461194.791887383,2026-05-03 22:34:45,I,24,직권폐업,2016-12-09 17:25:32,,2015-08-17,,,PHMG120153090033047000050,3090000,"서울특별시 도봉구 노해로**길 **, ***호 (창동, 우림빌딩)",01399,04,취소/말소/만료/정지/중지,,,02-990-8999,
네오웰빙 10분 운동샾,2019-08-13,201386.986296084,455566.25305047,2026-05-03 22:34:40,I,24,직권폐업,2019-08-14 14:11:58,,2014-01-28,136-844,서울특별시 성북구 정릉동 ***번지 *호,PHMG120143070034047000005,3070000,서울특별시 성북구 정릉로**길 ** (정릉동),02815,04,취소/말소/만료/정지/중지,,,070-8291-6439,
지우메디케어,2021-12-27,203002.648134708,455494.839200286,2026-05-03 22:34:59,I,03,폐업,2022-01-03 13:49:44,,2015-11-06,,서울특별시 성북구 종암동 ***번지 종암*차 에스케이뷰 근린생활시설 *층 ***호,PHMG120153070034047000072,3070000,"서울특별시 성북구 종암로**길 **, *층 ***호 (종암동, 종암*차SK뷰아파트 근린생활시설)",02798,03,폐업,,,,
나은의료기,,203319.551117001,455870.940940499,2026-05-03 22:35:58,I,15,전출,2022-02-09 17:27:06,,2017-03-20,,서울특별시 성북구 하월곡동 **-* 영광프라자,PHMG120213070034047000078,3070000,"서울특별시 성북구 오패산로**길 **, 영광프라자 ***-*호 (하월곡동)",02751,05,제외/삭제/전출,,,,85.35
트라비스,2008-01-14,201541.330084207,453465.295636621,2026-05-03 22:33:50,I,03,폐업,2020-12-04 15:44:50,,2008-01-04,,서울특별시 성북구 보문동*가 **,PHMG120083070034047000001,3070000,"서울특별시 성북구 보문로**길 **, *층 (보문동*가)",02872,03,폐업,,,,
주식회사 청우케이테크,2015-03-09,201664.84226052,453454.226068463,2026-05-03 22:34:29,I,03,폐업,2015-03-09 12:00:10,,2012-03-23,136-085,서울특별시 성북구 보문동*가 **번지 청우빌딩 지하,PHMG120123070034047000013,3070000,"서울특별시 성북구 지봉로**길 ** (보문동*가, 청우빌딩 지하)",,03,폐업,,,,
씨유 방학신동아점,2015-11-06,202073.67151234,462001.588237314,2026-05-03 22:34:39,I,03,폐업,2015-11-06 16:56:12,,2014-10-30,,,PHMG120143090033047000052,3090000,서울특별시 도봉구 방학로**길 ** (방학동),01362,03,폐업,,,,
씨엔케이엠주식회사,,203335.114770669,462222.676392382,2026-05-03 22:35:01,I,15,전출,2024-06-20 16:39:01,,2018-09-11,,서울특별시 도봉구 방학동 ***-** 송이주택,PHMG120183090033047000022,3090000,"서울특별시 도봉구 방학로*길 *-**, ***호 (방학동, 송이주택)",01390,05,제외/삭제/전출,,,,
메디플러스서울,2020-11-27,203798.644392325,464615.832643159,2026-05-03 22:34:13,I,03,폐업,2020-11-27 16:51:36,,2010-08-09,,서울특별시 도봉구 도봉동 ***번지 *호,PHMG120103090033047000043,3090000,"서울특별시 도봉구 도봉로***길 **-*, *층 (도봉동)",01304,03,폐업,,,02-954-9111,
엔젤홈케어 성북지사,,201247.48361342,454196.373013508,2026-05-03 22:34:27,I,13,영업중,2021-12-15 09:15:43,,2011-10-28,136-044,서울특별시 성북구 삼선동*가 ***번지 *층,PHMG120113070034047000059,3070000,서울특별시 성북구 보문로 ***-* (삼선동*가),02861,01,영업/정상,,,02-922-7366,
조은메디칼,,202791.379926876,462718.880053994,2026-05-03 22:33:49,I,13,영업중,2011-11-15 14:39:04,,2006-02-22,132-839,서울특별시 도봉구 방학*동 ***번지 **호 *층,PHMG120063090033047000005,3090000,"서울특별시 도봉구 시루봉로 ***, *층 (방학동)",01315,01,영업/정상,,,34934975,
노블레스웰빙,2017-12-13,201133.498303104,454441.740198059,2026-05-03 22:35:19,I,03,폐업,2017-12-13 15:31:05,,2017-03-21,,서울특별시 성북구 동소문동*가 *번지 *호,PHMG120173070034047000024,3070000,"서울특별시 성북구 동소문로 **, *층 (동소문동*가)",02830,03,폐업,,,02-979-0960,
신영사,2013-06-24,,,2026-05-03 22:33:44,I,03,폐업,2013-06-24 15:09:57,,2005-10-27,136-140,서울특별시 성북구 장위동 ***-**,PHMG120053070034047000014,3070000,,,03,폐업,,,02-912-3666,
국민의료기,2013-05-13,202588.149929405,455686.400378092,2026-05-03 22:34:31,I,03,폐업,2013-05-13 16:55:52,,2012-05-07,136-788,서울특별시 성북구 종암동 ***번지 *호 현대아이파크아파트 상가 B**호,PHMG120123070034047000026,3070000,서울특별시 성북구  종암로**길  *** (종암동),,03,폐업,,,,
씨유방학역점,2016-12-29,203799.516406277,462989.465734946,2026-05-03 22:34:40,I,03,폐업,2016-12-29 15:26:08,,2014-11-20,132-854,서울특별시 도봉구 방학동 ***번지 *호,PHMG120143090033047000071,3090000,"서울특별시 도봉구 도봉로 ***, *층 (방학동)",01333,03,폐업,,,,
서광메디칼,2011-01-12,205112.840566591,456009.558088459,2026-05-03 22:33:59,I,03,폐업,2011-01-12 11:06:12,,2011-01-12,136-819,서울특별시 성북구 석관동 ***번지 ***호,PHMG120093070034047000028,3070000,서울특별시 성북구 화랑로**길 *** (석관동),,03,폐업,,,02-966-6319,
동원상사,2016-12-31,203828.869665866,455788.826855578,2026-05-03 22:35:07,I,03,폐업,2017-01-11 11:36:57,,2016-06-09,,서울특별시 성북구 하월곡동 **번지 **호,PHMG120163070034047000031,3070000,서울특별시 성북구 화랑로 *** (하월곡동),02752,03,폐업,,,,
세창메디텍,2010-01-19,202189.350011644,453134.35445784,2026-05-03 22:33:35,I,03,폐업,2020-11-30 17:01:04,,1997-04-01,,서울특별시 성북구 안암동*가 **-* 경호빌딩,PHMG119973070034047000002,3070000,"서울특별시 성북구 안암로 **-*, 경호빌딩 (안암동*가)",02857,03,폐업,,,02-999-0561,
김정문알로에가족사랑,,202998.896551621,461818.506049631,2026-05-03 22:34:21,I,13,영업중,2013-09-23 10:06:59,,2011-05-23,132-858,서울특별시 도봉구 쌍문*동 **번지 벽산송화프라자 ***호,PHMG120113090033047000021,3090000,"서울특별시 도봉구 도당로 *, ***호 (쌍문동)",01385,01,영업/정상,,,,
해누리,2010-01-14,202029.981799661,455605.716911266,2026-05-03 22:34:01,I,03,폐업,2010-01-15 10:03:04,,2009-07-31,136-110,서울특별시 성북구 길음동 ****번지 삼부아파트 상가***동 지하**~**호,PHMG120093070034047000040,3070000,"서울특별시 성북구 동소문로 *** (길음동,삼부아파트 상가***동 지하**~**호)",,03,폐업,,,,
리비음,2025-04-29,203848.772422951,464092.187505065,2026-05-03 22:36:08,I,03,폐업,2025-04-29 17:05:28,,2025-02-27,,서울특별시 도봉구 도봉동 *** 럭키아파트,PHMG120253090033047000012,3090000,"서울특별시 도봉구 도봉로***길 **, ***동 ***-*호 (도봉동, 럭키아파트)",01306,03,폐업,,,,10
(주)리빈헬스케어,,205506.506217142,456481.160815676,2026-05-03 22:36:37,I,13,영업중,2025-07-02 16:53:21,,2025-07-01,,서울특별시 성북구 석관동 ***-*,PHMG120253070034047000036,3070000,"서울특별시 성북구 한천로 ***, ***호 (석관동)",02782,01,영업/정상,,,,
(주)아이씨티바이오메디,2019-01-11,203272.180290089,455715.944013488,2026-05-03 22:34:56,I,03,폐업,2019-01-11 10:51:22,,2015-06-18,,"서울특별시 성북구 하월곡동 **번지 *호 *층, 지층",PHMG120153070034047000044,3070000,"서울특별시 성북구 오패산로 *-** (하월곡동, 한사랑빌딩)",02751,03,폐업,,,02-941-0692,
CU 국민대점,,199853.320628949,456215.647392692,2026-05-03 22:36:06,I,13,영업중,2024-06-19 10:40:05,,2022-02-10,,서울특별시 성북구 정릉동 ***-*,PHMG120223070034047000054,3070000,"서울특별시 성북구 정릉로*길 **, 가동 *층 *호 (정릉동)",02812,01,영업/정상,,,02-942-8055,
유진과학,,202073.752572838,456449.070674026,2026-05-03 22:36:17,I,13,영업중,2022-08-25 09:28:55,,2022-08-25,,서울특별시 성북구 길음동 **** 길음동동부센트레빌아파트,PHMG120223070034047000210,3070000,"서울특별시 성북구 숭인로*길 **, ***동 ***호 (길음동, 길음동동부센트레빌아파트)",02726,01,영업/정상,,,,
원메디케어,2015-12-17,203432.478623125,460151.321066259,2026-05-03 22:34:24,I,24,직권폐업,2015-12-17 16:40:28,,2011-08-11,132-919,"서울특별시 도봉구 창*동 ***번지 **호 *층, 좌측",PHMG120113090033047000039,3090000,"서울특별시 도봉구 덕릉로**가길 **, *층 (창동)",01463,04,취소/말소/만료/정지/중지,,,,
휴먼S보청기,,204569.769384803,460720.689890064,2026-05-03 22:35:38,I,13,영업중,2021-11-15 17:45:22,,2018-02-01,,서울특별시 도봉구 창동 **-*,PHMG120213090033047000075,3090000,"서울특별시 도봉구 노해로**길 **, *층 ***호 (창동)",01418,01,영업/정상,,,02-900-2660,
행복나눔의료기,2017-09-20,203046.605642133,460969.624366781,2026-05-03 22:34:26,I,24,직권폐업,2017-09-20 16:19:49,,2011-12-22,132-866,서울특별시 도봉구 쌍문*동 **번지 *호 *층,PHMG120113090033047000058,3090000,"서울특별시 도봉구 노해로 ***, *층 (쌍문동)",01442,04,취소/말소/만료/정지/중지,,,,
(주)연코리아,,203334.767507709,461499.945330147,2026-05-03 22:34:23,I,13,영업중,2018-05-24 15:56:18,,2011-08-01,,서울특별시 도봉구 쌍문동 ***번지 예일빌딩 B**호,PHMG120113090033047000038,3090000,"서울특별시 도봉구 도봉로 ***, 예일빌딩 지층 **호 (쌍문동)",01432,01,영업/정상,,,,
(주)베스트밸류,,203318.127254872,456078.982123486,2026-05-03 22:35:13,I,15,전출,2017-08-24 08:34:44,,2017-04-04,,서울특별시 성북구 하월곡동 ***번지 월곡두산위브아파트 상가 ***호,PHMG120163070034047000063,3070000,"서울특별시 성북구 오패산로 **, ***호 (하월곡동, 월곡두산위브아파트)",02750,05,제외/삭제/전출,,,02-1833-6189,
희성메디칼,2023-02-20,201901.819603853,453011.064075313,2026-05-03 22:35:44,I,24,직권폐업,2023-02-21 13:28:08,,2009-03-26,,서울특별시 성북구 보문동*가 ***번지,PHMG120203070034047000002,3070000,"서울특별시 성북구 보문로 **-*, *층 (보문동*가)",02873,04,취소/말소/만료/정지/중지,,,02-543-9079,
지에스25쌍문선덕점,,202422.313606872,461665.385672458,2026-05-03 22:35:50,I,13,영업중,2022-08-02 18:03:14,,2022-08-02,,"서울특별시 도봉구 쌍문동 *** 에벤에셀아파트 *층 ***, ***호",PHMG120223090033047000155,3090000,"서울특별시 도봉구 해등로 ***, *층 ***,***호 (쌍문동, 에벤에셀아파트)",01429,01,영업/정상,,,,
