사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,판매점영업면적,휴업시작일자,휴업종료일자,소재지전화번호
CU암사 미소점,2023-12-07,211010.165038418,449733.629674685,2026-05-03 22:31:05,I,03,폐업,2023-12-07 17:43:21,,2020-09-17,,서울특별시 강동구 암사동 515-9,PHMH320203240033087500035,3240000,"서울특별시 강동구 올림픽로93길 34, 1층 (암사동)",05242,03,폐업,,,,02-481-8112
씨유 그라시움점,2021-08-02,214299.644266879,450637.954760292,2026-05-03 22:31:05,I,03,폐업,2021-08-02 13:15:52,,2020-09-22,,,PHMH320203240033087500036,3240000,"서울특별시 강동구 고덕로 353, 고덕그라시움(제1상가) (고덕동)",05224,03,폐업,146,,,
롯데씨브이에스711 암사그랜드점,2023-09-19,211596.740903313,449890.775370089,2026-05-03 22:31:20,I,03,폐업,2023-09-20 15:56:03,,2020-10-19,,서울특별시 강동구 암사동 493-14 중앙하이츠아파트,PHMH320203240033087500037,3240000,"서울특별시 강동구 올림픽로98가길 47, 1층 (암사동, 중앙하이츠아파트)",05262,03,폐업,,,,1577-9621
지에스(GS)25 강일성산,2023-06-19,215257.766510608,452195.587817951,2026-05-03 22:31:06,I,03,폐업,2023-06-20 10:54:51,,2020-10-19,,서울특별시 강동구 강일동 76-11 성산타워,PHMH320203240033087500039,3240000,"서울특별시 강동구 아리수로93나길 26, 성산타워 1층 106호 (강일동)",05201,03,폐업,33,,,
(주)코리아세븐 천호본점,2021-12-28,212423.986160212,449453.109217658,2026-05-03 22:31:22,I,03,폐업,2021-12-28 14:30:56,,2020-11-05,,서울특별시 강동구 천호동 33-15 이투에스빌딩,PHMH320203240033087500042,3240000,"서울특별시 강동구 상암로41길 26, 이투에스빌딩 (천호동)",05307,03,폐업,,,,
씨유 강동프라자점,2025-07-08,213032.617501745,448138.110024822,2026-05-03 22:31:06,I,03,폐업,2025-07-14 11:18:15,,2020-11-19,,서울특별시 강동구 둔촌동 603 프라자상가,PHMH320203240033087500044,3240000,"서울특별시 강동구 천호대로 1238, 프라자상가 1층 101호,102호 (둔촌동)",05359,03,폐업,,,,
지에스25(GS25) 둔촌신성점,2022-08-09,212630.450265239,447314.730725632,2026-05-03 22:31:06,I,03,폐업,2022-08-09 16:17:48,,2020-12-10,,서울특별시 강동구 둔촌동 134-6 진황빌딩,PHMH320203240033087500046,3240000,"서울특별시 강동구 진황도로 206, 진황빌딩 1층 (둔촌동)",05370,03,폐업,,,,
지에스(GS)25 메가스퀘어점,2021-10-29,214956.131343654,450617.923583608,2026-05-03 22:31:06,I,03,폐업,2021-10-29 15:55:07,,2020-12-17,,서울특별시 강동구 고덕동 210-1 고덕센트럴푸르지오,PHMH320203240033087500047,3240000,"서울특별시 강동구 고덕로 399, 메가스퀘어동 1층 144호 (고덕동, 고덕센트럴푸르지오)",05222,03,폐업,,,,
씨유 굽은 다리점,2025-06-27,212481.813207436,449096.195019948,2026-05-03 22:31:07,I,03,폐업,2025-07-03 17:26:47,,2021-01-21,,서울특별시 강동구 천호동 45-2 삼정빌딩,PHMH320213240033087500001,3240000,"서울특별시 강동구 양재대로 1549, 삼정빌딩 1층 105호 (천호동)",05315,03,폐업,,,,
씨유 성내베스트점,2023-06-14,211319.861231283,447856.207464043,2026-05-03 22:31:07,I,03,폐업,2023-06-16 14:11:53,,2021-02-02,,,PHMH320213240033087500002,3240000,"서울특별시 강동구 풍성로37가길 45 (성내동, 엠엔에스빌)",05383,03,폐업,,,,
씨유 명일한영점,2024-01-24,213593.025266557,449494.636453783,2026-05-03 22:31:07,I,03,폐업,2024-01-24 16:11:19,,2021-02-02,,,PHMH320213240033087500003,3240000,"서울특별시 강동구 동남로65길 25, 1층 (명일동)",05271,03,폐업,,,,
씨유 강동구청점,2022-06-10,210839.281153832,447458.387605645,2026-05-03 22:31:07,I,03,폐업,2022-06-16 11:34:53,,2021-02-04,,서울특별시 강동구 성내동 551 강동빌딩,PHMH320213240033087500004,3240000,"서울특별시 강동구 성내로 28, 강동빌딩 107호 (성내동)",05399,03,폐업,,,,02-476-6562
세븐일레븐 길동해그린점,2025-04-18,212841.775861271,448597.31815926,2026-05-03 22:31:23,I,03,폐업,2025-04-18 15:46:32,,2021-02-10,,서울특별시 강동구 길동 97,PHMH320213240033087500005,3240000,"서울특별시 강동구 명일로19길 12, 1층 (길동)",05344,03,폐업,,,,
GS25 성내삼성점,2015-07-02,211175.679976434,447710.722889074,2026-05-03 22:30:32,I,03,폐업,2015-07-03 10:25:35,,2012-11-08,134-842,서울특별시 강동구 성내동 276번지 2호,PHMH320123240033087500033,3240000,서울특별시 강동구 풍성로 135 (성내동),,03,폐업,,,,02-475-8335
GS25 성내풍성점,2020-07-31,211653.261617831,447501.227591423,2026-05-03 22:30:32,I,03,폐업,2020-07-31 11:47:52,,2012-11-08,134-845,서울특별시 강동구 성내동 419번지,PHMH320123240033087500035,3240000,서울특별시 강동구 풍성로52길 1 (성내동),05403,03,폐업,,,,02-482-6324
GS25 둔촌행복점,2018-08-02,211771.710672137,447039.126728729,2026-05-03 22:30:32,I,03,폐업,2018-08-02 10:08:54,,2012-11-08,134-846,서울특별시 강동구 성내동 439번지,PHMH320123240033087500036,3240000,서울특별시 강동구 양재대로87길 19 (성내동),05405,03,폐업,,,,
GS25성내행복점,2022-03-25,210910.016545262,448080.228401587,2026-05-03 22:30:32,I,03,폐업,2022-03-25 16:01:54,,2012-11-09,134-841,서울특별시 강동구 성내동 132번지 5호,PHMH320123240033087500037,3240000,서울특별시 강동구 천호옛길 65 (성내동),05385,03,폐업,,,,02-487-2360
씨스페이스 암사점,2013-10-02,211505.948162184,449621.479460904,2026-05-03 22:30:32,I,03,폐업,2015-05-08 10:31:42,,2012-11-09,134-859,서울특별시 강동구 암사동 491번지 11호,PHMH320123240033087500038,3240000,서울특별시 강동구 상암로 69 (암사동),,03,폐업,,,,
GS25 암사우성점,2021-03-29,212192.105432173,449835.972332782,2026-05-03 22:30:32,I,03,폐업,2021-03-29 13:17:19,,2012-11-09,134-854,서울특별시 강동구 암사동 422번지 13호,PHMH320123240033087500039,3240000,서울특별시 강동구 구천면로 361 (암사동),05258,03,폐업,,,,
미니스톱 성내명성점,2016-03-31,211616.13336369,447245.285999321,2026-05-03 22:30:32,I,03,폐업,2016-04-01 16:33:46,,2012-11-09,134-890,서울특별시 강동구 성내동 426번지 24호,PHMH320123240033087500040,3240000,서울특별시 강동구 양재대로89길 62 (성내동),05403,03,폐업,,,,02-488-1635
세븐일레븐 성내만복점,2014-06-13,211766.178811256,447846.278456083,2026-05-03 22:30:32,I,03,폐업,2015-05-08 10:37:35,,2012-11-09,134-843,서울특별시 강동구 성내동 385번지 16호,PHMH320123240033087500042,3240000,서울특별시 강동구 천호대로174길 50 (성내동),,03,폐업,,,,02-475-5003
한국미니스톱 성내승리점,2013-06-13,211989.638486453,447560.66325558,2026-05-03 22:30:32,I,03,폐업,2015-05-08 10:38:55,,2012-11-09,134-843,서울특별시 강동구 성내동 397번지 15호,PHMH320123240033087500043,3240000,서울특별시 강동구 풍성로57길 28 (성내동),,03,폐업,,,,
미니스톱 길동드림힐,2013-05-31,211996.200294662,448413.6296306,2026-05-03 22:30:32,I,03,폐업,2015-05-08 10:41:26,,2012-11-09,134-813,서울특별시 강동구 길동 385번지 4호,PHMH320123240033087500045,3240000,서울특별시 강동구 양재대로111길 54 (길동),,03,폐업,,,,02-486-8606
GS25 천호삼성점,2018-05-04,211801.872665882,448447.506524584,2026-05-03 22:30:33,I,03,폐업,2018-05-04 14:38:27,,2012-11-09,134-864,서울특별시 강동구 천호동 169번지 13호,PHMH320123240033087500048,3240000,서울특별시 강동구 성안로25길 21 (천호동),05338,03,폐업,,,,02-487-4222
GS25 암사시장점,2017-02-10,211384.01908433,449752.652397384,2026-05-03 22:30:33,I,03,폐업,2017-02-10 17:42:53,,2012-11-09,134-859,서울특별시 강동구 암사동 496번지 11호,PHMH320123240033087500049,3240000,서울특별시 강동구 올림픽로98길 50 (암사동),05264,03,폐업,,,,
GS25 명일,2013-07-12,212844.648356841,449817.965666305,2026-05-03 22:30:33,I,03,폐업,2015-05-08 10:48:43,,2012-11-09,134-830,서울특별시 강동구 명일동 315번지 13호,PHMH320123240033087500051,3240000,서울특별시 강동구 구천면로 427 (명일동),,03,폐업,,,,
씨유 성내샛별공원점,2023-06-09,211102.767553638,447173.564110178,2026-05-03 22:30:33,I,03,폐업,2023-06-14 17:39:00,,2012-11-09,134-848,서울특별시 강동구 성내동 464번지 11호,PHMH320123240033087500052,3240000,서울특별시 강동구 성내로14길 30 (성내동),05400,03,폐업,,,,02-485-3164
GS25 성내동원점,2016-02-01,210931.41794176,447299.759349525,2026-05-03 22:30:33,I,03,폐업,2016-02-01 16:28:25,,2012-11-09,134-851,서울특별시 강동구 성내동 560번지 4호,PHMH320123240033087500053,3240000,서울특별시 강동구 성안로3길 104 (성내동),05399,03,폐업,,,,02-482-8777
GS25 강일뉴타운점,2016-03-03,215262.790485979,451525.890729024,2026-05-03 22:30:33,I,03,폐업,2016-03-03 10:23:54,,2012-11-09,134-100,서울특별시 강동구 강일동 675번지,PHMH320123240033087500054,3240000,서울특별시 강동구 아리수로93길 33 (강일동),05211,03,폐업,,,,02-442-7756
미니스톱 성내영파점,2014-09-02,210670.369892293,447779.714780142,2026-05-03 22:30:33,I,03,폐업,2015-05-08 10:54:13,,2012-11-12,134-851,서울특별시 강동구 성내동 322번지 6호,PHMH320123240033087500055,3240000,서울특별시 강동구 올림픽로 568 (성내동),,03,폐업,,,,
GS25 고덕점,2021-05-17,213582.214076458,450874.52246226,2026-05-03 22:30:33,I,03,폐업,2021-05-18 16:58:45,,2012-11-12,134-806,서울특별시 강동구 고덕동 503번지,PHMH320123240033087500056,3240000,서울특별시 강동구 동남로81길 44 (고덕동),05226,03,폐업,,,,02-429-4153
GS25 강동성심점,2015-05-22,211901.245613315,448311.195671788,2026-05-03 22:30:33,I,03,폐업,2015-05-22 16:02:00,,2012-11-12,134-814,서울특별시 강동구 길동 416번지 6호,PHMH320123240033087500057,3240000,서울특별시 강동구 성안로 156 (길동),,03,폐업,,,,02-484-0715
GS25 암사스타점,2013-09-03,211427.930128081,450148.402451798,2026-05-03 22:30:33,I,03,폐업,2015-05-08 10:59:40,,2012-11-12,134-857,서울특별시 강동구 암사동 466번지 9호,PHMH320123240033087500058,3240000,서울특별시 강동구 고덕로10길 25 (암사동),,03,폐업,,,,
한국미니스톱(길동현대점),2017-03-29,212951.223206807,448267.732445978,2026-05-03 22:30:33,I,03,폐업,2017-03-29 14:02:40,,2012-11-12,134-010,서울특별시 강동구 길동 470번지,PHMH320123240033087500060,3240000,서울특별시 강동구 천호대로 1231 (길동),05349,03,폐업,,,,02-478-5858
미니스톱 성내메디컬점,2015-12-30,211997.374303563,447998.814231451,2026-05-03 22:30:33,I,03,폐업,2015-12-30 14:07:47,,2012-11-12,134-843,서울특별시 강동구 성내동 378번지,PHMH320123240033087500062,3240000,서울특별시 강동구 천호대로 1128 (성내동),05373,03,폐업,,,,02-489-0530
GS25 강동파크점,2013-09-24,211532.353686299,448182.588454494,2026-05-03 22:30:33,I,03,폐업,2015-05-08 11:08:29,,2012-11-12,134-841,서울특별시 강동구 성내동 164번지 1호,PHMH320123240033087500064,3240000,서울특별시 강동구 천호대로 1078 (성내동),,03,폐업,,,,02-479-3525
지에스25 강동케이티앤지점,2014-03-28,212525.834042249,449021.915555431,2026-05-03 22:30:33,I,03,폐업,2015-05-08 11:09:47,,2012-11-12,134-810,서울특별시 강동구 길동 335번지 5호,PHMH320123240033087500065,3240000,서울특별시 강동구 양재대로 1544 (길동),,03,폐업,,,,
GS25 암사광나루점,2017-06-14,211161.286678064,450203.741209731,2026-05-03 22:30:33,I,03,폐업,2017-06-14 12:55:27,,2012-11-12,134-702,서울특별시 강동구 암사동 508번지,PHMH320123240033087500066,3240000,서울특별시 강동구 상암로3길 81 (암사동),05240,03,폐업,,,,02-442-9406
지에스(GS)강동명일역점,2023-08-31,212639.467698142,449956.327858881,2026-05-03 22:31:07,I,03,폐업,2023-08-31 14:53:52,,2021-02-16,,,PHMH320213240033087500006,3240000,"서울특별시 강동구 양재대로 1637, 1층 (명일동)",05257,03,폐업,,,,
세븐일레븐 길동점,2025-05-07,212768.960555317,448302.377594077,2026-05-03 22:31:07,I,03,폐업,2025-05-07 10:43:45,,2021-02-17,,서울특별시 강동구 길동 144-7 한림빌딩,PHMH320213240033087500007,3240000,"서울특별시 강동구 천호대로193길 40, 한림빌딩 101호 (길동)",05350,03,폐업,,,,
(주)코리아세븐 성내2호점,2022-04-05,211408.519666032,447589.706238873,2026-05-03 22:31:22,I,03,폐업,2022-04-06 10:03:55,,2021-02-26,,,PHMH320213240033087500008,3240000,서울특별시 강동구 풍성로 162 (성내동),05395,03,폐업,,,,02-487-7236
씨유 강일리버스트점,2024-02-20,215278.711932608,452052.025388385,2026-05-03 22:31:07,I,03,폐업,2024-02-20 16:33:33,,2021-03-25,,,PHMH320213240033087500011,3240000,"서울특별시 강동구 아리수로93가길 70, 상가동 104,105호 (강일동, 강동리버스트7단지)",05415,03,폐업,,,,
씨유고덕자이점 (CU),2025-11-19,215010.763627235,450026.852395313,2026-05-03 22:31:07,I,03,폐업,2025-11-19 15:30:55,,2021-04-27,,,PHMH320213240033087500014,3240000,"서울특별시 강동구 상일로 55, 115호 (상일동)",05275,03,폐업,,,,
씨유 리엔파크본점,2023-02-07,215927.688523964,450172.909915831,2026-05-03 22:31:08,I,03,폐업,2023-02-07 16:10:07,,2021-05-25,,서울특별시 강동구 상일제1동 36-3 강동리엔파크11단지,PHMH320213240033087500018,3240000,"서울특별시 강동구 고덕로98길 101, 상가동 103호 (상일제1동, 강동리엔파크11단지)",05416,03,폐업,49,,,
지에스GS25 천호역점,2022-06-24,210830.134427385,448618.9907646,2026-05-03 22:31:08,I,03,폐업,2022-06-24 16:28:18,,2021-06-01,,,PHMH320213240033087500019,3240000,"서울특별시 강동구 올림픽로 651, 예경빌딩 1층 (천호동)",05248,03,폐업,,,,
씨유(CU) 강동 한솔점,2025-09-09,212300.266865149,449908.396216471,2026-05-03 22:31:08,I,03,폐업,2025-09-11 16:00:58,,2021-06-10,,,PHMH320213240033087500020,3240000,"서울특별시 강동구 암사길 102, 1층 (암사동)",05258,03,폐업,,,,
지에스25 성내한일점,2025-02-18,210960.413495191,448403.019701076,2026-05-03 22:31:08,I,03,폐업,2025-02-21 16:13:10,,2021-07-12,,서울특별시 강동구 성내동 48-1,PHMH320213240033087500026,3240000,"서울특별시 강동구 천호대로 1016, 한일빌딩 1층 (성내동)",05378,03,폐업,,,,
씨유 그라시움점,2023-04-14,214299.644266879,450637.954760292,2026-05-03 22:31:08,I,03,폐업,2023-04-14 17:02:09,,2021-08-02,,서울특별시 강동구 고덕동 693 고덕그라시움(제1상가) 제C101호 일부,PHMH320213240033087500029,3240000,"서울특별시 강동구 고덕로 353, 고덕그라시움(제1상가) 제C101호 (고덕동)",05224,03,폐업,,,,02-441-4561
GS25 강일타운점,2024-02-27,215502.593610945,451912.595090289,2026-05-03 22:31:08,I,03,폐업,2024-02-27 16:27:07,,2021-08-03,,,PHMH320213240033087500030,3240000,"서울특별시 강동구 아리수로97길 68, 1층 (강일동, 강일리버파크2단지아파트)",05208,03,폐업,,,,
씨유 고덕아르테온1상가점,2022-06-09,214844.691529811,450341.891483543,2026-05-03 22:31:09,I,03,폐업,2022-06-10 14:14:48,,2021-08-23,,서울특별시 강동구 상일동 520 고덕아르테온(근린생활시설-1),PHMH320213240033087500032,3240000,"서울특별시 강동구 고덕로 390, 고덕아르테온(근린생활시설-1) 1층 115호 (상일동)",05274,03,폐업,55,,,
GS25 천호해리점,2024-03-27,212101.356553854,449490.975146225,2026-05-03 22:31:09,I,03,폐업,2024-03-27 14:36:39,,2021-09-23,,서울특별시 강동구 천호동 231-32,PHMH320213240033087500035,3240000,"서울특별시 강동구 상암로27나길 4, 1층 (천호동)",05309,03,폐업,,,,
씨유 강동상일역점,2022-05-06,214695.292858761,450632.624020783,2026-05-03 22:31:09,I,03,폐업,2022-05-06 17:36:23,,2021-10-05,,서울특별시 강동구 고덕동 694 고덕그라시움(제4상가),PHMH320213240033087500038,3240000,"서울특별시 강동구 고덕로 385, 고덕그라시움(제4상가) 102호 (고덕동)",05223,03,폐업,,,,
GS25 암사광나루점,2022-08-22,211161.286678064,450203.741209731,2026-05-03 22:31:09,I,03,폐업,2022-08-23 13:34:04,,2021-10-25,,서울특별시 강동구 암사동 508 삼성광나루아파트,PHMH320213240033087500041,3240000,"서울특별시 강동구 상암로3길 81, 삼성광나루아파트 상가동 106호 (암사동)",05240,03,폐업,,,,
GS25 강동파크점,2025-07-01,211532.353686299,448182.588454494,2026-05-03 22:31:10,I,03,폐업,2025-07-03 17:32:10,,2021-11-03,,서울특별시 강동구 성내동 164-1 씨제이나인파크,PHMH320213240033087500043,3240000,"서울특별시 강동구 천호대로 1078, 104호 (성내동, 씨제이나인파크)",05380,03,폐업,,,,02-479-3525
세븐일레븐 천호역 한강청년주택점,2023-06-26,210747.029242186,448585.11433031,2026-05-03 22:31:22,I,03,폐업,2023-06-28 10:28:11,,2021-11-24,,서울특별시 강동구 천호동 458-3 천호역 한강 청년주택,PHMH320213240033087500046,3240000,"서울특별시 강동구 천호대로 989, 104호 (천호동, 천호역 한강 청년주택)",05248,03,폐업,,,,
GS25 강동베스트점,2024-08-14,212049.339857994,447849.56068073,2026-05-03 22:31:10,I,03,폐업,2024-08-19 09:45:16,,2022-01-10,,서울특별시 강동구 성내동 380-14,PHMH320223240033087500001,3240000,"서울특별시 강동구 양재대로103길 13, 102호 (성내동)",05375,03,폐업,,,,
세븐일레븐 암사역점,2022-01-28,211103.943724663,449661.011941643,2026-05-03 22:31:10,I,03,폐업,2022-01-28 10:26:56,,2022-01-26,,서울특별시 강동구 암사동 513-1,PHMH320223240033087500004,3240000,"서울특별시 강동구 올림픽로93길 9, 1층 (암사동)",05242,03,폐업,,,,
지에스25 강일14단지점,2023-12-07,215898.113091143,449933.236825398,2026-05-03 22:31:10,I,03,폐업,2023-12-07 16:38:15,,2022-01-27,,서울특별시 강동구 상일동 28 강동리엔파크14단지,PHMH320223240033087500005,3240000,"서울특별시 강동구 고덕로98길 160, 상가동 103,104호 (상일동, 강동리엔파크14단지)",05286,03,폐업,,,,
미니스톱 강동타운점,2022-10-27,212029.948380775,449916.683700689,2026-05-03 22:31:10,I,03,폐업,2022-10-28 15:06:14,,2022-02-09,,서울특별시 강동구 암사동 475-32,PHMH320223240033087500007,3240000,서울특별시 강동구 구천면로57길 35(암사동),05259,03,폐업,,,,
지에스25 강동팰리스점,2025-05-28,212366.840633987,450251.758832252,2026-05-03 22:31:10,I,03,폐업,2025-05-29 15:10:47,,2022-02-17,,서울특별시 강동구 암사동 413-3 프라이어팰리스,PHMH320223240033087500008,3240000,"서울특별시 강동구 고덕로 140, 프라이어팰리스 상가동 1층 119-2호,120-1호 (암사동)",05256,03,폐업,,,,
지에스(GS)25 암사해리점,2023-04-26,211945.001329731,449768.648765431,2026-05-03 22:31:12,I,03,폐업,2023-05-01 09:47:47,,2022-03-28,,서울특별시 강동구 암사동 486-47,PHMH320223240033087500012,3240000,서울특별시 강동구 구천면로53길 21(암사동),05259,03,폐업,,,,
(주)코리아세븐 천호중앙본점,2025-06-27,212398.829616396,448902.753612642,2026-05-03 22:31:22,I,03,폐업,2025-06-30 14:13:16,,2022-04-01,,서울특별시 강동구 천호동 51-1 거송빌딩,PHMH320223240033087500014,3240000,"서울특별시 강동구 양재대로121길 7, 거송빌딩 1층 2호 (천호동)",05316,03,폐업,,,,
GS25 길동우성점,2013-11-20,212485.186602827,448448.530576361,2026-05-03 22:30:33,I,03,폐업,2015-05-08 11:12:17,,2012-11-12,134-880,서울특별시 강동구 길동 392번지 5호,PHMH320123240033087500067,3240000,서울특별시 강동구 양재대로116길 30 (길동),,03,폐업,,,,
세븐일레븐 암사현대점,2023-05-12,211203.483758424,450040.12185354,2026-05-03 22:30:34,I,03,폐업,2023-05-17 10:21:54,,2012-11-12,134-877,서울특별시 강동구 암사동 503번지,PHMH320123240033087500068,3240000,서울특별시 강동구 상암로5길 49 (암사동),05241,03,폐업,,,,
지에스25 상일동역점,2017-10-31,214844.691529811,450341.891483543,2026-05-03 22:30:34,I,03,폐업,2017-10-31 19:06:51,,2012-11-12,134-793,서울특별시 강동구 상일제1동 121번지,PHMH320123240033087500069,3240000,서울특별시 강동구 고덕로 390 (상일제1동),05274,03,폐업,,,,02-426-2511
씨유 천호1호점,2020-08-04,212005.55476779,449259.924158624,2026-05-03 22:30:34,I,03,폐업,2020-08-05 13:30:34,,2012-11-12,134-866,서울특별시 강동구 천호동 225번지 16호,PHMH320123240033087500070,3240000,서울특별시 강동구 구천면로42길 47 (천호동),05310,03,폐업,,,,02-474-9024
CU 성내포레스점,2019-04-23,210760.383783042,447862.625276914,2026-05-03 22:30:34,I,03,폐업,2019-04-23 16:44:36,,2012-11-13,134-030,서울특별시 강동구 성내동 111번지 64호,PHMH320123240033087500073,3240000,서울특별시 강동구 풍성로 91 (성내동),05385,03,폐업,,,,02-488-4943
GS25 성내유토빌점,2013-09-05,211770.879281522,446810.814080816,2026-05-03 22:30:34,I,03,폐업,2015-05-08 11:39:21,,2012-11-13,134-846,서울특별시 강동구 성내동 440번지 3호,PHMH320123240033087500076,3240000,서울특별시 강동구 양재대로89가길 69 (성내동),,03,폐업,,,,02-475-6300
GS25 성내파크,2013-09-05,211597.17085676,446992.790071505,2026-05-03 22:30:34,I,03,폐업,2015-05-08 11:40:25,,2012-11-13,134-846,서울특별시 강동구 성내동 437번지 26호,PHMH320123240033087500077,3240000,서울특별시 강동구 강동대로53길 49 (성내동),,03,폐업,,,,
Gs25 둔촌타워점,2013-05-16,212577.040818432,447411.826077751,2026-05-03 22:30:34,I,03,폐업,2015-05-08 11:41:40,,2012-11-13,134-822,서울특별시 강동구 둔촌동 556번지,PHMH320123240033087500078,3240000,서울특별시 강동구 명일로 110 (둔촌동),,03,폐업,,,,02-476-7143
세븐일레븐천호본점,2020-10-28,212423.986160212,449453.109217658,2026-05-03 22:30:35,I,03,폐업,2020-10-29 10:16:12,,2012-11-13,134-861,서울특별시 강동구 천호동 33번지 15호,PHMH320123240033087500080,3240000,서울특별시 강동구 상암로41길 26 (천호동),05307,03,폐업,,,,02-488-1039
GS25,2019-10-04,212192.951747404,451089.401102358,2026-05-03 22:30:35,I,03,폐업,2019-10-04 17:11:45,,2012-11-13,134-852,서울특별시 강동구 암사동 54번지,PHMH320123240033087500082,3240000,서울특별시 강동구 아리수로25나길 33-57 (암사동),05207,03,폐업,,,,02-441-6323
세븐일레븐 길동우성점,2016-12-20,212768.960555317,448302.377594077,2026-05-03 22:30:36,I,03,폐업,2016-12-20 11:07:55,,2012-11-13,134-809,서울특별시 강동구 길동 144번지 7호,PHMH320123240033087500083,3240000,서울특별시 강동구 천호대로193길 40 (길동),05350,03,폐업,,,,
GS25 명일중앙점,2021-04-08,212740.433120313,449511.725419163,2026-05-03 22:30:36,I,03,폐업,2021-04-09 09:14:43,,2012-11-13,134-830,서울특별시 강동구 명일동 337번지 30호,PHMH320123240033087500085,3240000,서울특별시 강동구 양재대로134길 25 (명일동),05294,03,폐업,,,,02-426-6748
